"the other"-pronoun-en "l'altre"-pronoun-ca
"molt amunt"-adverb-ca "way up"-adverb-en
"week after week"-adverb-en "setmana rere setmana"-adverb-ca
"setmana rere setmana"-adverb-ca "week after week"-adverb-en
"well enough"-adverb-en "prou bé"-adverb-ca
"prou bé"-adverb-ca "well enough"-adverb-en
"well in hand"-adverb-en "molt a mà"-adverb-ca
"molt a mà"-adverb-ca "well in hand"-adverb-en
"when the time comes"-adverb-en "quan sigui el moment"-adverb-ca
"quan sigui el moment"-adverb-ca "when the time comes"-adverb-en
"quan sigui el moment"-adverb-ca "when the time is right"-adverb-en
"when the time is right"-adverb-en "quan sigui el moment"-adverb-ca
"whence"-adverb-en "d'on"-adverb-ca
"d'on"-adverb-ca "whence"-adverb-en
"willfully"-adverb-en "obstinadament"-adverb-ca
"obstinadament"-adverb-ca "willfully"-adverb-en
"windwards"-adverb-en "a sobrevent"-adverb-ca
"a sobrevent"-adverb-ca "windwards"-adverb-en
"wirelessly"-adverb-en "sense fils"-adverb-ca
"sense fils"-adverb-ca "wirelessly"-adverb-en
"with a bang"-adverb-en "d'una portada"-adverb-ca
"with a bang"-adverb-en "d'un cop de porta"-adverb-ca
"d'una portada"-adverb-ca "with a bang"-adverb-en
"d'un cop de porta"-adverb-ca "with a bang"-adverb-en
"with a frown"-adverb-en "amb mala cara"-adverb-ca
"amb mala cara"-adverb-ca "with a frown"-adverb-en
"with all due care"-adverb-en "amb la cura corresponent"-adverb-ca
"amb la cura corresponent"-adverb-ca "with all due care"-adverb-en
"with all due respect"-adverb-en "amb tot el respecte"-adverb-ca
"amb tot el respecte"-adverb-ca "with all due respect"-adverb-en
"with arms akimbo"-adverb-en "amb les mans a la cintura"-adverb-ca
"amb les mans a la cintura"-adverb-ca "with arms akimbo"-adverb-en
"with certain reserves"-adverb-en "amb certes reserves"-adverb-ca
"amb certes reserves"-adverb-ca "with certain reserves"-adverb-en
"with difficulty"-adverb-en "amb dificultat"-adverb-ca
"amb dificultat"-adverb-ca "with difficulty"-adverb-en
"with dignity"-adverb-en "amb dignitat"-adverb-ca
"amb dignitat"-adverb-ca "with dignity"-adverb-en
"with every convenience"-adverb-en "amb totes les comoditats"-adverb-ca
"amb totes les comoditats"-adverb-ca "with every convenience"-adverb-en
"with good intentions"-adverb-en "amb bones intencions"-adverb-ca
"amb bones intencions"-adverb-ca "with good intentions"-adverb-en
"amb bones intencions"-adverb-ca "with good intent"-adverb-en
"with good intent"-adverb-en "amb bones intencions"-adverb-ca
"with good reason"-adverb-en "amb raó"-adverb-ca
"amb raó"-adverb-ca "with good reason"-adverb-en
"with great reluctance"-adverb-en "ben a contracor"-adverb-ca
"ben a contracor"-adverb-ca "with great reluctance"-adverb-en
"sense condicions"-adverb-ca "with no strings attached"-adverb-en
"with no strings attached"-adverb-en "sense condicions"-adverb-ca
"with open arms"-adverb-en "amb els braços oberts"-adverb-ca
"amb els braços oberts"-adverb-ca "with open arms"-adverb-en
"with regard to the contents"-adverb-en "quant al contingut"-adverb-ca
"quant al contingut"-adverb-ca "with regard to the contents"-adverb-en
"with reservation"-adverb-en "amb reserves"-adverb-ca
"amb reserves"-adverb-ca "with reservation"-adverb-en
"with some reservations"-adverb-en "amb algunes reserves"-adverb-ca
"amb algunes reserves"-adverb-ca "with some reservations"-adverb-en
"with the best of intentions"-adverb-en "amb la millor intenció"-adverb-ca
"amb la millor intenció"-adverb-ca "with the best of intentions"-adverb-en
"with the best will in the world"-adverb-en "amb tot interès"-adverb-ca
"amb tot interès"-adverb-ca "with the best will in the world"-adverb-en
"with the passing of years"-adverb-en "amb el pas dels anys"-adverb-ca
"amb el pas dels anys"-adverb-ca "with the passing of years"-adverb-en
"with this end in view"-adverb-en "amb aquest objectiu"-adverb-ca
"amb aquest objectiu"-adverb-ca "with this end in view"-adverb-en
"within a given time"-adverb-en "en un temps determinat"-adverb-ca
"en un temps determinat"-adverb-ca "within a given time"-adverb-en
"within gunshot"-adverb-en "a tret"-adverb-ca
"a tret"-adverb-ca "within gunshot"-adverb-en
"within minutes"-adverb-en "en minuts"-adverb-ca
"en minuts"-adverb-ca "within minutes"-adverb-en
"within seconds"-adverb-en "en segons"-adverb-ca
"en segons"-adverb-ca "within seconds"-adverb-en
"within the bounds of probability"-adverb-en "en tant que siga possible"-adverb-ca
"en tant que siga possible"-adverb-ca "within the bounds of probability"-adverb-en
"en tant que siga possible"-adverb-ca "within the realms of probability"-adverb-en
"within the realms of probability"-adverb-en "en tant que siga possible"-adverb-ca
"within walking distance"-adverb-en "a quatre passes"-adverb-ca
"a quatre passes"-adverb-ca "within walking distance"-adverb-en
"without exception"-adverb-en "sense excepcions"-adverb-ca
"sense excepcions"-adverb-ca "without exception"-adverb-en
"year by year"-adverb-en "d'any en any"-adverb-ca
"d'any en any"-adverb-ca "year by year"-adverb-en
"Yours faithfully"-adverb-en "Atentament"-adverb-ca
"Atentament"-adverb-ca "Yours faithfully"-adverb-en
"Yours sincerely"-adverb-en "Cordialment"-adverb-ca
"Cordialment"-adverb-ca "Yours sincerely"-adverb-en
"best regards"-interjection-en "salutacions cordials"-interjection-ca
"salutacions cordials"-interjection-ca "best regards"-interjection-en
"you're welcome"-interjection-en "de res"-interjection-ca
"de res"-interjection-ca "you're welcome"-interjection-en
"please"-interjection-en "per favor"-interjection-ca
"per favor"-interjection-ca "please"-interjection-en
"al otro lado de"-preposition-ca "just across from"-preposition-en
"just across from"-preposition-en "al otro lado de"-preposition-ca
"just across"-adverb-en "al otro lado"-adverb-ca
"al otro lado"-adverb-ca "just across"-adverb-en
"across the pond"-adverb-en "a l'altre costat del toll"-adverb-ca
"a l'altre costat del toll"-adverb-ca "across the pond"-adverb-en
"at no time"-adverb-en "en cap moment"-adverb-ca
"en cap moment"-adverb-ca "at no time"-adverb-en
"tenaciously"-adverb-en "de forma tenaç"-adverb-ca
"de forma tenaç"-adverb-ca "tenaciously"-adverb-en
"more tenaciously"-adverb-en "de forma més tenaç"-adverb-ca
"de forma més tenaç"-adverb-ca "more tenaciously"-adverb-en
"all over the country"-adverb-en "per tot el país"-adverb-ca
"per tot el país"-adverb-ca "all over the country"-adverb-en
"in the early days"-adverb-en "en els primers temps"-adverb-ca
"en els primers temps"-adverb-ca "in the early days"-adverb-en
"according to legend"-adverb-en "segons la llegenda"-adverb-ca
"segons la llegenda"-adverb-ca "according to legend"-adverb-en
"according to the legend of"-preposition-en "segons la llegenda de"-preposition-ca
"segons la llegenda de"-preposition-ca "according to the legend of"-preposition-en
"at the time of"-preposition-en "a l'hora de"-preposition-ca
"a l'hora de"-preposition-ca "at the time of"-preposition-en
"by reason of"-preposition-en "per raó de"-preposition-ca
"per raó de"-preposition-ca "by reason of"-preposition-en
"further to"-preposition-en "amb referència a"-preposition-ca
"amb referència a"-preposition-ca "further to"-preposition-en
"amb referència a"-preposition-ca "with reference to"-preposition-en
"with reference to"-preposition-en "amb referència a"-preposition-ca
"headed by"-preposition-en "al comandament de"-preposition-ca
"al comandament de"-preposition-ca "headed by"-preposition-en
"in answer to"-preposition-en "en resposta a"-preposition-ca
"en resposta a"-preposition-ca "in answer to"-preposition-en
"en resposta a"-preposition-ca "in reply to"-preposition-en
"in reply to"-preposition-en "en resposta a"-preposition-ca
"in so far"-preposition-en "en la mesura que"-preposition-ca
"en la mesura que"-preposition-ca "in so far"-preposition-en
"to the extent of"-preposition-en "fins al punt de"-preposition-ca
"fins al punt de"-preposition-ca "to the extent of"-preposition-en
"to the kind attention of"-preposition-en "a l'atenció de"-preposition-ca
"a l'atenció de"-preposition-ca "to the kind attention of"-preposition-en
"without prejudice to"-preposition-en "sense perjudici de"-preposition-ca
"sense perjudici de"-preposition-ca "without prejudice to"-preposition-en
"as well as"-coordinatingConjunction-en "així com"-coordinatingConjunction-ca
"així com"-coordinatingConjunction-ca "as well as"-coordinatingConjunction-en
"they all"-pronoun-en "totes elles"-pronoun-ca
"totes elles"-pronoun-ca "they all"-pronoun-en
"we all"-pronoun-en "totes nosaltres"-pronoun-ca
"totes nosaltres"-pronoun-ca "we all"-pronoun-en
"you all"-pronoun-en "totes vosaltres"-pronoun-ca
"totes vosaltres"-pronoun-ca "you all"-pronoun-en
"eight hundredth"-adjective-en "vuit-centè"-adjective-ca
"vuit-centè"-adjective-ca "eight hundredth"-adjective-en
"four hundredth"-adjective-en "quatre-centè"-adjective-ca
"quatre-centè"-adjective-ca "four hundredth"-adjective-en
"nine hundredth"-adjective-en "nou-centè"-adjective-ca
"nou-centè"-adjective-ca "nine hundredth"-adjective-en
"seven hundredth"-adjective-en "set-centè"-adjective-ca
"set-centè"-adjective-ca "seven hundredth"-adjective-en
"six hundredth"-adjective-en "sis-centè"-adjective-ca
"sis-centè"-adjective-ca "six hundredth"-adjective-en
"three hundredth"-adjective-en "tres-centè"-adjective-ca
"tres-centè"-adjective-ca "three hundredth"-adjective-en
"two hundredth"-adjective-en "dos-centè"-adjective-ca
"dos-centè"-adjective-ca "two hundredth"-adjective-en
"twenty-first"-adjective-en "vint-i-unè"-adjective-ca
"vint-i-unè"-adjective-ca "twenty-first"-adjective-en
"twenty-second"-adjective-en "vint-i-dosè"-adjective-ca
"vint-i-dosè"-adjective-ca "twenty-second"-adjective-en
"twenty-third"-adjective-en "vint-i-tresè"-adjective-ca
"vint-i-tresè"-adjective-ca "twenty-third"-adjective-en
"twenty-fourth"-adjective-en "vint-i-quatrè"-adjective-ca
"vint-i-quatrè"-adjective-ca "twenty-fourth"-adjective-en
"twenty-fifth"-adjective-en "vint-i-cinquè"-adjective-ca
"vint-i-cinquè"-adjective-ca "twenty-fifth"-adjective-en
"twenty-sixth"-adjective-en "vint-i-sisè"-adjective-ca
"vint-i-sisè"-adjective-ca "twenty-sixth"-adjective-en
"twenty-seventh"-adjective-en "vint-i-setè"-adjective-ca
"vint-i-setè"-adjective-ca "twenty-seventh"-adjective-en
"twenty-eighth"-adjective-en "vint-i-vuitè"-adjective-ca
"vint-i-vuitè"-adjective-ca "twenty-eighth"-adjective-en
"twenty-ninth"-adjective-en "vint-i-novè"-adjective-ca
"vint-i-novè"-adjective-ca "twenty-ninth"-adjective-en
"thirty-first"-adjective-en "trenta-unè"-adjective-ca
"trenta-unè"-adjective-ca "thirty-first"-adjective-en
"thirty-second"-adjective-en "trenta-dosè"-adjective-ca
"trenta-dosè"-adjective-ca "thirty-second"-adjective-en
"thirty-third"-adjective-en "trenta-tresè"-adjective-ca
"trenta-tresè"-adjective-ca "thirty-third"-adjective-en
"thirty-fourth"-adjective-en "trenta-quatrè"-adjective-ca
"trenta-quatrè"-adjective-ca "thirty-fourth"-adjective-en
"thirty-fifth"-adjective-en "trenta-cinquè"-adjective-ca
"trenta-cinquè"-adjective-ca "thirty-fifth"-adjective-en
"thirty-sixth"-adjective-en "trenta-sisè"-adjective-ca
"trenta-sisè"-adjective-ca "thirty-sixth"-adjective-en
"thirty-seventh"-adjective-en "trenta-setè"-adjective-ca
"trenta-setè"-adjective-ca "thirty-seventh"-adjective-en
"thirty-eighth"-adjective-en "trenta-vuitè"-adjective-ca
"trenta-vuitè"-adjective-ca "thirty-eighth"-adjective-en
"thirty-ninth"-adjective-en "trenta-novè"-adjective-ca
"trenta-novè"-adjective-ca "thirty-ninth"-adjective-en
"forty-first"-adjective-en "quaranta-unè"-adjective-ca
"quaranta-unè"-adjective-ca "forty-first"-adjective-en
"forty-second"-adjective-en "quaranta-dosè"-adjective-ca
"quaranta-dosè"-adjective-ca "forty-second"-adjective-en
"forty-third"-adjective-en "quaranta-tresè"-adjective-ca
"quaranta-tresè"-adjective-ca "forty-third"-adjective-en
"forty-fourth"-adjective-en "quaranta-quatrè"-adjective-ca
"quaranta-quatrè"-adjective-ca "forty-fourth"-adjective-en
"forty-fifth"-adjective-en "quaranta-cinquè"-adjective-ca
"quaranta-cinquè"-adjective-ca "forty-fifth"-adjective-en
"forty-sixth"-adjective-en "quaranta-sisè"-adjective-ca
"quaranta-sisè"-adjective-ca "forty-sixth"-adjective-en
"forty-seventh"-adjective-en "quaranta-setè"-adjective-ca
"quaranta-setè"-adjective-ca "forty-seventh"-adjective-en
"forty-eighth"-adjective-en "quaranta-vuitè"-adjective-ca
"quaranta-vuitè"-adjective-ca "forty-eighth"-adjective-en
"forty-ninth"-adjective-en "quaranta-novè"-adjective-ca
"quaranta-novè"-adjective-ca "forty-ninth"-adjective-en
"fifty-first"-adjective-en "cinquanta-unè"-adjective-ca
"cinquanta-unè"-adjective-ca "fifty-first"-adjective-en
"fifty-second"-adjective-en "cinquanta-dosè"-adjective-ca
"cinquanta-dosè"-adjective-ca "fifty-second"-adjective-en
"fifty-third"-adjective-en "cinquanta-tresè"-adjective-ca
"cinquanta-tresè"-adjective-ca "fifty-third"-adjective-en
"fifty-fourth"-adjective-en "cinquanta-quatrè"-adjective-ca
"cinquanta-quatrè"-adjective-ca "fifty-fourth"-adjective-en
"fifty-fifth"-adjective-en "cinquanta-cinquè"-adjective-ca
"cinquanta-cinquè"-adjective-ca "fifty-fifth"-adjective-en
"fifty-sixth"-adjective-en "cinquanta-sisè"-adjective-ca
"cinquanta-sisè"-adjective-ca "fifty-sixth"-adjective-en
"fifty-seventh"-adjective-en "cinquanta-setè"-adjective-ca
"cinquanta-setè"-adjective-ca "fifty-seventh"-adjective-en
"fifty-eighth"-adjective-en "cinquanta-vuitè"-adjective-ca
"cinquanta-vuitè"-adjective-ca "fifty-eighth"-adjective-en
"fifty-ninth"-adjective-en "cinquanta-novè"-adjective-ca
"cinquanta-novè"-adjective-ca "fifty-ninth"-adjective-en
"sixty-first"-adjective-en "seixanta-unè"-adjective-ca
"seixanta-unè"-adjective-ca "sixty-first"-adjective-en
"sixty-second"-adjective-en "seixanta-dosè"-adjective-ca
"seixanta-dosè"-adjective-ca "sixty-second"-adjective-en
"sixty-third"-adjective-en "seixanta-tresè"-adjective-ca
"seixanta-tresè"-adjective-ca "sixty-third"-adjective-en
"sixty-fourth"-adjective-en "seixanta-quatrè"-adjective-ca
"seixanta-quatrè"-adjective-ca "sixty-fourth"-adjective-en
"sixty-fifth"-adjective-en "seixanta-cinquè"-adjective-ca
"seixanta-cinquè"-adjective-ca "sixty-fifth"-adjective-en
"sixty-sixth"-adjective-en "seixanta-sisè"-adjective-ca
"seixanta-sisè"-adjective-ca "sixty-sixth"-adjective-en
"sixty-seventh"-adjective-en "seixanta-setè"-adjective-ca
"seixanta-setè"-adjective-ca "sixty-seventh"-adjective-en
"sixty-eighth"-adjective-en "seixanta-vuitè"-adjective-ca
"seixanta-vuitè"-adjective-ca "sixty-eighth"-adjective-en
"sixty-ninth"-adjective-en "seixanta-novè"-adjective-ca
"seixanta-novè"-adjective-ca "sixty-ninth"-adjective-en
"seventy-first"-adjective-en "setanta-unè"-adjective-ca
"setanta-unè"-adjective-ca "seventy-first"-adjective-en
"seventy-second"-adjective-en "setanta-dosè"-adjective-ca
"setanta-dosè"-adjective-ca "seventy-second"-adjective-en
"seventy-third"-adjective-en "setanta-tresè"-adjective-ca
"setanta-tresè"-adjective-ca "seventy-third"-adjective-en
"seventy-fourth"-adjective-en "setanta-quatrè"-adjective-ca
"setanta-quatrè"-adjective-ca "seventy-fourth"-adjective-en
"seventy-fifth"-adjective-en "setanta-cinquè"-adjective-ca
"setanta-cinquè"-adjective-ca "seventy-fifth"-adjective-en
"seventy-sixth"-adjective-en "setanta-sisè"-adjective-ca
"setanta-sisè"-adjective-ca "seventy-sixth"-adjective-en
"seventy-seventh"-adjective-en "setanta-setè"-adjective-ca
"setanta-setè"-adjective-ca "seventy-seventh"-adjective-en
"seventy-eighth"-adjective-en "setanta-vuitè"-adjective-ca
"setanta-vuitè"-adjective-ca "seventy-eighth"-adjective-en
"seventy-ninth"-adjective-en "setanta-novè"-adjective-ca
"setanta-novè"-adjective-ca "seventy-ninth"-adjective-en
"eighty-first"-adjective-en "vuitanta-unè"-adjective-ca
"vuitanta-unè"-adjective-ca "eighty-first"-adjective-en
"eighty-second"-adjective-en "vuitanta-dosè"-adjective-ca
"vuitanta-dosè"-adjective-ca "eighty-second"-adjective-en
"eighty-third"-adjective-en "vuitanta-tresè"-adjective-ca
"vuitanta-tresè"-adjective-ca "eighty-third"-adjective-en
"eighty-fourth"-adjective-en "vuitanta-quatrè"-adjective-ca
"vuitanta-quatrè"-adjective-ca "eighty-fourth"-adjective-en
"eighty-fifth"-adjective-en "vuitanta-cinquè"-adjective-ca
"vuitanta-cinquè"-adjective-ca "eighty-fifth"-adjective-en
"eighty-sixth"-adjective-en "vuitanta-sisè"-adjective-ca
"vuitanta-sisè"-adjective-ca "eighty-sixth"-adjective-en
"eighty-seventh"-adjective-en "vuitanta-setè"-adjective-ca
"vuitanta-setè"-adjective-ca "eighty-seventh"-adjective-en
"eighty-eighth"-adjective-en "vuitanta-vuitè"-adjective-ca
"vuitanta-vuitè"-adjective-ca "eighty-eighth"-adjective-en
"eighty-ninth"-adjective-en "vuitanta-novè"-adjective-ca
"vuitanta-novè"-adjective-ca "eighty-ninth"-adjective-en
"ninety-first"-adjective-en "noranta-unè"-adjective-ca
"noranta-unè"-adjective-ca "ninety-first"-adjective-en
"ninety-second"-adjective-en "noranta-dosè"-adjective-ca
"noranta-dosè"-adjective-ca "ninety-second"-adjective-en
"ninety-third"-adjective-en "noranta-tresè"-adjective-ca
"noranta-tresè"-adjective-ca "ninety-third"-adjective-en
"ninety-fourth"-adjective-en "noranta-quatrè"-adjective-ca
"noranta-quatrè"-adjective-ca "ninety-fourth"-adjective-en
"ninety-fifth"-adjective-en "noranta-cinquè"-adjective-ca
"noranta-cinquè"-adjective-ca "ninety-fifth"-adjective-en
"ninety-sixth"-adjective-en "noranta-sisè"-adjective-ca
"noranta-sisè"-adjective-ca "ninety-sixth"-adjective-en
