"any"-determiner-en "gens de"-determiner-ca
"upstairs"-adverb-en "al pis de dalt"-adverb-ca
"al pis de dalt"-adverb-ca "upstairs"-adverb-en
"upwards"-adverb-en "enlaire"-adverb-ca
"enlaire"-adverb-ca "upwards"-adverb-en
"molt aviat"-adverb-ca "very soon"-adverb-en
"vividly"-adverb-en "vívidament"-adverb-ca
"vívidament"-adverb-ca "vividly"-adverb-en
"feblement"-adverb-ca "weakly"-adverb-en
"week by week"-adverb-en "setmana a setmana"-adverb-ca
"setmana a setmana"-adverb-ca "week by week"-adverb-en
"west"-adverb-en "cap a l'oest"-adverb-ca
"cap a l'oest"-adverb-ca "west"-adverb-en
"whatever happens"-adverb-en "passada el que passi"-adverb-ca
"passada el que passi"-adverb-ca "whatever happens"-adverb-en
"where appropriate"-adverb-en "on pertoqui"-adverb-ca
"where appropriate"-adverb-en "quan escaigui"-adverb-ca
"on pertoqui"-adverb-ca "where appropriate"-adverb-en
"quan escaigui"-adverb-ca "where appropriate"-adverb-en
"wide open"-adverb-en "de bat a bat"-adverb-ca
"de bat a bat"-adverb-ca "wide open"-adverb-en
"widthways"-adverb-en "a l'ample"-adverb-ca
"a l'ample"-adverb-ca "widthways"-adverb-en
"willingly or by force"-adverb-en "de grau o per força"-adverb-ca
"de grau o per força"-adverb-ca "willingly or by force"-adverb-en
"willingly"-adverb-en "bonament"-adverb-ca
"willingly"-adverb-en "molt de grat"-adverb-ca
"bonament"-adverb-ca "willingly"-adverb-en
"molt de grat"-adverb-ca "willingly"-adverb-en
"wisely"-adverb-en "amb saviesa"-adverb-ca
"amb saviesa"-adverb-ca "wisely"-adverb-en
"with a smile"-adverb-en "amb un somriure"-adverb-ca
"amb un somriure"-adverb-ca "with a smile"-adverb-en
"with any luck"-adverb-en "amb una mica de sort"-adverb-ca
"amb una mica de sort"-adverb-ca "with any luck"-adverb-en
"with each passing day"-adverb-en "cada dia que passa"-adverb-ca
"cada dia que passa"-adverb-ca "with each passing day"-adverb-en
"with great difficulty"-adverb-en "amb gran dificultat"-adverb-ca
"amb gran dificultat"-adverb-ca "with great difficulty"-adverb-en
"with great pain"-adverb-en "amb gran dolor"-adverb-ca
"amb gran dolor"-adverb-ca "with great pain"-adverb-en
"with hindsight"-adverb-en "a posteriori"-adverb-ca
"a posteriori"-adverb-ca "with hindsight"-adverb-en
"with luck"-adverb-en "amb sort"-adverb-ca
"amb sort"-adverb-ca "with luck"-adverb-en
"with no conditions"-adverb-en "sense condicions"-adverb-ca
"sense condicions"-adverb-ca "with no conditions"-adverb-en
"with one accord"-adverb-en "de comú acord"-adverb-ca
"with one accord"-adverb-en "de mutu acord"-adverb-ca
"de comú acord"-adverb-ca "with one accord"-adverb-en
"de mutu acord"-adverb-ca "with one accord"-adverb-en
"with the whole family"-adverb-en "amb tota la família"-adverb-ca
"amb tota la família"-adverb-ca "with the whole family"-adverb-en
"with utmost difficulty"-adverb-en "a males penes"-adverb-ca
"a males penes"-adverb-ca "with utmost difficulty"-adverb-en
"within a matter of minutes"-adverb-en "en qüestió de minuts"-adverb-ca
"en qüestió de minuts"-adverb-ca "within a matter of minutes"-adverb-en
"within sight distance"-adverb-en "a l'abast de la vista"-adverb-ca
"a l'abast de la vista"-adverb-ca "within sight distance"-adverb-en
"without a purpose"-adverb-en "sense cap propòsit"-adverb-ca
"sense cap propòsit"-adverb-ca "without a purpose"-adverb-en
"without having anything to do with it"-adverb-en "sense moure un dit"-adverb-ca
"sense moure un dit"-adverb-ca "without having anything to do with it"-adverb-en
"without prior notice"-adverb-en "sense previ avís"-adverb-ca
"sense previ avís"-adverb-ca "without prior notice"-adverb-en
"without reservation"-adverb-en "sense reserves"-adverb-ca
"sense reserves"-adverb-ca "without reservation"-adverb-en
"wonderfully"-adverb-en "d'allò més bé"-adverb-ca
"d'allò més bé"-adverb-ca "wonderfully"-adverb-en
"word for word"-adverb-en "paraula per paraula"-adverb-ca
"paraula per paraula"-adverb-ca "word for word"-adverb-en
"yesterday afternoon"-adverb-en "ahir a la vesprada"-adverb-ca
"ahir a la vesprada"-adverb-ca "yesterday afternoon"-adverb-en
"bingo"-interjection-en "bingo"-interjection-ca
"bingo"-interjection-ca "bingo"-interjection-en
"congratulations"-interjection-en "l'enhorabona"-interjection-ca
"l'enhorabona"-interjection-ca "congratulations"-interjection-en
"good afternoon"-interjection-en "bona tarda"-interjection-ca
"bona tarda"-interjection-ca "good afternoon"-interjection-en
"good night"-interjection-en "bona nit"-interjection-ca
"bona nit"-interjection-ca "good night"-interjection-en
"hallelujah"-interjection-en "al·leluia"-interjection-ca
"al·leluia"-interjection-ca "hallelujah"-interjection-en
"see you later"-interjection-en "fins ara"-interjection-ca
"fins ara"-interjection-ca "see you later"-interjection-en
"wow"-interjection-en "renoi"-interjection-ca
"renoi"-interjection-ca "wow"-interjection-en
"just across"-preposition-en "al otro lado de"-preposition-ca
"al otro lado de"-preposition-ca "just across"-preposition-en
"straight across"-preposition-en "directe a través de"-preposition-ca
"directe a través de"-preposition-ca "straight across"-preposition-en
"at a rate of"-preposition-en "a raó de"-preposition-ca
"a raó de"-preposition-ca "at a rate of"-preposition-en
"at the expense of"-preposition-en "a costa de"-preposition-ca
"a costa de"-preposition-ca "at the expense of"-preposition-en
"by dint of"-preposition-en "a força de"-preposition-ca
"a força de"-preposition-ca "by dint of"-preposition-en
"in compliance with"-preposition-en "de conformitat amb"-preposition-ca
"de conformitat amb"-preposition-ca "in compliance with"-preposition-en
"in order of"-preposition-en "per ordre de"-preposition-ca
"per ordre de"-preposition-ca "in order of"-preposition-en
"in pursuit of"-preposition-en "en persecució de"-preposition-ca
"en persecució de"-preposition-ca "in pursuit of"-preposition-en
"less than"-preposition-en "menys que"-preposition-ca
"menys que"-preposition-ca "less than"-preposition-en
"owing to"-preposition-en "per causa de"-preposition-ca
"per causa de"-preposition-ca "owing to"-preposition-en
"right in front of"-preposition-en "just davant de"-preposition-ca
"just davant de"-preposition-ca "right in front of"-preposition-en
"throughout"-preposition-en "per tot"-preposition-ca
"per tot"-preposition-ca "throughout"-preposition-en
"with a view to"-preposition-en "amb vista a"-preposition-ca
"amb vista a"-preposition-ca "with a view to"-preposition-en
"both"-coordinatingConjunction-en "tant"-coordinatingConjunction-ca
"tant"-coordinatingConjunction-ca "both"-coordinatingConjunction-en
"a shitload of"-determiner-en "una pila de"-determiner-ca
"una pila de"-determiner-ca "a shitload of"-determiner-en
"more than half of"-determiner-en "més de la meitat de"-determiner-ca
"més de la meitat de"-determiner-ca "more than half of"-determiner-en
"every"-determiner-en "tot"-determiner-ca
"tot"-determiner-ca "every"-determiner-en
"whose"-determiner-en "de qui"-determiner-ca
"de qui"-determiner-ca "whose"-determiner-en
"another"-pronoun-en "un altre"-pronoun-ca
"un altre"-pronoun-ca "another"-pronoun-en
"un altre"-pronoun-ca "another one"-pronoun-en
"un altre"-pronoun-ca "others"-pronoun-en
"another one"-pronoun-en "un altre"-pronoun-ca
"others"-pronoun-en "un altre"-pronoun-ca
"others"-pronoun-en "altres"-pronoun-ca
"both"-pronoun-en "tots dos"-pronoun-ca
"tots dos"-pronoun-ca "both"-pronoun-en
"many"-pronoun-en "gaire"-pronoun-ca
"gaire"-pronoun-ca "many"-pronoun-en
"most"-pronoun-en "la majoria"-pronoun-ca
"la majoria"-pronoun-ca "most"-pronoun-en
"altres"-pronoun-ca "others"-pronoun-en
"the one"-pronoun-en "la"-pronoun-ca
"la"-pronoun-ca "the one"-pronoun-en
"whose"-pronoun-en "de qui"-pronoun-ca
"de qui"-pronoun-ca "whose"-pronoun-en
"de qui"-pronoun-ca "whose"-relativePronoun-en
"whose"-relativePronoun-en "de qui"-pronoun-ca
"a billion"-numeral-en "un bilió"-numeral-ca
"a billion"-numeral-en "mil milions"-numeral-ca
"un bilió"-numeral-ca "a billion"-numeral-en
"un bilió"-numeral-ca "one billion"-numeral-en
"mil milions"-numeral-ca "a billion"-numeral-en
"mil milions"-numeral-ca "billion"-numeral-en
"one billion"-numeral-en "un bilió"-numeral-ca
"one billion"-numeral-en "un bilió de"-numeral-ca
"billion"-numeral-en "mil milions"-numeral-ca
"billion"-numeral-en "bilió"-numeral-ca
"billion"-numeral-en "bilió de"-numeral-ca
"billion"-numeral-en "mil milions de"-numeral-ca
"a million"-numeral-en "un milió"-numeral-ca
"un milió"-numeral-ca "a million"-numeral-en
"un milió"-numeral-ca "one million"-numeral-en
"one million"-numeral-en "un milió"-numeral-ca
"one million"-numeral-en "un milió de"-numeral-ca
"bilió"-numeral-ca "billion"-numeral-en
"bilió de"-numeral-ca "billion"-numeral-en
"mil milions de"-numeral-ca "billion"-numeral-en
"eighteen hundred"-numeral-en "mil vuit-cents"-numeral-ca
"mil vuit-cents"-numeral-ca "eighteen hundred"-numeral-en
"eighteen thousand"-numeral-en "divuit mil"-numeral-ca
"divuit mil"-numeral-ca "eighteen thousand"-numeral-en
"eleven hundred"-numeral-en "mil cent"-numeral-ca
"mil cent"-numeral-ca "eleven hundred"-numeral-en
"eleven thousand"-numeral-en "onze mil"-numeral-ca
"onze mil"-numeral-ca "eleven thousand"-numeral-en
"fifteen hundred"-numeral-en "mil cinc-cents"-numeral-ca
"mil cinc-cents"-numeral-ca "fifteen hundred"-numeral-en
"fifteen thousand"-numeral-en "quinze mil"-numeral-ca
"quinze mil"-numeral-ca "fifteen thousand"-numeral-en
"fourteen hundred"-numeral-en "mil quatre-cents"-numeral-ca
"mil quatre-cents"-numeral-ca "fourteen hundred"-numeral-en
"fourteen thousand"-numeral-en "catorze mil"-numeral-ca
"catorze mil"-numeral-ca "fourteen thousand"-numeral-en
"million"-numeral-en "milió"-numeral-ca
"million"-numeral-en "milió de"-numeral-ca
"milió"-numeral-ca "million"-numeral-en
"milió de"-numeral-ca "million"-numeral-en
"nineteen hundred"-numeral-en "mil nou-cents"-numeral-ca
"mil nou-cents"-numeral-ca "nineteen hundred"-numeral-en
"nineteen thousand"-numeral-en "dinou mil"-numeral-ca
"dinou mil"-numeral-ca "nineteen thousand"-numeral-en
"un bilió de"-numeral-ca "one billion"-numeral-en
"un milió de"-numeral-ca "one million"-numeral-en
"seventeen hundred"-numeral-en "mil set-cents"-numeral-ca
"mil set-cents"-numeral-ca "seventeen hundred"-numeral-en
"seventeen thousand"-numeral-en "disset mil"-numeral-ca
"disset mil"-numeral-ca "seventeen thousand"-numeral-en
"sixteen hundred"-numeral-en "mil sis-cents"-numeral-ca
"mil sis-cents"-numeral-ca "sixteen hundred"-numeral-en
"sixteen thousand"-numeral-en "setze mil"-numeral-ca
"setze mil"-numeral-ca "sixteen thousand"-numeral-en
"ten thousand"-numeral-en "deu mil"-numeral-ca
"deu mil"-numeral-ca "ten thousand"-numeral-en
"thirteen hundred"-numeral-en "mil tres-cents"-numeral-ca
"mil tres-cents"-numeral-ca "thirteen hundred"-numeral-en
"thirteen thousand"-numeral-en "tretze mil"-numeral-ca
"tretze mil"-numeral-ca "thirteen thousand"-numeral-en
"twelve hundred"-numeral-en "mil dos-cents"-numeral-ca
"mil dos-cents"-numeral-ca "twelve hundred"-numeral-en
"twelve thousand"-numeral-en "dotze mil"-numeral-ca
"dotze mil"-numeral-ca "twelve thousand"-numeral-en
"Euskadi Irratia"-properNoun-en "Euskadi Irratia"-properNoun-ca
"Euskadi Irratia"-properNoun-ca "Euskadi Irratia"-properNoun-en
"Federation of Cantabria"-properNoun-en "Federació Càntabra"-properNoun-ca
"Federació Càntabra"-properNoun-ca "Federation of Cantabria"-properNoun-en
"Ondartza Society"-properNoun-en "Societat Ondartza"-properNoun-ca
"Societat Ondartza"-properNoun-ca "Ondartza Society"-properNoun-en
"Fishermen's museum"-properNoun-en "Museu del Pescador"-properNoun-ca
"Museu del Pescador"-properNoun-ca "Fishermen's museum"-properNoun-en
"Chile room"-properNoun-en "Sala Xile"-properNoun-ca
"Sala Xile"-properNoun-ca "Chile room"-properNoun-en
"Inmobiliaria Orio"-properNoun-en "Immobiliària Orio"-properNoun-ca
"Immobiliària Orio"-properNoun-ca "Inmobiliaria Orio"-properNoun-en
"San Pedro"-properNoun-en "Sant Pere"-properNoun-ca
"Sant Pere"-properNoun-ca "San Pedro"-properNoun-en
"Pasajes San Juan"-properNoun-en "Passatges Sant Joan"-properNoun-ca
"Passatges Sant Joan"-properNoun-ca "Pasajes San Juan"-properNoun-en
"Pasajes San Pedro"-properNoun-en "Passatges Sant Pere"-properNoun-ca
"Passatges Sant Pere"-properNoun-ca "Pasajes San Pedro"-properNoun-en
"Seguros Zurich"-properNoun-en "Seguros Zurich"-properNoun-ca
"Seguros Zurich"-properNoun-ca "Seguros Zurich"-properNoun-en
"Servicristal"-properNoun-en "Servicristal"-properNoun-ca
"Servicristal"-properNoun-ca "Servicristal"-properNoun-en
"Super BM"-properNoun-en "Super BM"-properNoun-ca
"Super BM"-properNoun-ca "Super BM"-properNoun-en
"Talaiberri Txakolindegia"-properNoun-en "Talaiberri Txakolindegia"-properNoun-ca
"Talaiberri Txakolindegia"-properNoun-ca "Talaiberri Txakolindegia"-properNoun-en
"Tirán"-properNoun-en "Tirán"-properNoun-ca
"Tirán"-properNoun-ca "Tirán"-properNoun-en
"Tostartean"-properNoun-en "Tostartean"-properNoun-ca
"Tostartean"-properNoun-ca "Tostartean"-properNoun-en
"Trintxerpe"-properNoun-en "Trintxerpe"-properNoun-ca
"Trintxerpe"-properNoun-ca "Trintxerpe"-properNoun-en
"Trintxerpeko"-properNoun-en "Trintxerpeko"-properNoun-ca
"Trintxerpeko"-properNoun-ca "Trintxerpeko"-properNoun-en
"Umpro"-properNoun-en "Umpro"-properNoun-ca
"Umpro"-properNoun-ca "Umpro"-properNoun-en
"Ur Kirolak"-properNoun-en "Ur Kirolak"-properNoun-ca
"Ur Kirolak"-properNoun-ca "Ur Kirolak"-properNoun-en
"Urcabal"-properNoun-en "Urcabal"-properNoun-ca
"Urcabal"-properNoun-ca "Urcabal"-properNoun-en
"Urdaibai"-properNoun-en "Urdaibai"-properNoun-ca
"Urdaibai"-properNoun-ca "Urdaibai"-properNoun-en
"Urdiales"-properNoun-en "Urdiales"-properNoun-ca
"Urdiales"-properNoun-ca "Urdiales"-properNoun-en
"Zurich"-properNoun-en "Zurich"-properNoun-ca
"Zurich"-properNoun-ca "Zurich"-properNoun-en
"ACT"-properNoun-en "ACT"-properNoun-ca
"ACT"-properNoun-ca "ACT"-properNoun-en
"AOL"-properNoun-en "AOL"-properNoun-ca
"AOL"-properNoun-ca "AOL"-properNoun-en
"Mecos Mondariz"-properNoun-en "Mecos Mondariz"-properNoun-ca
"Mecos Mondariz"-properNoun-ca "Mecos Mondariz"-properNoun-en
"Naturhouse"-properNoun-en "Naturhouse"-properNoun-ca
"Naturhouse"-properNoun-ca "Naturhouse"-properNoun-en
"Naturhouse Castro"-properNoun-en "Naturhouse Castro"-properNoun-ca
"Naturhouse Castro"-properNoun-ca "Naturhouse Castro"-properNoun-en
"Open Directory"-properNoun-en "Open Directory"-properNoun-ca
"Open Directory"-properNoun-ca "Open Directory"-properNoun-en
"Orioko Txanpa"-properNoun-en "Orioko Txanpa"-properNoun-ca
"Orioko Txanpa"-properNoun-ca "Orioko Txanpa"-properNoun-en
"Pasquier"-properNoun-en "Pasquier"-properNoun-ca
"Pasquier"-properNoun-ca "Pasquier"-properNoun-en
"Relax"-properNoun-en "Relax"-properNoun-ca
"Relax"-properNoun-ca "Relax"-properNoun-en
"Aiten Etxe"-properNoun-en "Aiten Etxe"-properNoun-ca
"Aiten Etxe"-properNoun-ca "Aiten Etxe"-properNoun-en
"Algorri"-properNoun-en "Algorri"-properNoun-ca
"Algorri"-properNoun-ca "Algorri"-properNoun-en
"Ambilamp"-properNoun-en "Ambilamp"-properNoun-ca
"Ambilamp"-properNoun-ca "Ambilamp"-properNoun-en
"Aquarium"-properNoun-en "Aquarium"-properNoun-ca
"Aquarium"-properNoun-ca "Aquarium"-properNoun-en
"Arkote"-properNoun-en "Arkote"-properNoun-ca
"Arkote"-properNoun-ca "Arkote"-properNoun-en
"Ashland"-properNoun-en "Ashland"-properNoun-ca
"Ashland"-properNoun-ca "Ashland"-properNoun-en
"Astillero"-properNoun-en "Astillero"-properNoun-ca
"Astillero"-properNoun-ca "Astillero"-properNoun-en
"DMOZ"-properNoun-en "DMOZ"-properNoun-ca
"DMOZ"-properNoun-ca "DMOZ"-properNoun-en
"Diario Montañés"-properNoun-en "Diario Montañés"-properNoun-ca
"Diario Montañés"-properNoun-ca "Diario Montañés"-properNoun-en
"Donibane"-properNoun-en "Donibane"-properNoun-ca
"Donibane"-properNoun-ca "Donibane"-properNoun-en
"EPO"-properNoun-en "EPO"-properNoun-ca
"EPO"-properNoun-ca "EPO"-properNoun-en
"EPO-rh"-properNoun-en "EPO-rh"-properNoun-ca
"EPO-rh"-properNoun-ca "EPO-rh"-properNoun-en
"Ecolmare"-properNoun-en "Ecolmare"-properNoun-ca
"Ecolmare"-properNoun-ca "Ecolmare"-properNoun-en
"Erriko Kirolak"-properNoun-en "Erriko Kirolak"-properNoun-ca
"Erriko Kirolak"-properNoun-ca "Erriko Kirolak"-properNoun-en
"Eusko Label"-properNoun-en "Eusko Label"-properNoun-ca
"Eusko Label"-properNoun-ca "Eusko Label"-properNoun-en
"Eusko Tren"-properNoun-en "Eusko Tren"-properNoun-ca
"Eusko Tren"-properNoun-ca "Eusko Tren"-properNoun-en
"Eusko Trenbideak"-properNoun-en "Eusko Trenbideak"-properNoun-ca
"Eusko Trenbideak"-properNoun-ca "Eusko Trenbideak"-properNoun-en
"Euskolabel"-properNoun-en "Euskolabel"-properNoun-ca
"Euskolabel"-properNoun-ca "Euskolabel"-properNoun-en
"Euskotren"-properNoun-en "Euskotren"-properNoun-ca
"Euskotren"-properNoun-ca "Euskotren"-properNoun-en
"Fat Man"-properNoun-en "Fat Man"-properNoun-ca
"Fat Man"-properNoun-ca "Fat Man"-properNoun-en
"Indaux"-properNoun-en "Indaux"-properNoun-ca
"Indaux"-properNoun-ca "Indaux"-properNoun-en
"Isuntza"-properNoun-en "Isuntza"-properNoun-ca
"Isuntza"-properNoun-ca "Isuntza"-properNoun-en
"Kaiku"-properNoun-en "Kaiku"-properNoun-ca
"Kaiku"-properNoun-ca "Kaiku"-properNoun-en
"Koxtape"-properNoun-en "Koxtape"-properNoun-ca
"Koxtape"-properNoun-ca "Koxtape"-properNoun-en
"Laredo RC"-properNoun-en "Laredo RC"-properNoun-ca
"Laredo RC"-properNoun-ca "Laredo RC"-properNoun-en
"Little Boy"-properNoun-en "Little Boy"-properNoun-ca
"Little Boy"-properNoun-ca "Little Boy"-properNoun-en
"Samertolameu"-properNoun-en "Samertolameu"-properNoun-ca
"Samertolameu"-properNoun-ca "Samertolameu"-properNoun-en
"SPICE"-properNoun-en "SPICE"-properNoun-ca
"SPICE"-properNoun-ca "SPICE"-properNoun-en
"Grafilur"-properNoun-en "Grafilur"-properNoun-ca
"Grafilur"-properNoun-ca "Grafilur"-properNoun-en
"Avia"-properNoun-en "Avia"-properNoun-ca
"Avia"-properNoun-ca "Avia"-properNoun-en
"Localia"-properNoun-en "Localia"-properNoun-ca
"Localia"-properNoun-ca "Localia"-properNoun-en
"Orsa"-properNoun-en "Orsa"-properNoun-ca
"Orsa"-properNoun-ca "Orsa"-properNoun-en
"Pedreña"-properNoun-en "Pedreña"-properNoun-ca
"Pedreña"-properNoun-ca "Pedreña"-properNoun-en
"Reta"-properNoun-en "Reta"-properNoun-ca
"Reta"-properNoun-ca "Reta"-properNoun-en
"Carglass"-properNoun-en "Carglass"-properNoun-ca
"Carglass"-properNoun-ca "Carglass"-properNoun-en
"Xunta de Galicia"-properNoun-en "Xunta de Galícia"-properNoun-ca
"Xunta de Galícia"-properNoun-ca "Xunta de Galicia"-properNoun-en
"Abra-Real Sporting Club"-properNoun-en "Abra-Real Sporting Club"-properNoun-ca
