mı	particle	crh	mı	particle	tur
dissertatsiya	noun	crh	tez	noun	tur
tilim	noun	crh	dilim	noun	tur
reaktsiya	noun	crh	tepki	noun	tur
inflâtsiya	noun	crh	enflasyon	noun	tur
sanitar	adjective	crh	temiz	adjective	tur
quvetli	adjective	crh	kuvvetli	adjective	tur
partiya	noun	crh	parti	noun	tur
militsioner	noun	crh	milis	noun	tur
migratsiya	noun	crh	göç	noun	tur
litsey	noun	crh	lise	noun	tur
konstitutsion	noun	crh	anayasa	noun	tur
apellâtsiya	noun	crh	isim	noun	tur
apellâtsion	noun	crh	isim	noun	tur
aktrisa	noun	crh	aktris	noun	tur
administratsiya	noun	crh	yönetim	noun	tur
ümütsizlik	noun	crh	umutsuzluk	noun	tur
köntseptsiya	noun	crh	kavram	noun	tur
köntseptsiya	noun	crh	mefhum	noun	tur
konkret	adjective	crh	somut	adjective	tur
avtostantsiya	noun	crh	otogar	noun	tur
artilleriya	noun	crh	topçu	noun	tur
tuccar	noun	crh	tüccar	noun	tur
tenqitçi	noun	crh	eleştirmen	noun	tur
taaciplen	verb	crh	utan	verb	tur
muqavemet	noun	crh	mukavemet	noun	tur
koeffitsiyent	noun	crh	katsayı	noun	tur
qabristan	noun	crh	kabristan	noun	tur
qabristan	noun	crh	mezarlık	noun	tur
pozitsiya	noun	crh	pozisyon	noun	tur
komissariat	noun	crh	komiserlik	noun	tur
cılt	noun	crh	cilt	noun	tur
telegraf	noun	crh	telegraf	noun	tur
taktika	noun	crh	taktik	noun	tur
stress	noun	crh	stres	noun	tur
qoltuq	noun	crh	koltuk	noun	tur
qartop	noun	crh	kartopu	noun	tur
millitsiya	noun	crh	polis	noun	tur
meramet	noun	crh	merhamet	noun	tur
kvadrat	adjective	crh	kare	adjective	tur
areketsizlik	noun	crh	hareketsizlik	noun	tur
üriyet	noun	crh	hürriyet	noun	tur
türkmen	noun	crh	türkmen	noun	tur
rektorlıq	noun	crh	rektörlük	noun	tur
qısmet	noun	crh	kısmet	noun	tur
proyekt	noun	crh	proje	noun	tur
perspektiva	noun	crh	perspektif	noun	tur
maqsatlı	adjective	crh	amaçlı	adjective	tur
ayatiy	adjective	crh	hayati	adjective	tur
telekommunikatsion	noun	crh	telekomünikasyon	noun	tur
telâffuz	noun	crh	telaffuz	noun	tur
qalımtı	noun	crh	kalıntı	noun	tur
okkupatsiya	noun	crh	işgal	noun	tur
matç	noun	crh	maç	noun	tur
konstitutsiya	noun	crh	anayasa	noun	tur
fotoapparat	noun	crh	kamera	noun	tur
çoqlaştır	verb	crh	çoğalt	verb	tur
cellât	noun	crh	cellat	noun	tur
traktor	noun	crh	traktör	noun	tur
suverenitet	noun	crh	hakimiyet	noun	tur
sotsializm	noun	crh	sosyalizm	noun	tur
raatsızlan	verb	crh	rahatsızlan	verb	tur
mukâfatlandır	verb	crh	mükafatlandır	verb	tur
mukâfatlandır	verb	crh	ödüllendir	verb	tur
immunitet	noun	crh	dokunulmazlık	noun	tur
ikmet	noun	crh	hikmet	noun	tur
eykeltraş	noun	crh	heykeltraş	noun	tur
batareya	noun	crh	baget	noun	tur
tsivilizatsiya	noun	crh	uygarlaştırma	noun	tur
tsivilizatsiya	noun	crh	uygarlık	noun	tur
tarttır	verb	crh	tarttır	verb	tur
tarihçılıq	noun	crh	tarihçilik	noun	tur
taqıl	verb	crh	takıl	verb	tur
salüt	noun	crh	havai fişek	noun	tur
quvetlendir	verb	crh	kuvvetlendir	verb	tur
qırımtatarlaş	verb	crh	kırımtatarlaş	verb	tur
navigatsion	noun	crh	gemicilik	noun	tur
mektüpleş	verb	crh	mektuplaş	verb	tur
mehanizatsiya	noun	crh	makineleşme	noun	tur
fonetik	adjective	crh	fonetik	adjective	tur
farmatsiya	noun	crh	eczane	noun	tur
deñizaltı	adjective	crh	denizaltı	adjective	tur
tilek	noun	crh	dilek	noun	tur
reportör	noun	crh	raportör	noun	tur
reportör	noun	crh	muhabir	noun	tur
reportör	noun	crh	haberci	noun	tur
registratsiya	noun	crh	kayıt	noun	tur
medeniyetli	adjective	crh	medeni	adjective	tur
magnitofon	noun	crh	kasetçalar	noun	tur
konservatoriya	noun	crh	konservatuvar	noun	tur
keliştir	verb	crh	geliştir	verb	tur
keçiktir	verb	crh	geciktir	verb	tur
gravitatsiya	noun	crh	ağırlık	noun	tur
fotograf	noun	crh	fotoğraf	noun	tur
ayttır	verb	crh	söylet	verb	tur
aktsent	noun	crh	aksan	noun	tur
usuliyet	noun	crh	usul	noun	tur
svetofor	noun	crh	trafik ışığı	noun	tur
stereotip	noun	crh	stereotip	noun	tur
sektsiya	noun	crh	kesit	noun	tur
sektsiya	noun	crh	bölüm	noun	tur
retsept	noun	crh	fiş	noun	tur
reanimatsion	noun	crh	acil yardım	noun	tur
pistolet	noun	crh	tabanca	noun	tur
korrespondent	noun	crh	muhabir	noun	tur
kommunikatsion	noun	crh	iletişim	noun	tur
etika	noun	crh	etik	noun	tur
etika	noun	crh	ahlak	noun	tur
demobilizatsiya	noun	crh	terhis	noun	tur
yastıq	noun	crh	yastık	noun	tur
videokonferentsiya	noun	crh	videokonferans	noun	tur
tsement	noun	crh	beton	noun	tur
tenbel	adjective	crh	tembel	adjective	tur
tecavuz	adjective	crh	mütecaviz	adjective	tur
suratlı	adjective	crh	süratli	adjective	tur
revolütsiya	noun	crh	devrim	noun	tur
reanimatsiya	noun	crh	acil yardım	noun	tur
politehnik	adjective	crh	politeknik	adjective	tur
oblast	noun	crh	oblast	noun	tur
lâqaytlıq	noun	crh	lakaytlık	noun	tur
kanalizatsiya	noun	crh	kanalizasyon	noun	tur
istiqrarlı	adjective	crh	istikrarlı	adjective	tur
import	noun	crh	ithal	noun	tur
bataqlıq	noun	crh	bataklık	noun	tur
aqaretleme	noun	crh	hakaret	noun	tur
teraze	noun	crh	terazi	noun	tur
tabaqa	noun	crh	tabaka	noun	tur
seadet	noun	crh	saadet	noun	tur
santimetr	noun	crh	santimetre	noun	tur
reorganizatsiya	noun	crh	reorganizasyon	noun	tur
reorganizatsiya	noun	crh	düzenleme	noun	tur
quvetsizlik	noun	crh	güçsüzlük	noun	tur
nasiat	noun	crh	nasihat	noun	tur
nasiat	noun	crh	öğüt	noun	tur
müteber	adjective	crh	muteber	adjective	tur
kurator	noun	crh	kürator	noun	tur
konfederatsiya	noun	crh	konfederasyon	noun	tur
istiqlâl	noun	crh	istiklal	noun	tur
irrigatsion	noun	crh	sulama	noun	tur
iqtisatçı	noun	crh	iktisatçı	noun	tur
iqtisatçı	noun	crh	ekonomist	noun	tur
inatlıq	noun	crh	inatçılık	noun	tur
ğırtlaq	noun	crh	gırtlak	noun	tur
generatsiya	noun	crh	kuşak	noun	tur
generatsiya	noun	crh	jenerasyon	noun	tur
generatsiya	noun	crh	üretim	noun	tur
etnografiya	noun	crh	etnografya	noun	tur
effektivlik	noun	crh	etkililik	noun	tur
destruktiv	adjective	crh	yıkıcı	adjective	tur
cümert	adjective	crh	cömert	adjective	tur
buterbrod	noun	crh	sandviç	noun	tur
akkumulâtor	noun	crh	pil	noun	tur
zayıflaştır	verb	crh	zayıflat	verb	tur
yurtdaş	noun	crh	yurttaş	noun	tur
tsiklon	noun	crh	kasırga	noun	tur
tılsımlı	adjective	crh	tılsımlı	adjective	tur
tılsımlı	adjective	crh	sihirli	adjective	tur
teplohod	noun	crh	vapur	noun	tur
reportaj	noun	crh	röpörtaj	noun	tur
redaktsiya	noun	crh	editörlük	noun	tur
qutup	noun	crh	kutup	noun	tur
mototsiklist	noun	crh	motorcu	noun	tur
labirint	noun	crh	labirent	noun	tur
kultura	noun	crh	kültür	noun	tur
kultura	noun	crh	medeniyet	noun	tur
konstruktsiya	noun	crh	çizim	noun	tur
iptidaiy	adjective	crh	iptidai	adjective	tur
intelligentsiya	noun	crh	aydınlar sınıfı	noun	tur
infektsiya	noun	crh	enfeksiyon	noun	tur
infektsiya	noun	crh	bulaşma	noun	tur
immigratsiya	noun	crh	göçmenlik	noun	tur
hırvatça	noun	crh	hırvatça	noun	tur
elektrifikatsiya	noun	crh	elektriklenme	noun	tur
diskriminatsion	noun	crh	ayrımcılık	noun	tur
assotsiyaatsiya	noun	crh	birleşme	noun	tur
apteka	noun	crh	eczane	noun	tur
yaqut	noun	crh	yakut	noun	tur
yandır	verb	crh	yak	verb	tur
total	adjective	crh	toplam	adjective	tur
toqumacılıq	noun	crh	dokumacılık	noun	tur
toqluq	noun	crh	tokluk	noun	tur
teşebbüskâr	noun	crh	müteşebbis	noun	tur
tennis	noun	crh	tenis	noun	tur
tabaq	noun	crh	tabak	noun	tur
stol	noun	crh	masa	noun	tur
şegirt	noun	crh	öğrenci	noun	tur
şefqat	noun	crh	şefkat	noun	tur
sanktsion	noun	crh	yaptırım	noun	tur
saatçı	noun	crh	saatçi	noun	tur
radiatsiya	noun	crh	radyason	noun	tur
qaynata	noun	crh	kaynata	noun	tur
protektorat	noun	crh	hamilik	noun	tur
orbita	noun	crh	yörünge	noun	tur
operatsion	noun	crh	operasyon	noun	tur
nomenklatura	noun	crh	nomenklatura	noun	tur
müstemlekeleş	verb	crh	sömürgeleş	verb	tur
muabbetlik	adjective	crh	müebbetlik	adjective	tur
muabbet	adjective	crh	müebbet	adjective	tur
modernizatsiya	noun	crh	yenileştirme	noun	tur
koordinata	noun	crh	koordinat	noun	tur
kontinent	noun	crh	kıta	noun	tur
kontinental	adjective	crh	kıtasal	adjective	tur
kitaphaneci	noun	crh	kütüphaneci	noun	tur
kibernetika	noun	crh	sibernetik	noun	tur
italiyalı	noun	crh	italyan	noun	tur
instruktor	noun	crh	öğretmen	noun	tur
innovatsion	noun	crh	yenilik	noun	tur
innovatsion	noun	crh	değişiklik	noun	tur
inandır	verb	crh	inandır	verb	tur
hurafat	noun	crh	hurafe	noun	tur
gürültili	adjective	crh	gürültülü	adjective	tur
geometriya	noun	crh	geometri	noun	tur
diametr	noun	crh	çap	noun	tur
diametr	noun	crh	kalınlık	noun	tur
bütün	pronoun	crh	bütün	pronoun	tur
avtograf	noun	crh	imza	noun	tur
arnavutça	noun	crh	arnavutça	noun	tur
antenna	noun	crh	anten	noun	tur
ziraatçılıq	noun	crh	ziraat	noun	tur
vucut	noun	crh	vücut	noun	tur
utopik	adjective	crh	ütopik	adjective	tur
utanuv	noun	crh	utanma	noun	tur
tutumlı	adjective	crh	tutumlu	adjective	tur
tüşünceli	adjective	crh	düşünceli	adjective	tur
tsilindr	noun	crh	silindir	noun	tur
tramplin	noun	crh	trambolin	noun	tur
traktorcı	noun	crh	traktörcü	noun	tur
tragediya	noun	crh	trajedi	noun	tur
tragediya	noun	crh	felaket	noun	tur
terminologiya	noun	crh	terminolojilik	noun	tur
tenqidiy	adjective	crh	eleştirel	adjective	tur
taqlit	noun	crh	taklit	noun	tur
status-kvo	noun	crh	statüko	noun	tur
spektr	noun	crh	hayalet	noun	tur
sotsiologiya	noun	crh	sosyoloji	noun	tur
satellit	noun	crh	uydu	noun	tur
samolöt	noun	crh	uçak	noun	tur
repetitsiya	noun	crh	tekrar	noun	tur
renegat	noun	crh	kaçak	noun	tur
reaktsioner	noun	crh	gerici	noun	tur
reaktsioner	noun	crh	sağcı	noun	tur
ratsionalizm	noun	crh	rasyonalizm	noun	tur
radiator	noun	crh	radyatör	noun	tur
qudretli	adjective	crh	güçlü	adjective	tur
putinleştir	verb	crh	putinleştir	verb	tur
optikiy	adjective	crh	optik	adjective	tur
oppozitsiya	noun	crh	karşıtlık	noun	tur
oppozitsiya	noun	crh	başkaldırma	noun	tur
okkupatsion	noun	crh	işgal	noun	tur
obligatsiya	noun	crh	mecburiyet	noun	tur
muzıkant	noun	crh	müzisyen	noun	tur
müteşem	adjective	crh	muhteşem	adjective	tur
muqaddesat	noun	crh	mukaddesat	noun	tur
maqat	noun	crh	makat	noun	tur
lületaşı	noun	crh	lületaşı	noun	tur
lezet	noun	crh	lezzet	noun	tur
lezetli	adjective	crh	lezzetli	adjective	tur
legalleştir	verb	crh	yasallaştır	verb	tur
lânet	adjective	crh	melun	adjective	tur
kooperatsiya	noun	crh	dayanışma	noun	tur
kitaplaştır	verb	crh	kitaplaştır	verb	tur
kemalatlı	adjective	crh	mükemmel	adjective	tur
intsident	noun	crh	olay	noun	tur
intsident	noun	crh	hadise	noun	tur
intervyu	noun	crh	görüşme	noun	tur
intervyu	noun	crh	röportaj	noun	tur
intervyu	noun	crh	mülakat	noun	tur
instinkt	noun	crh	içgüdü	noun	tur
improvizatsiya	noun	crh	doğaçlama	noun	tur
improvizatsiya	noun	crh	uydurma	noun	tur
illüminatsiya	noun	crh	aydınlanma	noun	tur
hiyanet	noun	crh	hıyanet	noun	tur
hiyanet	noun	crh	hainlik	noun	tur
hilâfet	noun	crh	hilafet	noun	tur
grammatika	noun	crh	gramer	noun	tur
eybetli	adjective	crh	heybetli	adjective	tur
evakuatsiya	noun	crh	tahliye	noun	tur
etimologiya	noun	crh	etimoloji	noun	tur
estetika	noun	crh	estetik	noun	tur
erleştir	verb	crh	yerleştir	verb	tur
ekvivalent	noun	crh	denk	noun	tur
eksperiment	noun	crh	deney	noun	tur
eksperiment	noun	crh	deneme	noun	tur
didaktizm	noun	crh	didaktiklik	noun	tur
deramet	noun	crh	gelir	noun	tur
çatlaq	noun	crh	çatlak	noun	tur
büyükleştir	verb	crh	büyükleştir	verb	tur
qara	verb	crh	bak	verb	tur
qonuş	verb	crh	konuş	verb	tur
bankrot	noun	crh	iflas	noun	tur
bankrot	noun	crh	batış	noun	tur
bankrot	noun	crh	mahvolma	noun	tur
bakteriya	noun	crh	bakteri	noun	tur
avtostanstiya	noun	crh	otogar	noun	tur
aşındır	verb	crh	aşındır	verb	tur
anatomiya	noun	crh	anatomi	noun	tur
ambulatoriya	noun	crh	poliklinik	noun	tur
adaptirle	verb	crh	uyarla	verb	tur
ziyaret et	verb	crh	ziyaret et	verb	tur
toplaşuv	noun	crh	toplantı	noun	tur
yasaq et	verb	crh	yasakla	verb	tur
qapat	verb	crh	kapat	verb	tur
sovet	adjective	crh	sovyet	adjective	tur
bit	verb	crh	bit	verb	tur
bazarerte	noun	crh	pazartesi	noun	tur
istilâ	noun	crh	istila	noun	tur
teşebbüsçi	noun	crh	müteşebbis	noun	tur
taqip	noun	crh	takip	noun	tur
furtuna	noun	crh	fırtına	noun	tur
toplulıq	noun	crh	topluluk	noun	tur
resmiyleştir	verb	crh	resmileştir	verb	tur
tışqı	adjective	crh	dış	adjective	tur
studiya	noun	crh	stüdyo	noun	tur
aqibet	noun	crh	akibet	noun	tur
tedqiq	noun	crh	tetkik	noun	tur
sanktsiya	noun	crh	onay	noun	tur
sanktsiya	noun	crh	izin	noun	tur
intervyü	noun	crh	röpörtaj	noun	tur
kabinet	noun	crh	kabine	noun	tur
adlandır	verb	crh	adlandır	verb	tur
telükesizlik	noun	crh	emniyet	noun	tur
begen	verb	crh	beğen	verb	tur
quvetleştir	verb	crh	güçlendir	verb	tur
poçta	noun	crh	post	noun	tur
ruhset	noun	crh	ruhsat	noun	tur
vatanperver	noun	crh	vatanperver	noun	tur
muhalifet	noun	crh	muhalefet	noun	tur
imtian	noun	crh	imtihan	noun	tur
imtian	noun	crh	sınav	noun	tur
tecribe	noun	crh	tecrübe	noun	tur
qırımtatarca	adverb	crh	tatarca	adverb	tur
minut	noun	crh	dakika	noun	tur
qabaatlı	adjective	crh	suçlu	adjective	tur
ortaq	noun	crh	ortak	noun	tur
tevqif	noun	crh	tevkif	noun	tur
tenqit	noun	crh	tenkit	noun	tur
tenqit	noun	crh	eleştiri	noun	tur
qolaylaştır	verb	crh	kolaylaştır	verb	tur
temsiliy	adjective	crh	temsili	adjective	tur
tonna	noun	crh	ton	noun	tur
marşrut	noun	crh	rota	noun	tur
marşrut	noun	crh	yol	noun	tur
hastalıq	noun	crh	hastalık	noun	tur
televideniye	noun	crh	televizyon	noun	tur
raketa	noun	crh	roket	noun	tur
imkâniyet	noun	crh	imkan	noun	tur
fraktsiya	noun	crh	hizip	noun	tur
reabilitatsiya	noun	crh	rehabilitasyon	noun	tur
reabilitatsiya	noun	crh	iyileştirme	noun	tur
provokatsiya	noun	crh	provokasyon	noun	tur
infrastruktura	noun	crh	altyapı	noun	tur
litsenziya	noun	crh	lisans	noun	tur
koordinatsion	noun	crh	koordinasyon	noun	tur
koordinatsion	noun	crh	eşgündüm	noun	tur
deñiştirüv	noun	crh	değişiklik	noun	tur
kontakt	noun	crh	temas	noun	tur
ğayret	noun	crh	gayret	noun	tur
saqat	noun	crh	sakat	noun	tur
araştır	verb	crh	araştır	verb	tur
qıymetli	adjective	crh	kıymetli	adjective	tur
lektsiya	noun	crh	konuşma	noun	tur
luğat	noun	crh	lügat	noun	tur
felâket	noun	crh	felaket	noun	tur
kantsler	noun	crh	şansölye	noun	tur
variant	noun	crh	edisyon	noun	tur
versiya	noun	crh	edisyon	noun	tur
qurtarıcı	adjective	crh	kurtarıcı	adjective	tur
imperatorlıq	noun	crh	imparatorluk	noun	tur
kubometr	noun	crh	metre küp	noun	tur
ayret	noun	crh	hayret	noun	tur
emiyetli	adjective	crh	önemli	adjective	tur
emiyetlice	adjective	crh	önemli	adjective	tur
ittifaq	noun	crh	ittifak	noun	tur
yataqhane	noun	crh	yatakhane	noun	tur
istidatlı	adjective	crh	yetenekli	adjective	tur
diqqatsızlıq	noun	crh	dikkatsizlik	noun	tur
provokatsion	noun	crh	provokasyon	noun	tur
donatıl	verb	crh	donatıl	verb	tur
stipendiya	noun	crh	burs	noun	tur
mantıq	noun	crh	mantık	noun	tur
vatanperver	adjective	crh	vatanperver	adjective	tur
deşetli	adjective	crh	dehşetli	adjective	tur
statistika	noun	crh	istatistik	noun	tur
yaratıcılıq	noun	crh	yaratıcılık	noun	tur
tañ	noun	crh	sabah	noun	tur
süjet	noun	crh	konu	noun	tur
tize	noun	crh	teyze	noun	tur
tenbi	noun	crh	uyarı	noun	tur
tsirk	noun	crh	kilise	noun	tur
isbat	noun	crh	ispat	noun	tur
tehnikum	noun	crh	teknik okul	noun	tur
yıqtır	verb	crh	yık	verb	tur
ğurbetlik	noun	crh	gurbet	noun	tur
tranzit	noun	crh	transit	noun	tur
tamırlı	adjective	crh	kökenli	adjective	tur
radiostantsiya	noun	crh	radyo istasyonu	noun	tur
rekonstruktsiya	noun	crh	kalkınma	noun	tur
bitaraf	adjective	crh	tarafsız	adjective	tur
assimilâtsiya	noun	crh	asimilasyon	noun	tur
assimilâtsiya	noun	crh	özümseme	noun	tur
ustahane	noun	crh	işyeri	noun	tur
türkçe	adverb	crh	türkçe	adverb	tur
telâş	noun	crh	telaş	noun	tur
internatsionalizm	noun	crh	enternasyonalizm	noun	tur
granata	noun	crh	el bombası	noun	tur
tışarı	noun	crh	dışarı	noun	tur
etnogenez	noun	crh	etnogenez	noun	tur
zemaneviyleştir	verb	crh	modernleştir	verb	tur
trotil	noun	crh	TNT	noun	tur
eşit	verb	crh	işit	verb	tur
kvartal	noun	crh	kısım	noun	tur
izolâtsiya	noun	crh	yalıtım	noun	tur
izolâtsiya	noun	crh	izolasyon	noun	tur
içtimaiyat	noun	crh	sosyoloji	noun	tur
entsiklopediya	noun	crh	ansiklopedi	noun	tur
animatsion	noun	crh	animasyon	noun	tur
quçaqla	verb	crh	kucakla	verb	tur
qararlaştır	verb	crh	kararlaştır	verb	tur
ital	noun	crh	ithal	noun	tur
ikmetli	adjective	crh	hikmetli	adjective	tur
içtimaiyatçı	noun	crh	sosyolog	noun	tur
atiqiyat	noun	crh	arkeoloji	noun	tur
atiqiyatçı	noun	crh	arkeolog	noun	tur
ultimatum	noun	crh	ültimatom	noun	tur
ufaq-tüfek	adjective	crh	ufak tefek	adjective	tur
Nijniy Novgorod	properNoun	crh	Nijniy Novgorod	properNoun	tur
merametli	adjective	crh	merhametli	adjective	tur
tatlılıq	noun	crh	tatlı	noun	tur
belâğat	noun	crh	söylem	noun	tur
attestatsiya	noun	crh	tanıklık	noun	tur
aqaret	noun	crh	hakaret	noun	tur
telegramma	noun	crh	telegram	noun	tur
siyasetleştir	verb	crh	siyasileştir	verb	tur
mototsikl	noun	crh	motosiklet	noun	tur
millitsioner	noun	crh	polis	noun	tur
material	noun	crh	madde	noun	tur
kooperativ	adjective	crh	ortak	adjective	tur
koordinatsiya	noun	crh	koordinasyon	noun	tur
kollaboratsionist	noun	crh	işbirlikçi	noun	tur
kantselâriya	noun	crh	şansölyelik	noun	tur
Zelandiya	properNoun	crh	Zelandya	properNoun	tur
Rumeli	properNoun	crh	Rumeli	properNoun	tur
Lipetsk	properNoun	crh	Lipetsk	properNoun	tur
kollaboratsionizm	noun	crh	işbirlikçilik	noun	tur
inauguratsion	noun	crh	açılış	noun	tur
elektriçka	noun	crh	tren	noun	tur
bulutlı	adjective	crh	bulutlu	adjective	tur
uzatuv	noun	crh	uzatma	noun	tur
tamirlev	noun	crh	tamir	noun	tur
restavratsiya	noun	crh	restorasyon	noun	tur
ortalıq	noun	crh	ortalık	noun	tur
oktava	noun	crh	oktav	noun	tur
Novotroitsk	properNoun	crh	Novotroitsk	properNoun	tur
Damask	properNoun	crh	Şam	properNoun	tur
ucuzlaştır	verb	crh	ucuzlat	verb	tur
toplaş	verb	crh	toplan	verb	tur
Turkestan	properNoun	crh	Türkistan	properNoun	tur
stomatologiya	noun	crh	dişçilik	noun	tur
Sivas	properNoun	crh	Sivas	properNoun	tur
qartal	noun	crh	kartal	noun	tur
qanatlı	adjective	crh	kanatlı	adjective	tur
kollaboratsion	noun	crh	işbirlik	noun	tur
Vinnitsk	properNoun	crh	Vinnitsk	properNoun	tur
Ülyanovsk	properNoun	crh	Ülyanovsk	properNoun	tur
Tomsk	properNoun	crh	Tomsk	properNoun	tur
Ahmetli	properNoun	crh	Ahmetli	properNoun	tur
grajdan	noun	crh	vatandaş	noun	tur
grajdanlıq	noun	crh	vatandaşlık	noun	tur
provokator	noun	crh	provokatör	noun	tur
provokator	noun	crh	tahrikçi	noun	tur
provokator	noun	crh	kışkırtıcı	noun	tur
blank	noun	crh	form	noun	tur
daire	noun	crh	daire	noun	tur
bücet	noun	crh	bütçe	noun	tur
buzdolap	noun	crh	buzdolabı	noun	tur
bağla	verb	crh	bağla	verb	tur
bağlan	verb	crh	bağlan	verb	tur
patlav	noun	crh	patlama	noun	tur
bücet	noun	crh	bütçe	noun	tur
subet	noun	crh	sohbet	noun	tur
bütünlik	noun	crh	bütünlük	noun	tur
aşayt	adjective	crh	yiyecek	adjective	tur
zenaat	noun	crh	zanaat	noun	tur
teminlev	noun	crh	temin	noun	tur
raatlan	verb	crh	rahatla	verb	tur
ekstremizm	noun	crh	aşırılıkçılık	noun	tur
terroristik	adjective	crh	terörist	adjective	tur
siyasetşınas	noun	crh	siyasetbilimci	noun	tur
tantanalı	adjective	crh	tantanalı	adjective	tur
muhtac	adjective	crh	muhtaç	adjective	tur
subetleş	verb	crh	konuş	verb	tur
tilli	adjective	crh	dilli	adjective	tur
telükeli	adjective	crh	tehlikeli	adjective	tur
qanuniyet	noun	crh	kanunilik	noun	tur
mesüliyet	noun	crh	mesuliyet	noun	tur
niyetlen	verb	crh	niyetlen	verb	tur
bar	verb	crh	git	verb	tur
tabiat	noun	crh	tabiat	noun	tur
tabiat	noun	crh	doğa	noun	tur
kâtibiyet	noun	crh	katiplik	noun	tur
muvafaqiyet	noun	crh	muvaffakiyet	noun	tur
muvafaqiyet	noun	crh	başarı	noun	tur
muvafaqiyetli	adjective	crh	başarılı	adjective	tur
eyileştir	verb	crh	iyileştir	verb	tur
sanaat	noun	crh	sanat	noun	tur
meraqlandır	verb	crh	meraklandır	verb	tur
yaraştır	verb	crh	birleştir	verb	tur
gimn	noun	crh	ilahi	noun	tur
ofitser	noun	crh	subay	noun	tur
ofitser	noun	crh	memur	noun	tur
general	noun	crh	general	noun	tur
kanal	noun	crh	kanal	noun	tur
cep	noun	crh	cep	noun	tur
kurort	noun	crh	kurort	noun	tur
vekâletli	adjective	crh	tam yetkili	adjective	tur
vekâletli	adjective	crh	mutlak	adjective	tur
yerli	adjective	crh	yerli	adjective	tur
yerli	noun	crh	yerli	adjective	tur
kiriş	noun	crh	giriş	noun	tur
körüşüv	noun	crh	toplantı	noun	tur
körüşüv	noun	crh	görüşme	noun	tur
yal	noun	crh	tatil	noun	tur
programma	noun	crh	program	noun	tur
mal	noun	crh	mal	noun	tur
alâqa	noun	crh	halka	noun	tur
alâqa	noun	crh	bağlantı	noun	tur
barışıq	noun	crh	barış	noun	tur
qorçalayıcı	noun	crh	koruyucu	noun	tur
eda	noun	crh	yapma	noun	tur
qoruv	noun	crh	güvenlik	noun	tur
genç	noun	crh	genç	noun	tur
ilim	noun	crh	bilim	noun	tur
ilim	noun	crh	ilim	noun	tur
sorğu	noun	crh	sorgu	noun	tur
yayın	noun	crh	yayın	noun	tur
alma	noun	crh	elma	noun	tur
mesken	noun	crh	mesken	noun	tur
mesken	noun	crh	ev	noun	tur
qaide	noun	crh	kural	noun	tur
ölüm	noun	crh	ölüm	noun	tur
ğalebe	noun	crh	zafer	noun	tur
ğalebe	noun	crh	galibiyet	noun	tur
plan	noun	crh	plan	noun	tur
esap	noun	crh	hesap	noun	tur
dava	noun	crh	spor	noun	tur
müzey	noun	crh	müze	noun	tur
sınıf	noun	crh	sınıf	noun	tur
maqale	noun	crh	makale	noun	tur
yel	noun	crh	yel	noun	tur
qaraman	noun	crh	kahraman	noun	tur
usul	noun	crh	yöntem	noun	tur
yaz	noun	crh	yaz	noun	tur
oquv	noun	crh	okuma	noun	tur
kiyev	noun	crh	damat	noun	tur
emiyet	noun	crh	nicelik	noun	tur
emiyet	noun	crh	toplum	noun	tur
saylav	noun	crh	seçim	noun	tur
fond	noun	crh	fon	noun	tur
misal	noun	crh	misal	noun	tur
buçuq	noun	crh	buçuk	numeral	tur
sessiya	noun	crh	dönem	noun	tur
elçihane	noun	crh	elçilik	noun	tur
birleşme	noun	crh	birleşme	noun	tur
qardaşlıq	noun	crh	kardeşlik	noun	tur
punkt	noun	crh	nokta	noun	tur
oda	noun	crh	oda	noun	tur
energiya	noun	crh	enerji	noun	tur
akt	noun	crh	faaliyet	noun	tur
hacı	noun	crh	hacı	noun	tur
yazı	noun	crh	yazı	noun	tur
domen	noun	crh	alan adı	noun	tur
okean	noun	crh	okyanus	noun	tur
okean	noun	crh	derya	noun	tur
uyğur	noun	crh	uyğur	noun	tur
qazaq	noun	crh	kazak	noun	tur
çeşme	noun	crh	çeşme	noun	tur
lager	noun	crh	kamp	noun	tur
ingliz	noun	crh	ingiliz	noun	tur
rusça	noun	crh	Rusça	noun	tur
portugalca	adverb	crh	Portekizce	noun	tur
özbek	noun	crh	özbek	noun	tur
çuvaş	noun	crh	çuvaş	noun	tur
kiriş	verb	crh	giriş	verb	tur
qaytar	verb	crh	döndür	verb	tur
roman	noun	crh	roman	noun	tur
kırım	noun	crh	kırım	noun	tur
yır	noun	crh	yır	noun	tur
çar	noun	crh	çar	noun	tur
ağa	noun	crh	ağa	noun	tur
san	noun	crh	san	noun	tur
urum	noun	crh	urum	noun	tur
muallim	noun	crh	muallim	noun	tur
yarı	noun	crh	yarı	noun	tur
unvan	noun	crh	unvan	noun	tur
dağcı	noun	crh	dağcı	noun	tur
seyyare	noun	crh	gezegen	noun	tur
maarif	noun	crh	maarif	noun	tur
iklim	noun	crh	iklim	noun	tur
don	noun	crh	don	noun	tur
arapça	noun	crh	Arapça	noun	tur
saf	noun	crh	saf	noun	tur
kilse	noun	crh	kilise	noun	tur
hac	noun	crh	hac	noun	tur
ölü	noun	crh	ölü	noun	tur
