"neniu"-determiner-eo "ninguno"-determiner-es
"ĉiusemajne"-adverb-eo "semanalmente"-adverb-es
"impunemente"-adverb-es "senpune"-adverb-eo
"senpune"-adverb-eo "impunemente"-adverb-es
"saluton"-interjection-eo "hola"-interjection-es
"hola"-interjection-es "saluton"-interjection-eo
"adiaŭ"-interjection-eo "adiós"-interjection-es
"adiós"-interjection-es "adiaŭ"-interjection-eo
"dankon"-interjection-eo "gracias"-interjection-es
"gracias"-interjection-es "dankon"-interjection-eo
"danke al"-preposition-eo "gracias a"-preposition-es
"danke al"-preposition-eo "merced a"-preposition-es
"gracias a"-preposition-es "danke al"-preposition-eo
"merced a"-preposition-es "danke al"-preposition-eo
"ambaŭ"-determiner-eo "ambos"-determiner-es
"ambos"-determiner-es "ambaŭ"-determiner-eo
"alia"-pronoun-eo "otro"-pronoun-es
"otro"-pronoun-es "alia"-pronoun-eo
"indígena"-noun-es "indiĝeno"-noun-eo
"indiĝeno"-noun-eo "indígena"-noun-es
"stabiliĝo"-noun-eo "estabilización"-noun-es
"estabilización"-noun-es "stabiliĝo"-noun-eo
"estabilización"-noun-es "stabiligo"-noun-eo
"stabiligo"-noun-eo "estabilización"-noun-es
"informativo"-adjective-es "informa"-adjective-eo
"informa"-adjective-eo "informativo"-adjective-es
"perdón"-noun-es "pardono"-noun-eo
"pardono"-noun-eo "perdón"-noun-es
"vetoo"-noun-eo "veto"-noun-es
"veto"-noun-es "vetoo"-noun-eo
"disponible"-adjective-es "disponebla"-adjective-eo
"disponebla"-adjective-eo "disponible"-adjective-es
"agotamiento"-noun-es "elĉerpiĝo"-noun-eo
"elĉerpiĝo"-noun-eo "agotamiento"-noun-es
"Júpiter"-properNoun-es "Jupitero"-properNoun-eo
"Jupitero"-properNoun-eo "Júpiter"-properNoun-es
"Napoleón"-properNoun-es "Napoleono"-properNoun-eo
"Napoleono"-properNoun-eo "Napoleón"-properNoun-es
"Plutón"-properNoun-es "Plutono"-properNoun-eo
"Plutono"-properNoun-eo "Plutón"-properNoun-es
"Alakanto"-properNoun-eo "Alacant"-properNoun-es
"Alakanto"-properNoun-eo "Alicante"-properNoun-es
"Alacant"-properNoun-es "Alakanto"-properNoun-eo
"Alicante"-properNoun-es "Alakanto"-properNoun-eo
"América"-properNoun-es "Ameriko"-properNoun-eo
"Ameriko"-properNoun-eo "América"-properNoun-es
"Arabia"-properNoun-es "Arabio"-properNoun-eo
"Arabio"-properNoun-eo "Arabia"-properNoun-es
"Berlín"-properNoun-es "Berlino"-properNoun-eo
"Berlino"-properNoun-eo "Berlín"-properNoun-es
"Bosnia"-properNoun-es "Bosnio"-properNoun-eo
"Bosnio"-properNoun-eo "Bosnia"-properNoun-es
"Bucarest"-properNoun-es "Bukareŝto"-properNoun-eo
"Bukareŝto"-properNoun-eo "Bucarest"-properNoun-es
"Budapest"-properNoun-es "Budapeŝto"-properNoun-eo
"Budapeŝto"-properNoun-eo "Budapest"-properNoun-es
"Caracas"-properNoun-es "Karakaso"-properNoun-eo
"Karakaso"-properNoun-eo "Caracas"-properNoun-es
"Galicia"-properNoun-es "Galegio"-properNoun-eo
"Galegio"-properNoun-eo "Galicia"-properNoun-es
"Holanda"-properNoun-es "Nederlando"-properNoun-eo
"Nederlando"-properNoun-eo "Holanda"-properNoun-es
"Cisjordania"-properNoun-es "Cisjordanio"-properNoun-eo
"Cisjordanio"-properNoun-eo "Cisjordania"-properNoun-es
"Lima"-properNoun-es "Limo"-properNoun-eo
"Limo"-properNoun-eo "Lima"-properNoun-es
"Marsella"-properNoun-es "Marsejlo"-properNoun-eo
"Marsejlo"-properNoun-eo "Marsella"-properNoun-es
"Mediterráneo"-properNoun-es "Mediteraneo"-properNoun-eo
"Mediteraneo"-properNoun-eo "Mediterráneo"-properNoun-es
"Montserato"-properNoun-eo "Montserrat"-properNoun-es
"Montserrat"-properNoun-es "Montserato"-properNoun-eo
"Parizo"-properNoun-eo "París"-properNoun-es
"París"-properNoun-es "Parizo"-properNoun-eo
"sirena"-noun-es "sireno"-noun-eo
"sireno"-noun-eo "sirena"-noun-es
"bocadillo"-noun-es "sandviĉo"-noun-eo
"sandviĉo"-noun-eo "bocadillo"-noun-es
"budismo"-noun-es "budhismo"-noun-eo
"budhismo"-noun-eo "budismo"-noun-es
"kataluno"-noun-eo "catalán"-noun-es
"catalán"-noun-es "kataluno"-noun-eo
"católico"-noun-es "katoliko"-noun-eo
"katoliko"-noun-eo "católico"-noun-es
"cristiano"-noun-es "kristano"-noun-eo
"kristano"-noun-eo "cristiano"-noun-es
"kristaneco"-noun-eo "cristianismo"-noun-es
"cristianismo"-noun-es "kristaneco"-noun-eo
"cristianismo"-noun-es "kristanismo"-noun-eo
"kristanismo"-noun-eo "cristianismo"-noun-es
"antigüedad"-noun-es "antikva tempo"-noun-eo
"antikva tempo"-noun-eo "antigüedad"-noun-es
"musulmán"-noun-es "islamano"-noun-eo
"islamano"-noun-eo "musulmán"-noun-es
"manifestante"-noun-es "manifestacianto"-noun-eo
"manifestacianto"-noun-eo "manifestante"-noun-es
"protestante"-noun-es "protestanto"-noun-eo
"protestanto"-noun-eo "protestante"-noun-es
"abad"-noun-es "abato"-noun-eo
"abato"-noun-eo "abad"-noun-es
"abdomen"-noun-es "abdomeno"-noun-eo
"abdomeno"-noun-eo "abdomen"-noun-es
"aberración"-noun-es "aberacio"-noun-eo
"aberacio"-noun-eo "aberración"-noun-es
"anomalio"-noun-eo "anomalía"-noun-es
"anomalía"-noun-es "anomalio"-noun-eo
"absolvo"-noun-eo "absolución"-noun-es
"absolución"-noun-es "absolvo"-noun-eo
"pavimento"-noun-es "pavimo"-noun-eo
"pavimo"-noun-eo "pavimento"-noun-es
"terraza"-noun-es "teraso"-noun-eo
"teraso"-noun-eo "terraza"-noun-es
"adverbio"-noun-es "adverbo"-noun-eo
"adverbo"-noun-eo "adverbio"-noun-es
"agresividad"-noun-es "agresemo"-noun-eo
"agresemo"-noun-eo "agresividad"-noun-es
"maljuniĝo"-noun-eo "envejecimiento"-noun-es
"envejecimiento"-noun-es "maljuniĝo"-noun-eo
"extraterrestre"-noun-es "eksterterano"-noun-eo
"eksterterano"-noun-eo "extraterrestre"-noun-es
"alergia"-noun-es "alergio"-noun-eo
"alergio"-noun-eo "alergia"-noun-es
"aleación"-noun-es "alojo"-noun-eo
"alojo"-noun-eo "aleación"-noun-es
"alusión"-noun-es "aludo"-noun-eo
"aludo"-noun-eo "alusión"-noun-es
"altar"-noun-es "altaro"-noun-eo
"altaro"-noun-eo "altar"-noun-es
"aluminio"-noun-es "aluminio"-noun-eo
"aluminio"-noun-eo "aluminio"-noun-es
"embajador"-noun-es "ambasadoro"-noun-eo
"ambasadoro"-noun-eo "embajador"-noun-es
"ambigüedad"-noun-es "ambigueco"-noun-eo
"ambigueco"-noun-eo "ambigüedad"-noun-es
"amnistía"-noun-es "amnestio"-noun-eo
"amnestio"-noun-eo "amnistía"-noun-es
"anfiteatro"-noun-es "amfiteatro"-noun-eo
"amfiteatro"-noun-eo "anfiteatro"-noun-es
"analista"-noun-es "analizisto"-noun-eo
"analizisto"-noun-eo "analista"-noun-es
"anarquismo"-noun-es "anarkiismo"-noun-eo
"anarkiismo"-noun-eo "anarquismo"-noun-es
"anarquía"-noun-es "anarkio"-noun-eo
"anarkio"-noun-eo "anarquía"-noun-es
"anemia"-noun-es "anemio"-noun-eo
"anemio"-noun-eo "anemia"-noun-es
"anestesia"-noun-es "anestezo"-noun-eo
"anestezo"-noun-eo "anestesia"-noun-es
"angina"-noun-es "angino"-noun-eo
"angino"-noun-eo "angina"-noun-es
"destrucción"-noun-es "detruo"-noun-eo
"detruo"-noun-eo "destrucción"-noun-es
"anorexia"-noun-es "anoreksio"-noun-eo
"anoreksio"-noun-eo "anorexia"-noun-es
"hormiga"-noun-es "formiko"-noun-eo
"formiko"-noun-eo "hormiga"-noun-es
"antropólogo"-noun-es "antropologo"-noun-eo
"antropologo"-noun-eo "antropólogo"-noun-es
"antibiótico"-noun-es "antibiotiko"-noun-eo
"antibiotiko"-noun-eo "antibiótico"-noun-es
"aplauso"-noun-es "aplaŭdo"-noun-eo
"aplaŭdo"-noun-eo "aplauso"-noun-es
"arzobispo"-noun-es "ĉefepiskopo"-noun-eo
"ĉefepiskopo"-noun-eo "arzobispo"-noun-es
"arkipielago"-noun-eo "archipiélago"-noun-es
"archipiélago"-noun-es "arkipielago"-noun-eo
"archipiélago"-noun-es "insularo"-noun-eo
"archipiélago"-noun-es "arkipelago"-noun-eo
"insularo"-noun-eo "archipiélago"-noun-es
"arkipelago"-noun-eo "archipiélago"-noun-es
"arquitecto"-noun-es "arkitekto"-noun-eo
"arkitekto"-noun-eo "arquitecto"-noun-es
"argumentación"-noun-es "argumentado"-noun-eo
"argumentado"-noun-eo "argumentación"-noun-es
"armamento"-noun-es "armilaro"-noun-eo
"armilaro"-noun-eo "armamento"-noun-es
"axila"-noun-es "akselo"-noun-eo
"akselo"-noun-eo "axila"-noun-es
"arsenal"-noun-es "arsenalo"-noun-eo
"arsenalo"-noun-eo "arsenal"-noun-es
"arteria"-noun-es "arterio"-noun-eo
"arterio"-noun-eo "arteria"-noun-es
"alcachofa"-noun-es "artiŝoko"-noun-eo
"artiŝoko"-noun-eo "alcachofa"-noun-es
"artesano"-noun-es "metiisto"-noun-eo
"metiisto"-noun-eo "artesano"-noun-es
"asma"-noun-es "astmo"-noun-eo
"astmo"-noun-eo "asma"-noun-es
"astronauta"-noun-es "astronaŭto"-noun-eo
"astronaŭto"-noun-eo "astronauta"-noun-es
"astrónomo"-noun-es "astronomo"-noun-eo
"astronomo"-noun-eo "astrónomo"-noun-es
"atleta"-noun-es "atleto"-noun-eo
"atleto"-noun-eo "atleta"-noun-es
"atletismo"-noun-es "atletiko"-noun-eo
"atletiko"-noun-eo "atletismo"-noun-es
"avangardo"-noun-eo "vanguardia"-noun-es
"vanguardia"-noun-es "avangardo"-noun-eo
"vanguardia"-noun-es "antaŭgvardio"-noun-eo
"antaŭgvardio"-noun-eo "vanguardia"-noun-es
"bacteria"-noun-es "bakterio"-noun-eo
"bakterio"-noun-eo "bacteria"-noun-es
"banano"-noun-eo "plátano"-noun-es
"plátano"-noun-es "banano"-noun-eo
"pulsera"-noun-es "brakringo"-noun-eo
"pulsera"-noun-es "braceleto"-noun-eo
"brakringo"-noun-eo "pulsera"-noun-es
"braceleto"-noun-eo "pulsera"-noun-es
"banquete"-noun-es "bankedo"-noun-eo
"bankedo"-noun-eo "banquete"-noun-es
"bapto"-noun-eo "bautizo"-noun-es
"bautizo"-noun-es "bapto"-noun-eo
"barómetro"-noun-es "barometro"-noun-eo
"barometro"-noun-eo "barómetro"-noun-es
"basílica"-noun-es "baziliko"-noun-eo
"baziliko"-noun-eo "basílica"-noun-es
"batallón"-noun-es "bataliono"-noun-eo
"bataliono"-noun-eo "batallón"-noun-es
"barba"-noun-es "barbo"-noun-eo
"barbo"-noun-eo "barba"-noun-es
"mentón"-noun-es "mentono"-noun-eo
"mentono"-noun-eo "mentón"-noun-es
"mendicidad"-noun-es "almozpetado"-noun-eo
"almozpetado"-noun-eo "mendicidad"-noun-es
"creyente"-noun-es "kredanto"-noun-eo
"kredanto"-noun-eo "creyente"-noun-es
"perfido"-noun-eo "traición"-noun-es
"traición"-noun-es "perfido"-noun-eo
"biblia"-noun-es "biblio"-noun-eo
"biblio"-noun-eo "biblia"-noun-es
"biografía"-noun-es "biografio"-noun-eo
"biografio"-noun-eo "biografía"-noun-es
"biólogo"-noun-es "biologo"-noun-eo
"biologo"-noun-eo "biólogo"-noun-es
"hemorragia"-noun-es "hemoragio"-noun-eo
"hemoragio"-noun-eo "hemorragia"-noun-es
"sangeltiro"-noun-eo "sangría"-noun-es
"sangría"-noun-es "sangeltiro"-noun-eo
"burguesía"-noun-es "burĝaro"-noun-eo
"burĝaro"-noun-eo "burguesía"-noun-es
"boxeo"-noun-es "boksado"-noun-eo
"boksado"-noun-eo "boxeo"-noun-es
"boicot"-noun-es "bojkoto"-noun-eo
"bojkoto"-noun-eo "boicot"-noun-es
"cervecería"-noun-es "bierfarejo"-noun-eo
"bierfarejo"-noun-eo "cervecería"-noun-es
"fraternidad"-noun-es "frateco"-noun-eo
"frateco"-noun-eo "fraternidad"-noun-es
"frateco"-noun-eo "hermandad"-noun-es
"hermandad"-noun-es "frateco"-noun-eo
"quemadura"-noun-es "brulvundo"-noun-eo
"brulvundo"-noun-eo "quemadura"-noun-es
"jaula"-noun-es "kaĝo"-noun-eo
"kaĝo"-noun-eo "jaula"-noun-es
"cañón"-noun-es "kanono"-noun-eo
"kanono"-noun-eo "cañón"-noun-es
"kanono"-noun-eo "canon"-noun-es
"canon"-noun-es "kanono"-noun-eo
"caravana"-noun-es "karavano"-noun-eo
"karavano"-noun-eo "caravana"-noun-es
"cardenal"-noun-es "kardinalo"-noun-eo
"kardinalo"-noun-eo "cardenal"-noun-es
"mochila"-noun-es "tornistro"-noun-eo
"tornistro"-noun-eo "mochila"-noun-es
"carpa"-noun-es "karpo"-noun-eo
"karpo"-noun-eo "carpa"-noun-es
"lignaĵejo"-noun-eo "carpintería"-noun-es
"carpintería"-noun-es "lignaĵejo"-noun-eo
"zanahoria"-noun-es "karoto"-noun-eo
"karoto"-noun-eo "zanahoria"-noun-es
"casación"-noun-es "kasacio"-noun-eo
"kasacio"-noun-eo "casación"-noun-es
"catalanismo"-noun-es "katalunismo"-noun-eo
"katalunismo"-noun-eo "catalanismo"-noun-es
"cementerio"-noun-es "tombejo"-noun-eo
"tombejo"-noun-eo "cementerio"-noun-es
"centímetro"-noun-es "centimetro"-noun-eo
"centimetro"-noun-eo "centímetro"-noun-es
"centralizo"-noun-eo "centralización"-noun-es
"centralización"-noun-es "centralizo"-noun-eo
"carisma"-noun-es "karismo"-noun-eo
"karismo"-noun-eo "carisma"-noun-es
"farmacéutico"-noun-es "apotekisto"-noun-eo
"apotekisto"-noun-eo "farmacéutico"-noun-es
"cereza"-noun-es "ĉerizo"-noun-eo
"ĉerizo"-noun-eo "cereza"-noun-es
"infancia"-noun-es "infanaĝo"-noun-eo
"infanaĝo"-noun-eo "infancia"-noun-es
"infanaĝo"-noun-eo "niñez"-noun-es
"niñez"-noun-es "infanaĝo"-noun-eo
"porcelano"-noun-eo "porcelana"-noun-es
"porcelana"-noun-es "porcelano"-noun-eo
"coreografía"-noun-es "koregrafio"-noun-eo
"koregrafio"-noun-eo "coreografía"-noun-es
"cronista"-noun-es "kronikisto"-noun-eo
"kronikisto"-noun-eo "cronista"-noun-es
"cigarro"-noun-es "cigaro"-noun-eo
"cigaro"-noun-eo "cigarro"-noun-es
"circo"-noun-es "cirko"-noun-eo
"cirko"-noun-eo "circo"-noun-es
"ciudadela"-noun-es "citadelo"-noun-eo
"citadelo"-noun-eo "ciudadela"-noun-es
"arcilla"-noun-es "argilo"-noun-eo
"argilo"-noun-eo "arcilla"-noun-es
"clientela"-noun-es "klientaro"-noun-eo
"klientaro"-noun-eo "clientela"-noun-es
"cóctel"-noun-es "koktelo"-noun-eo
"koktelo"-noun-eo "cóctel"-noun-es
"bacalao"-noun-es "moruo"-noun-eo
"moruo"-noun-eo "bacalao"-noun-es
"convivencia"-noun-es "kunvivado"-noun-eo
"kunvivado"-noun-eo "convivencia"-noun-es
"coronel"-noun-es "kolonelo"-noun-eo
"kolonelo"-noun-eo "coronel"-noun-es
"combustión"-noun-es "brulado"-noun-eo
"brulado"-noun-eo "combustión"-noun-es
"comandante"-noun-es "majoro"-noun-eo
"majoro"-noun-eo "comandante"-noun-es
"comercialización"-noun-es "enmerkatiĝo"-noun-eo
"comercialización"-noun-es "enmerkatigo"-noun-eo
"enmerkatiĝo"-noun-eo "comercialización"-noun-es
"enmerkatigo"-noun-eo "comercialización"-noun-es
"comunista"-noun-es "komunisto"-noun-eo
"komunisto"-noun-eo "comunista"-noun-es
"compatriota"-noun-es "samlandano"-noun-eo
"samlandano"-noun-eo "compatriota"-noun-es
"kompliceco"-noun-eo "complicidad"-noun-es
"complicidad"-noun-es "kompliceco"-noun-eo
"preservativo"-noun-es "kondomo"-noun-eo
"kondomo"-noun-eo "preservativo"-noun-es
"confederación"-noun-es "konfederacio"-noun-eo
"konfederacio"-noun-eo "confederación"-noun-es
"gildo"-noun-eo "gremio"-noun-es
"gremio"-noun-es "gildo"-noun-eo
"conjunción"-noun-es "konjunkcio"-noun-eo
"konjunkcio"-noun-eo "conjunción"-noun-es
"conquista"-noun-es "konkero"-noun-eo
"konkero"-noun-eo "conquista"-noun-es
"conservatorio"-noun-es "konservatorio"-noun-eo
"konservatorio"-noun-eo "conservatorio"-noun-es
"consternación"-noun-es "konsterno"-noun-eo
"konsterno"-noun-eo "consternación"-noun-es
"kontinueco"-noun-eo "continuidad"-noun-es
"continuidad"-noun-es "kontinueco"-noun-eo
"convalecencia"-noun-es "konvalesko"-noun-eo
"konvalesko"-noun-eo "convalecencia"-noun-es
"convergencia"-noun-es "konverĝo"-noun-eo
"konverĝo"-noun-eo "convergencia"-noun-es
"coordinación"-noun-es "kunordigo"-noun-eo
"kunordigo"-noun-eo "coordinación"-noun-es
"algodón"-noun-es "kotono"-noun-eo
"kotono"-noun-eo "algodón"-noun-es
"acreedor"-noun-es "kreditoro"-noun-eo
"kreditoro"-noun-eo "acreedor"-noun-es
"muleta"-noun-es "lambastono"-noun-eo
"lambastono"-noun-eo "muleta"-noun-es
"melón"-noun-es "melono"-noun-eo
"melono"-noun-eo "melón"-noun-es
"kurteno"-noun-eo "cortina"-noun-es
"kurteno"-noun-eo "telón"-noun-es
"cortina"-noun-es "kurteno"-noun-eo
"telón"-noun-es "kurteno"-noun-eo
"biciklado"-noun-eo "ciclismo"-noun-es
"ciclismo"-noun-es "biciklado"-noun-eo
"biciklanto"-noun-eo "ciclista"-noun-es
"ciclista"-noun-es "biciklanto"-noun-eo
"ciprés"-noun-es "cipreso"-noun-eo
"cipreso"-noun-eo "ciprés"-noun-es
"kisto"-noun-eo "quiste"-noun-es
"quiste"-noun-es "kisto"-noun-eo
"papa"-noun-es "papo"-noun-eo
"papo"-noun-eo "papa"-noun-es
"debate"-noun-es "debato"-noun-eo
"debato"-noun-eo "debate"-noun-es
"malcentralizo"-noun-eo "descentralización"-noun-es
"descentralización"-noun-es "malcentralizo"-noun-eo
"depreno"-noun-eo "deducción"-noun-es
"deducción"-noun-es "depreno"-noun-eo
"delegado"-noun-es "delegito"-noun-eo
"delegito"-noun-eo "delegado"-noun-es
"demócrata"-noun-es "demokrato"-noun-eo
"demokrato"-noun-eo "demócrata"-noun-es
"demografía"-noun-es "demografio"-noun-eo
"demografio"-noun-eo "demografía"-noun-es
"desierto"-noun-es "dezerto"-noun-eo
"dezerto"-noun-eo "desierto"-noun-es
"desesperación"-noun-es "malespero"-noun-eo
"malespero"-noun-eo "desesperación"-noun-es
"detector"-noun-es "detektilo"-noun-eo
"detektilo"-noun-eo "detector"-noun-es
"dictador"-noun-es "diktatoro"-noun-eo
"diktatoro"-noun-eo "dictador"-noun-es
"dictadura"-noun-es "diktatoreco"-noun-eo
"diktatoreco"-noun-eo "dictadura"-noun-es
"digestión"-noun-es "digesto"-noun-eo
"digesto"-noun-eo "digestión"-noun-es
"ambulatorio"-noun-es "ambulatorio"-noun-eo
"ambulatorio"-noun-eo "ambulatorio"-noun-es
"diversidad"-noun-es "diverseco"-noun-eo
"diverseco"-noun-eo "diversidad"-noun-es
"dividendo"-noun-es "dividendo"-noun-eo
"dividendo"-noun-eo "dividendo"-noun-es
"astillero"-noun-es "ŝipkonstruejo"-noun-eo
"ŝipkonstruejo"-noun-eo "astillero"-noun-es
"parisino"-adjective-es "pariza"-adjective-eo
"pariza"-adjective-eo "parisino"-adjective-es
"pariza"-adjective-eo "parisiense"-adjective-es
"parisiense"-adjective-es "pariza"-adjective-eo
"reakcia"-adjective-eo "reaccionario"-adjective-es
"reaccionario"-adjective-es "reakcia"-adjective-eo
"documental"-noun-es "dokumenta filmo"-noun-eo
"dokumenta filmo"-noun-eo "documental"-noun-es
"dogma"-noun-es "dogmo"-noun-eo
"dogmo"-noun-eo "dogma"-noun-es
"dubo"-noun-eo "duda"-noun-es
"duda"-noun-es "dubo"-noun-eo
"dote"-noun-es "doto"-noun-eo
"doto"-noun-eo "dote"-noun-es
"sekeco"-noun-eo "sequedad"-noun-es
"sequedad"-noun-es "sekeco"-noun-eo
"duque"-noun-es "duko"-noun-eo
"duko"-noun-eo "duque"-noun-es
"duna"-noun-es "duno"-noun-eo
"duno"-noun-eo "duna"-noun-es
"dinastía"-noun-es "dinastio"-noun-eo
"dinastio"-noun-eo "dinastía"-noun-es
"águila"-noun-es "aglo"-noun-eo
"aglo"-noun-eo "águila"-noun-es
"timbalo"-noun-eo "tímpano"-noun-es
"tímpano"-noun-es "timbalo"-noun-eo
"conde"-noun-es "grafo"-noun-eo
"grafo"-noun-eo "conde"-noun-es
"economista"-noun-es "ekonomikisto"-noun-eo
"ekonomikisto"-noun-eo "economista"-noun-es
"ecosistema"-noun-es "ekosistemo"-noun-eo
"ekosistemo"-noun-eo "ecosistema"-noun-es
"éxtasis"-noun-es "ekstazo"-noun-eo
"ekstazo"-noun-eo "éxtasis"-noun-es
"ventokirlo"-noun-eo "torbellino"-noun-es
"torbellino"-noun-es "ventokirlo"-noun-eo
"kirlo"-noun-eo "remolino"-noun-es
"remolino"-noun-es "kirlo"-noun-eo
"berenjena"-noun-es "melongeno"-noun-eo
"melongeno"-noun-eo "berenjena"-noun-es
"electorado"-noun-es "elektantaro"-noun-eo
"elektantaro"-noun-eo "electorado"-noun-es
"electrón"-noun-es "elektrono"-noun-eo
"elektrono"-noun-eo "electrón"-noun-es
"eleganteco"-noun-eo "elegancia"-noun-es
"elegancia"-noun-es "eleganteco"-noun-eo
"élite"-noun-es "elito"-noun-eo
"elito"-noun-eo "élite"-noun-es
"embajada"-noun-es "ambasado"-noun-eo
"ambasado"-noun-eo "embajada"-noun-es
"brakumo"-noun-eo "abrazo"-noun-es
"abrazo"-noun-es "brakumo"-noun-eo
"riĉigo"-noun-eo "enriquecimiento"-noun-es
"enriquecimiento"-noun-es "riĉigo"-noun-eo
"epílogo"-noun-es "epilogo"-noun-eo
"epilogo"-noun-eo "epílogo"-noun-es
"eternidad"-noun-es "eterneco"-noun-eo
"eterneco"-noun-eo "eternidad"-noun-es
"euforia"-noun-es "eŭforio"-noun-eo
"eŭforio"-noun-eo "euforia"-noun-es
"euro"-noun-es "eŭro"-noun-eo
"eŭro"-noun-eo "euro"-noun-es
"evacuación"-noun-es "evakuado"-noun-eo
"evakuado"-noun-eo "evacuación"-noun-es
"evocación"-noun-es "elvoko"-noun-eo
"elvoko"-noun-eo "evocación"-noun-es
"exportador"-noun-es "eksportisto"-noun-eo
"eksportisto"-noun-eo "exportador"-noun-es
"expresionismo"-noun-es "ekspresionismo"-noun-eo
"ekspresionismo"-noun-eo "expresionismo"-noun-es
"extradición"-noun-es "ekstradicio"-noun-eo
"ekstradicio"-noun-eo "extradición"-noun-es
"ceja"-noun-es "brovo"-noun-eo
"brovo"-noun-eo "ceja"-noun-es
"charanga"-noun-es "fanfaro"-noun-eo
"fanfaro"-noun-eo "charanga"-noun-es
"fauna"-noun-es "faŭno"-noun-eo
"faŭno"-noun-eo "fauna"-noun-es
"federalismo"-noun-es "federismo"-noun-eo
"federismo"-noun-eo "federalismo"-noun-es
"higo"-noun-es "figo"-noun-eo
"figo"-noun-eo "higo"-noun-es
"gripe"-noun-es "gripo"-noun-eo
"gripo"-noun-eo "gripe"-noun-es
"mosca"-noun-es "muŝo"-noun-eo
"muŝo"-noun-eo "mosca"-noun-es
"folclore"-noun-es "folkloro"-noun-eo
"folkloro"-noun-eo "folclore"-noun-es
"futbolista"-noun-es "futbalisto"-noun-eo
"futbalisto"-noun-eo "futbolista"-noun-es
"dekkvino"-noun-eo "quincena"-noun-es
"quincena"-noun-es "dekkvino"-noun-eo
"fósil"-noun-es "fosilio"-noun-eo
"fosilio"-noun-eo "fósil"-noun-es
"fundador"-noun-es "fondinto"-noun-eo
"fondinto"-noun-eo "fundador"-noun-es
"malvarmeto"-noun-eo "frescura"-noun-es
"frescura"-noun-es "malvarmeto"-noun-eo
"rana"-noun-es "rano"-noun-eo
"rano"-noun-eo "rana"-noun-es
"fungo"-noun-eo "seta"-noun-es
"seta"-noun-es "fungo"-noun-eo
"lesbiana"-noun-es "lesbanino"-noun-eo
"lesbanino"-noun-eo "lesbiana"-noun-es
"homosexual"-noun-es "gejo"-noun-eo
"gejo"-noun-eo "homosexual"-noun-es
"gen"-noun-es "geno"-noun-eo
"geno"-noun-eo "gen"-noun-es
"general"-noun-es "generalo"-noun-eo
"generalo"-noun-eo "general"-noun-es
"generador"-noun-es "generatoro"-noun-eo
"generatoro"-noun-eo "generador"-noun-es
"genocidio"-noun-es "genocido"-noun-eo
"genocido"-noun-eo "genocidio"-noun-es
"glaciar"-noun-es "glaciejo"-noun-eo
"glaciejo"-noun-eo "glaciar"-noun-es
"tutmondiĝo"-noun-eo "globalización"-noun-es
"globalización"-noun-es "tutmondiĝo"-noun-eo
"guante"-noun-es "ganto"-noun-eo
"ganto"-noun-eo "guante"-noun-es
"gluten"-noun-es "gluteno"-noun-eo
"gluteno"-noun-eo "gluten"-noun-es
"enano"-noun-es "nano"-noun-eo
"nano"-noun-eo "enano"-noun-es
"duende"-noun-es "koboldo"-noun-eo
"koboldo"-noun-eo "duende"-noun-es
"gorila"-noun-es "gorilo"-noun-eo
"gorilo"-noun-eo "gorila"-noun-es
"nieto"-noun-es "nepo"-noun-eo
"nepo"-noun-eo "nieto"-noun-es
"mueca"-noun-es "grimaco"-noun-eo
"grimaco"-noun-eo "mueca"-noun-es
"ingle"-noun-es "ingveno"-noun-eo
"ingveno"-noun-eo "ingle"-noun-es
"guitarra"-noun-es "gitaro"-noun-eo
"gitaro"-noun-eo "guitarra"-noun-es
"gitaristo"-noun-eo "guitarrista"-noun-es
"guitarrista"-noun-es "gitaristo"-noun-eo
