"avoir l'habitude de"-verb-fr "tener la costumbre de"-verb-es
"immobiliser"-verb-fr "inmovilizar"-verb-es
"inmovilizar"-verb-es "immobiliser"-verb-fr
"ferme"-adjective-fr "en firme"-adjective-es
"en firme"-adjective-es "ferme"-adjective-fr
"Capecchi"-properNoun-fr "Capecchi"-properNoun-es
"Capecchi"-properNoun-es "Capecchi"-properNoun-fr
"Mendizorrotza"-properNoun-fr "Mendizorrotza"-properNoun-es
"Mendizorrotza"-properNoun-es "Mendizorrotza"-properNoun-fr
"Rodari"-properNoun-fr "Rodari"-properNoun-es
"Rodari"-properNoun-es "Rodari"-properNoun-fr
"PHP"-properNoun-fr "PHP"-properNoun-es
"PHP"-properNoun-es "PHP"-properNoun-fr
"Tristan da Cunha"-properNoun-fr "Tristán da Cunha"-properNoun-es
"Tristán da Cunha"-properNoun-es "Tristan da Cunha"-properNoun-fr
"incrémentation"-noun-fr "incrementacion"-noun-es
"incrementacion"-noun-es "incrémentation"-noun-fr
"tacticien"-noun-fr "táctico"-noun-es
"táctico"-noun-es "tacticien"-noun-fr
"tirer"-verb-fr "tirar de"-verb-es
"tirar de"-verb-es "tirer"-verb-fr
"Agustin"-properNoun-fr "Agustin"-properNoun-es
"Agustin"-properNoun-es "Agustin"-properNoun-fr
"Reporting"-properNoun-fr "Reporting"-properNoun-es
"Reporting"-properNoun-es "Reporting"-properNoun-fr
"Ahtisaari"-properNoun-fr "Ahtisaari"-properNoun-es
"Ahtisaari"-properNoun-es "Ahtisaari"-properNoun-fr
"redynamisation"-noun-fr "redinamización"-noun-es
"redinamización"-noun-es "redynamisation"-noun-fr
"Resources"-properNoun-fr "Resources"-properNoun-es
"Resources"-properNoun-es "Resources"-properNoun-fr
"pelotari"-noun-fr "pelotari"-noun-es
"pelotari"-noun-es "pelotari"-noun-fr
"Laure"-properNoun-fr "Laure"-properNoun-es
"Laure"-properNoun-es "Laure"-properNoun-fr
"Nouveau-Mexique"-properNoun-fr "Nuevo Mexico"-properNoun-es
"Nuevo Mexico"-properNoun-es "Nouveau-Mexique"-properNoun-fr
"mésaventure"-noun-fr "desventura"-noun-es
"desventura"-noun-es "mésaventure"-noun-fr
"Hamas"-properNoun-fr "Hamas"-properNoun-es
"Hamas"-properNoun-es "Hamas"-properNoun-fr
"BM"-noun-fr "BM"-noun-es
"BM"-noun-es "BM"-noun-fr
"examiner à part"-verb-fr "desglosar"-verb-es
"desglosar"-verb-es "examiner à part"-verb-fr
"spray"-noun-fr "spray"-noun-es
"spray"-noun-es "spray"-noun-fr
"désagrégation"-noun-fr "desagregación"-noun-es
"desagregación"-noun-es "désagrégation"-noun-fr
"dans un premier temps"-adverb-fr "en un primer momento"-adverb-es
"en un primer momento"-adverb-es "dans un premier temps"-adverb-fr
"Alfa Romeo"-properNoun-fr "Alfa Romeo"-properNoun-es
"Alfa Romeo"-properNoun-es "Alfa Romeo"-properNoun-fr
"Valdo"-properNoun-fr "Valdo"-properNoun-es
"Valdo"-properNoun-es "Valdo"-properNoun-fr
"Olmert"-properNoun-fr "Olmert"-properNoun-es
"Olmert"-properNoun-es "Olmert"-properNoun-fr
"rigoriste"-adjective-fr "rigorista"-adjective-es
"rigorista"-adjective-es "rigoriste"-adjective-fr
"Izagirre"-properNoun-fr "Izagirre"-properNoun-es
"Izagirre"-properNoun-es "Izagirre"-properNoun-fr
"réincorporer"-verb-fr "reincorporar"-verb-es
"reincorporar"-verb-es "réincorporer"-verb-fr
"Sorozabal"-properNoun-fr "Sorozabal"-properNoun-es
"Sorozabal"-properNoun-es "Sorozabal"-properNoun-fr
"Andreï"-properNoun-fr "Andreï"-properNoun-es
"Andreï"-properNoun-es "Andreï"-properNoun-fr
"Aramburu"-properNoun-fr "Aramburu"-properNoun-es
"Aramburu"-properNoun-es "Aramburu"-properNoun-fr
"Ann"-properNoun-fr "Ann"-properNoun-es
"Ann"-properNoun-es "Ann"-properNoun-fr
"Akkad"-properNoun-fr "Acad"-properNoun-es
"Acad"-properNoun-es "Akkad"-properNoun-fr
"Roh"-properNoun-fr "Roh"-properNoun-es
"Roh"-properNoun-es "Roh"-properNoun-fr
"Peretz"-properNoun-fr "Peretz"-properNoun-es
"Peretz"-properNoun-es "Peretz"-properNoun-fr
"médicalisation"-noun-fr "medicalización"-noun-es
"medicalización"-noun-es "médicalisation"-noun-fr
"survenir"-verb-fr "sobrevenir"-verb-es
"sobrevenir"-verb-es "survenir"-verb-fr
"déambulation"-noun-fr "deambulación"-noun-es
"deambulación"-noun-es "déambulation"-noun-fr
"fax"-noun-fr "burofax"-noun-es
"burofax"-noun-es "fax"-noun-fr
"Laconie"-properNoun-fr "Laconia"-properNoun-es
"Laconia"-properNoun-es "Laconie"-properNoun-fr
"sous-station"-noun-fr "subestación"-noun-es
"subestación"-noun-es "sous-station"-noun-fr
"quarantième"-adjective-fr "cuarentavo"-adjective-es
"cuarentavo"-adjective-es "quarantième"-adjective-fr
"Agen"-properNoun-fr "Agen"-properNoun-es
"Agen"-properNoun-es "Agen"-properNoun-fr
"Somaliland"-properNoun-fr "Somalilandia"-properNoun-es
"Somalilandia"-properNoun-es "Somaliland"-properNoun-fr
"palper"-verb-fr "palpar"-verb-es
"palpar"-verb-es "palper"-verb-fr
"estrade"-noun-fr "tablado"-noun-es
"tablado"-noun-es "estrade"-noun-fr
"Luanda"-properNoun-fr "Luanda"-properNoun-es
"Luanda"-properNoun-es "Luanda"-properNoun-fr
"Kundera"-properNoun-fr "Kundera"-properNoun-es
"Kundera"-properNoun-es "Kundera"-properNoun-fr
"soulever"-verb-fr "aupar"-verb-es
"aupar"-verb-es "soulever"-verb-fr
"approcher"-verb-fr "avecinar"-verb-es
"avecinar"-verb-es "approcher"-verb-fr
"Kuribayashi"-properNoun-fr "Kuribayashi"-properNoun-es
"Kuribayashi"-properNoun-es "Kuribayashi"-properNoun-fr
"statutairement"-adverb-fr "estatutariamente"-adverb-es
"estatutariamente"-adverb-es "statutairement"-adverb-fr
"mer de Sibérie Orientale"-properNoun-fr "Mar de Siberia Oriental"-properNoun-es
"Mar de Siberia Oriental"-properNoun-es "mer de Sibérie Orientale"-properNoun-fr
"imposeur"-noun-fr "impositor"-noun-es
"impositor"-noun-es "imposeur"-noun-fr
"Youssouf"-properNoun-fr "Youssouf"-properNoun-es
"Youssouf"-properNoun-es "Youssouf"-properNoun-fr
"aérogramme"-noun-fr "aerograma"-noun-es
"aerograma"-noun-es "aérogramme"-noun-fr
"Bram Stoker"-properNoun-fr "Bram Stoker"-properNoun-es
"Bram Stoker"-properNoun-es "Bram Stoker"-properNoun-fr
"Port Moresby"-properNoun-fr "Port Moresby"-properNoun-es
"Port Moresby"-properNoun-es "Port Moresby"-properNoun-fr
"frigorifique"-adjective-fr "frigorífico"-adjective-es
"frigorífico"-adjective-es "frigorifique"-adjective-fr
"intemporel"-adjective-fr "atemporal"-adjective-es
"atemporal"-adjective-es "intemporel"-adjective-fr
"Niort"-properNoun-fr "Niort"-properNoun-es
"Niort"-properNoun-es "Niort"-properNoun-fr
"Abdoulaye"-properNoun-fr "Abdoulaye"-properNoun-es
"Abdoulaye"-properNoun-es "Abdoulaye"-properNoun-fr
"Agossi"-properNoun-fr "Agossi"-properNoun-es
"Agossi"-properNoun-es "Agossi"-properNoun-fr
"Bouquet"-properNoun-fr "Bouquet"-properNoun-es
"Bouquet"-properNoun-es "Bouquet"-properNoun-fr
"Scotland"-properNoun-fr "Scotland"-properNoun-es
"Scotland"-properNoun-es "Scotland"-properNoun-fr
"carboniser"-verb-fr "carbonizar"-verb-es
"carbonizar"-verb-es "carboniser"-verb-fr
"stimulant"-noun-fr "estimulante"-noun-es
"estimulante"-noun-es "stimulant"-noun-fr
"Schengen"-properNoun-fr "Schengen"-properNoun-es
"Schengen"-properNoun-es "Schengen"-properNoun-fr
"casser"-verb-fr "pirar"-verb-es
"pirar"-verb-es "casser"-verb-fr
"Universal"-properNoun-fr "Universal"-properNoun-es
"Universal"-properNoun-es "Universal"-properNoun-fr
"Agesta"-properNoun-fr "Agesta"-properNoun-es
"Agesta"-properNoun-es "Agesta"-properNoun-fr
"Sylvester Stallone"-properNoun-fr "Sylvester Stallone"-properNoun-es
"Sylvester Stallone"-properNoun-es "Sylvester Stallone"-properNoun-fr
"effraction"-noun-fr "efracción"-noun-es
"efracción"-noun-es "effraction"-noun-fr
"Ernst"-properNoun-fr "Ernst"-properNoun-es
"Ernst"-properNoun-es "Ernst"-properNoun-fr
"Privas"-properNoun-fr "Privas"-properNoun-es
"Privas"-properNoun-es "Privas"-properNoun-fr
"Skopje"-properNoun-fr "Skopie"-properNoun-es
"Skopje"-properNoun-fr "Skopje"-properNoun-es
"Skopie"-properNoun-es "Skopje"-properNoun-fr
"Skopje"-properNoun-es "Skopje"-properNoun-fr
"Schiavo"-properNoun-fr "Schiavo"-properNoun-es
"Schiavo"-properNoun-es "Schiavo"-properNoun-fr
"Amparo"-properNoun-fr "Amparo"-properNoun-es
"Amparo"-properNoun-es "Amparo"-properNoun-fr
"Agnolutto"-properNoun-fr "Agnolutto"-properNoun-es
"Agnolutto"-properNoun-es "Agnolutto"-properNoun-fr
"anti-rétroviral"-adjective-fr "antirretroviral"-adjective-es
"antirretroviral"-adjective-es "anti-rétroviral"-adjective-fr
"billet à ordre"-noun-fr "abonaré"-noun-es
"abonaré"-noun-es "billet à ordre"-noun-fr
"affermissement"-noun-fr "afianzamiento"-noun-es
"afianzamiento"-noun-es "affermissement"-noun-fr
"désinhiber"-verb-fr "desinhibir"-verb-es
"desinhibir"-verb-es "désinhiber"-verb-fr
"MBA"-properNoun-fr "MBA"-properNoun-es
"MBA"-properNoun-es "MBA"-properNoun-fr
"routier"-adjective-fr "de carretera"-adjective-es
"de carretera"-adjective-es "routier"-adjective-fr
"exproprier"-verb-fr "expropiar"-verb-es
"expropiar"-verb-es "exproprier"-verb-fr
"quadriller"-verb-fr "cuadricular"-verb-es
"cuadricular"-verb-es "quadriller"-verb-fr
"Bellotti"-properNoun-fr "Bellotti"-properNoun-es
"Bellotti"-properNoun-es "Bellotti"-properNoun-fr
"domicilier"-verb-fr "domiciliar"-verb-es
"domiciliar"-verb-es "domicilier"-verb-fr
"médailler"-verb-fr "condecorar"-verb-es
"condecorar"-verb-es "médailler"-verb-fr
"postmodernité"-noun-fr "postmodernidad"-noun-es
"postmodernidad"-noun-es "postmodernité"-noun-fr
"Trichet"-properNoun-fr "Trichet"-properNoun-es
"Trichet"-properNoun-es "Trichet"-properNoun-fr
"Machiavel"-properNoun-fr "Maquiavelo"-properNoun-es
"Maquiavelo"-properNoun-es "Machiavel"-properNoun-fr
"Moravie"-properNoun-fr "Moravia"-properNoun-es
"Moravia"-properNoun-es "Moravie"-properNoun-fr
"Aranzana"-properNoun-fr "Aranzana"-properNoun-es
"Aranzana"-properNoun-es "Aranzana"-properNoun-fr
"définir soi-même"-verb-fr "autodefinir"-verb-es
"autodefinir"-verb-es "définir soi-même"-verb-fr
"Dailymotion"-properNoun-fr "Dailymotion"-properNoun-es
"Dailymotion"-properNoun-es "Dailymotion"-properNoun-fr
"Adegi"-properNoun-fr "Adegi"-properNoun-es
"Adegi"-properNoun-es "Adegi"-properNoun-fr
"faire l'idiot"-verb-fr "hacer el tonto"-verb-es
"hacer el tonto"-verb-es "faire l'idiot"-verb-fr
"autodissolution"-noun-fr "autodisolución"-noun-es
"autodisolución"-noun-es "autodissolution"-noun-fr
"assiduité"-noun-fr "assiduidad"-noun-es
"assiduidad"-noun-es "assiduité"-noun-fr
"annulable"-adjective-fr "anulable"-adjective-es
"anulable"-adjective-es "annulable"-adjective-fr
"indigence"-noun-fr "inopia"-noun-es
"inopia"-noun-es "indigence"-noun-fr
"ministère des finances"-noun-fr "ministerio de hacienda"-noun-es
"ministerio de hacienda"-noun-es "ministère des finances"-noun-fr
"léthargique"-adjective-fr "aletargado"-adjective-es
"aletargado"-adjective-es "léthargique"-adjective-fr
"Sylvie"-properNoun-fr "Sylvie"-properNoun-es
"Sylvie"-properNoun-es "Sylvie"-properNoun-fr
"Andreas"-properNoun-fr "Andreas"-properNoun-es
"Andreas"-properNoun-es "Andreas"-properNoun-fr
"critérium"-noun-fr "critérium"-noun-es
"critérium"-noun-es "critérium"-noun-fr
"funéraire"-adjective-fr "funerario"-adjective-es
"funerario"-adjective-es "funéraire"-adjective-fr
"apercevoir"-verb-fr "divisar"-verb-es
"apercevoir"-verb-fr "apercibir"-verb-es
"divisar"-verb-es "apercevoir"-verb-fr
"apercibir"-verb-es "apercevoir"-verb-fr
"Guadeloupe"-properNoun-fr "Guadelupe"-properNoun-es
"Guadelupe"-properNoun-es "Guadeloupe"-properNoun-fr
"Maillard"-properNoun-fr "Maillard"-properNoun-es
"Maillard"-properNoun-es "Maillard"-properNoun-fr
"Guido"-properNoun-fr "Guido"-properNoun-es
"Guido"-properNoun-es "Guido"-properNoun-fr
"net"-noun-fr "net"-noun-es
"net"-noun-es "net"-noun-fr
"associer"-verb-fr "mancomunar"-verb-es
"mancomunar"-verb-es "associer"-verb-fr
"Sisyphe"-properNoun-fr "Sísifo"-properNoun-es
"Sísifo"-properNoun-es "Sisyphe"-properNoun-fr
"scolariser"-verb-fr "escolarizar"-verb-es
"escolarizar"-verb-es "scolariser"-verb-fr
"déchaîner"-verb-fr "desenfrenar"-verb-es
"desenfrenar"-verb-es "déchaîner"-verb-fr
"Ianoukovitch"-properNoun-fr "Yanukovich"-properNoun-es
"Yanukovich"-properNoun-es "Ianoukovitch"-properNoun-fr
"au fur et à mesure de"-preposition-fr "en proporción a"-preposition-es
"en proporción a"-preposition-es "au fur et à mesure de"-preposition-fr
"José María Aznar"-properNoun-fr "José María Aznar"-properNoun-es
"José María Aznar"-properNoun-es "José María Aznar"-properNoun-fr
"Kampusch"-properNoun-fr "Kampusch"-properNoun-es
"Kampusch"-properNoun-es "Kampusch"-properNoun-fr
"EB"-noun-fr "EB"-noun-es
"EB"-noun-es "EB"-noun-fr
"Vénétie"-properNoun-fr "Véneto"-properNoun-es
"Véneto"-properNoun-es "Vénétie"-properNoun-fr
"Wii"-properNoun-fr "Wii"-properNoun-es
"Wii"-properNoun-es "Wii"-properNoun-fr
"proactivité"-noun-fr "proactividad"-noun-es
"proactividad"-noun-es "proactivité"-noun-fr
"Mazovie"-properNoun-fr "Mazovia"-properNoun-es
"Mazovia"-properNoun-es "Mazovie"-properNoun-fr
"Dr"-noun-fr "Dra"-noun-es
"Dr"-noun-fr "Dr"-noun-es
"Dra"-noun-es "Dr"-noun-fr
"Dr"-noun-es "Dr"-noun-fr
"Fofonov"-properNoun-fr "Fofonov"-properNoun-es
"Fofonov"-properNoun-es "Fofonov"-properNoun-fr
"Haniyeh"-properNoun-fr "Haniyeh"-properNoun-es
"Haniyeh"-properNoun-es "Haniyeh"-properNoun-fr
"Meurthe-et-Moselle"-properNoun-fr "Meurthe y Mosela"-properNoun-es
"Meurthe y Mosela"-properNoun-es "Meurthe-et-Moselle"-properNoun-fr
"Peres"-properNoun-fr "Peres"-properNoun-es
"Peres"-properNoun-es "Peres"-properNoun-fr
"Head"-properNoun-fr "Head"-properNoun-es
"Head"-properNoun-es "Head"-properNoun-fr
"Manuele"-properNoun-fr "Manuele"-properNoun-es
"Manuele"-properNoun-es "Manuele"-properNoun-fr
"Gu"-properNoun-fr "Gu"-properNoun-es
"Gu"-properNoun-es "Gu"-properNoun-fr
"Golda"-properNoun-fr "Golda"-properNoun-es
"Golda"-properNoun-es "Golda"-properNoun-fr
"Gurpegi"-properNoun-fr "Gurpegi"-properNoun-es
"Gurpegi"-properNoun-es "Gurpegi"-properNoun-fr
"Zarate"-properNoun-fr "Zarate"-properNoun-es
"Zarate"-properNoun-es "Zarate"-properNoun-fr
"Simoni"-properNoun-fr "Simoni"-properNoun-es
"Simoni"-properNoun-es "Simoni"-properNoun-fr
"laitier"-noun-fr "lechero"-noun-es
"lechero"-noun-es "laitier"-noun-fr
"Boss"-properNoun-fr "Boss"-properNoun-es
"Boss"-properNoun-es "Boss"-properNoun-fr
"Arras"-properNoun-fr "Arras"-properNoun-es
"Arras"-properNoun-es "Arras"-properNoun-fr
"label"-noun-fr "label"-noun-es
"label"-noun-es "label"-noun-fr
"errer"-verb-fr "errar"-verb-es
"errar"-verb-es "errer"-verb-fr
"immeuble"-noun-fr "finca urbana"-noun-es
"finca urbana"-noun-es "immeuble"-noun-fr
"Loire-Atlantique"-properNoun-fr "Loira Atlántico"-properNoun-es
"Loira Atlántico"-properNoun-es "Loire-Atlantique"-properNoun-fr
"Metz"-properNoun-fr "Metz"-properNoun-es
"Metz"-properNoun-es "Metz"-properNoun-fr
"cabinet"-noun-fr "concelleira"-noun-es
"concelleira"-noun-es "cabinet"-noun-fr
"imbécile"-adjective-fr "imbécil"-adjective-es
"imbécil"-adjective-es "imbécile"-adjective-fr
"hippisme"-noun-fr "hípica"-noun-es
"hípica"-noun-es "hippisme"-noun-fr
"Giuseppe"-properNoun-fr "Giuseppe"-properNoun-es
"Giuseppe"-properNoun-es "Giuseppe"-properNoun-fr
"structuré"-adjective-fr "estructurado"-adjective-es
"estructurado"-adjective-es "structuré"-adjective-fr
"oralité"-noun-fr "oralidad"-noun-es
"oralidad"-noun-es "oralité"-noun-fr
"Samoa américaines"-properNoun-fr "Samoa Americana"-properNoun-es
"Samoa Americana"-properNoun-es "Samoa américaines"-properNoun-fr
"Leipheimer"-properNoun-fr "Leipheimer"-properNoun-es
"Leipheimer"-properNoun-es "Leipheimer"-properNoun-fr
"interception"-noun-fr "intercepción"-noun-es
"intercepción"-noun-es "interception"-noun-fr
"irrévocable"-adjective-fr "irrenunciable"-adjective-es
"irrenunciable"-adjective-es "irrévocable"-adjective-fr
"chignon"-noun-fr "moño"-noun-es
"moño"-noun-es "chignon"-noun-fr
"fouiller"-verb-fr "cachear"-verb-es
"cachear"-verb-es "fouiller"-verb-fr
"arboré"-adjective-fr "arbolado"-adjective-es
"arbolado"-adjective-es "arboré"-adjective-fr
"Lander"-properNoun-fr "Lander"-properNoun-es
"Lander"-properNoun-es "Lander"-properNoun-fr
"trinité"-noun-fr "trinidad"-noun-es
"trinidad"-noun-es "trinité"-noun-fr
"angulation"-noun-fr "angulación"-noun-es
"angulación"-noun-es "angulation"-noun-fr
"flemmard"-adjective-fr "gandul"-adjective-es
"gandul"-adjective-es "flemmard"-adjective-fr
"reloge"-noun-fr "realojo"-noun-es
"realojo"-noun-es "reloge"-noun-fr
"Baïkal"-properNoun-fr "Baikal"-properNoun-es
"Baikal"-properNoun-es "Baïkal"-properNoun-fr
"diabolisation"-noun-fr "diabolización"-noun-es
"diabolización"-noun-es "diabolisation"-noun-fr
"Alena"-properNoun-fr "Alena"-properNoun-es
"Alena"-properNoun-es "Alena"-properNoun-fr
"pas beaucoup"-adverb-fr "no mucho"-adverb-es
"no mucho"-adverb-es "pas beaucoup"-adverb-fr
"Anderlecht"-properNoun-fr "Anderlecht"-properNoun-es
"Anderlecht"-properNoun-es "Anderlecht"-properNoun-fr
"Aiastui"-properNoun-fr "Aiastui"-properNoun-es
"Aiastui"-properNoun-es "Aiastui"-properNoun-fr
"Angelis"-properNoun-fr "Angelis"-properNoun-es
"Angelis"-properNoun-es "Angelis"-properNoun-fr
"proximité"-noun-fr "inmediación"-noun-es
"inmediación"-noun-es "proximité"-noun-fr
"Iribar"-properNoun-fr "Iribar"-properNoun-es
"Iribar"-properNoun-es "Iribar"-properNoun-fr
"Mc Cartney"-properNoun-fr "Mc Cartney"-properNoun-es
"Mc Cartney"-properNoun-es "Mc Cartney"-properNoun-fr
"Vermeulen"-properNoun-fr "Vermeulen"-properNoun-es
"Vermeulen"-properNoun-es "Vermeulen"-properNoun-fr
"Focus"-properNoun-fr "Focus"-properNoun-es
"Focus"-properNoun-es "Focus"-properNoun-fr
"Helen"-properNoun-fr "Helen"-properNoun-es
"Helen"-properNoun-es "Helen"-properNoun-fr
"déposant"-noun-fr "depositante"-noun-es
"déposant"-noun-fr "imponente"-noun-es
"depositante"-noun-es "déposant"-noun-fr
"imponente"-noun-es "déposant"-noun-fr
"OMT"-noun-fr "OMT"-noun-es
"OMT"-noun-es "OMT"-noun-fr
"bouleverser"-verb-fr "trastocar"-verb-es
"trastocar"-verb-es "bouleverser"-verb-fr
"Arregi"-properNoun-fr "Arregi"-properNoun-es
"Arregi"-properNoun-es "Arregi"-properNoun-fr
"Cyrille"-properNoun-fr "Cyrille"-properNoun-es
"Cyrille"-properNoun-es "Cyrille"-properNoun-fr
"Dacruz"-properNoun-fr "Dacruz"-properNoun-es
"Dacruz"-properNoun-es "Dacruz"-properNoun-fr
"assurance"-noun-fr "aseguramiento"-noun-es
"aseguramiento"-noun-es "assurance"-noun-fr
"Express"-properNoun-fr "Express"-properNoun-es
"Express"-properNoun-es "Express"-properNoun-fr
"Jérémy"-properNoun-fr "Jérémy"-properNoun-es
"Jérémy"-properNoun-es "Jérémy"-properNoun-fr
"Tourgaï"-properNoun-fr "Turgay"-properNoun-es
"Turgay"-properNoun-es "Tourgaï"-properNoun-fr
"Birmanie"-properNoun-fr "Myanma"-properNoun-es
"Myanma"-properNoun-es "Birmanie"-properNoun-fr
"Avignon"-properNoun-fr "Avignon"-properNoun-es
"Avignon"-properNoun-fr "Aviñón"-properNoun-es
"Avignon"-properNoun-es "Avignon"-properNoun-fr
"Aviñón"-properNoun-es "Avignon"-properNoun-fr
"Marge"-properNoun-fr "Marge"-properNoun-es
"Marge"-properNoun-es "Marge"-properNoun-fr
"Sacha"-properNoun-fr "Sacha"-properNoun-es
"Sacha"-properNoun-es "Sacha"-properNoun-fr
"Kampala"-properNoun-fr "Kampala"-properNoun-es
"Kampala"-properNoun-es "Kampala"-properNoun-fr
"Alli"-properNoun-fr "Alli"-properNoun-es
"Alli"-properNoun-es "Alli"-properNoun-fr
"différent"-adjective-fr "diferenciado"-adjective-es
"diferenciado"-adjective-es "différent"-adjective-fr
"Euronext"-properNoun-fr "Euronext"-properNoun-es
"Euronext"-properNoun-es "Euronext"-properNoun-fr
"Delatte"-properNoun-fr "Delatte"-properNoun-es
"Delatte"-properNoun-es "Delatte"-properNoun-fr
"Camargue"-properNoun-fr "Camarga"-properNoun-es
"Camarga"-properNoun-es "Camargue"-properNoun-fr
"Aguobo"-properNoun-fr "Aguobo"-properNoun-es
"Aguobo"-properNoun-es "Aguobo"-properNoun-fr
"Aurore"-properNoun-fr "Aurore"-properNoun-es
"Aurore"-properNoun-es "Aurore"-properNoun-fr
"Alkorta"-properNoun-fr "Alkorta"-properNoun-es
"Alkorta"-properNoun-es "Alkorta"-properNoun-fr
"vicomtesse"-noun-fr "vizcondesa"-noun-es
"vizcondesa"-noun-es "vicomtesse"-noun-fr
"virtualité"-noun-fr "virtualidad"-noun-es
"virtualidad"-noun-es "virtualité"-noun-fr
"femme au foyer"-noun-fr "sus labores"-noun-es
"sus labores"-noun-es "femme au foyer"-noun-fr
"Ève"-properNoun-fr "Ève"-properNoun-es
"Ève"-properNoun-es "Ève"-properNoun-fr
"mer Cantabrique"-properNoun-fr "Mar Cantábrico"-properNoun-es
"Mar Cantábrico"-properNoun-es "mer Cantabrique"-properNoun-fr
"Le Canard enchaîné"-properNoun-fr "Le Canard enchaîné"-properNoun-es
"Le Canard enchaîné"-properNoun-es "Le Canard enchaîné"-properNoun-fr
"garde-robe"-noun-fr "ropero"-noun-es
"ropero"-noun-es "garde-robe"-noun-fr
"illustratif"-adjective-fr "ilustrador"-adjective-es
"ilustrador"-adjective-es "illustratif"-adjective-fr
"dépouillement"-noun-fr "recuento de votos"-noun-es
"recuento de votos"-noun-es "dépouillement"-noun-fr
"anticolonial"-adjective-fr "anticolonial"-adjective-es
"anticolonial"-adjective-es "anticolonial"-adjective-fr
"distanciation"-noun-fr "distanciación"-noun-es
"distanciación"-noun-es "distanciation"-noun-fr
"Ezenarro"-properNoun-fr "Ezenarro"-properNoun-es
"Ezenarro"-properNoun-es "Ezenarro"-properNoun-fr
"World Trade Center"-properNoun-fr "World Trade Center"-properNoun-es
"World Trade Center"-properNoun-es "World Trade Center"-properNoun-fr
"sectorisation"-noun-fr "sectorización"-noun-es
"sectorización"-noun-es "sectorisation"-noun-fr
