"l"-noun-oc "l"-noun-es
"interlinhat"-noun-oc "interlineado"-noun-es
"interlineado"-noun-es "interlinhat"-noun-oc
"iranja"-noun-oc "naranja"-noun-es
"naranja"-noun-es "iranja"-noun-oc
"istorial"-noun-oc "historial"-noun-es
"historial"-noun-es "istorial"-noun-oc
"historial"-noun-es "istoriau"-noun-oc
"istoriau"-noun-oc "historial"-noun-es
"jaciment"-noun-oc "yacimiento"-noun-es
"yacimiento"-noun-es "jaciment"-noun-oc
"yacimiento"-noun-es "jadiment"-noun-oc
"jadiment"-noun-oc "yacimiento"-noun-es
"jo"-noun-oc "yugo"-noun-es
"yugo"-noun-es "jo"-noun-oc
"yugo"-noun-es "joata"-noun-oc
"joata"-noun-oc "yugo"-noun-es
"justet"-noun-oc "chaleco"-noun-es
"chaleco"-noun-es "justet"-noun-oc
"jutjat"-noun-oc "juzgado"-noun-es
"juzgado"-noun-es "jutjat"-noun-oc
"laganha"-noun-oc "legaña"-noun-es
"legaña"-noun-es "laganha"-noun-oc
"lairon"-noun-oc "ladrón"-noun-es
"ladrón"-noun-es "lairon"-noun-oc
"languèri"-noun-oc "desmayo"-noun-es
"desmayo"-noun-es "languèri"-noun-oc
"desmayo"-noun-es "malagana"-noun-oc
"malagana"-noun-oc "desmayo"-noun-es
"larèr"-noun-oc "hogar"-noun-es
"hogar"-noun-es "larèr"-noun-oc
"laspanada"-noun-oc "choque"-noun-es
"laspanada"-noun-oc "shock"-noun-es
"choque"-noun-es "laspanada"-noun-oc
"shock"-noun-es "laspanada"-noun-oc
"lehendakari"-noun-oc "lehendakari"-noun-es
"lehendakari"-noun-es "lehendakari"-noun-oc
"leitaria"-noun-oc "lechería"-noun-es
"lechería"-noun-es "leitaria"-noun-oc
"lera"-noun-oc "mantequera"-noun-es
"mantequera"-noun-es "lera"-noun-oc
"lexicalisacion"-noun-oc "lexicalización"-noun-es
"lexicalización"-noun-es "lexicalisacion"-noun-oc
"lexicalización"-noun-es "lexicalizacion"-noun-oc
"lexicalizacion"-noun-oc "lexicalización"-noun-es
"libreta"-noun-oc "libreta"-noun-es
"libreta"-noun-es "libreta"-noun-oc
"lim"-noun-oc "lodo"-noun-es
"lodo"-noun-es "lim"-noun-oc
"ludentor"-noun-oc "brillo"-noun-es
"brillo"-noun-es "ludentor"-noun-oc
"luenhença"-noun-oc "lejanía"-noun-es
"lejanía"-noun-es "luenhença"-noun-oc
"lunetas"-noun-oc "gafas"-noun-es
"gafas"-noun-es "lunetas"-noun-oc
"gafas"-noun-es "lunetes"-noun-oc
"gafas"-noun-es "mericles"-noun-oc
"gafas"-noun-es "merigles"-noun-oc
"lunetes"-noun-oc "gafas"-noun-es
"mericles"-noun-oc "gafas"-noun-es
"merigles"-noun-oc "gafas"-noun-es
"lèma"-noun-oc "lema"-noun-es
"lema"-noun-es "lèma"-noun-oc
"nauvengut"-noun-oc "recién llegado"-noun-es
"recién llegado"-noun-es "nauvengut"-noun-oc
"nene"-noun-es "mainada"-noun-oc
"nene"-noun-es "mainat"-noun-oc
"nene"-noun-es "mainatge"-noun-oc
"mairitz"-noun-oc "matriz"-noun-es
"matriz"-noun-es "mairitz"-noun-oc
"malajadilha"-noun-oc "pesadilla"-noun-es
"pesadilla"-noun-es "malajadilha"-noun-oc
"malestar"-noun-es "malèsser"-noun-oc
"malèsser"-noun-oc "malestar"-noun-es
"malària"-noun-oc "malaria"-noun-es
"malaria"-noun-es "malària"-noun-oc
"maquetacion"-noun-oc "maquetación"-noun-es
"maquetación"-noun-es "maquetacion"-noun-oc
"marina"-noun-oc "marina"-noun-es
"marina"-noun-es "marina"-noun-oc
"marinièr"-noun-oc "marinero"-noun-es
"marinero"-noun-es "marinièr"-noun-oc
"marinero"-noun-es "marinèr"-noun-oc
"marinèr"-noun-oc "marinero"-noun-es
"marqueting"-noun-oc "mercadotecnia"-noun-es
"marqueting"-noun-oc "marketing"-noun-es
"mercadotecnia"-noun-es "marqueting"-noun-oc
"marketing"-noun-es "marqueting"-noun-oc
"masia"-noun-oc "masía"-noun-es
"masía"-noun-es "masia"-noun-oc
"mensprètz"-noun-oc "desprecio"-noun-es
"desprecio"-noun-es "mensprètz"-noun-oc
"mercador"-noun-oc "marcador"-noun-es
"marcador"-noun-es "mercador"-noun-oc
"michon"-noun-oc "calcetín"-noun-es
"calcetín"-noun-es "michon"-noun-oc
"mieicampiste"-noun-oc "centrocampista"-noun-es
"centrocampista"-noun-es "mieicampiste"-noun-oc
"minjador"-noun-oc "comedor"-noun-es
"comedor"-noun-es "minjador"-noun-oc
"minèr"-noun-oc "minero"-noun-es
"minero"-noun-es "minèr"-noun-oc
"moc"-noun-oc "moco"-noun-es
"moco"-noun-es "moc"-noun-oc
"moco"-noun-es "naric"-noun-oc
"naric"-noun-oc "moco"-noun-es
"moquet"-noun-oc "colilla"-noun-es
"colilla"-noun-es "moquet"-noun-oc
"morralet"-noun-oc "mochila"-noun-es
"mochila"-noun-es "morralet"-noun-oc
"mochila"-noun-es "museta"-noun-oc
"museta"-noun-oc "mochila"-noun-es
"mèta"-noun-oc "meta"-noun-es
"meta"-noun-es "mèta"-noun-oc
"mòs"-noun-oc "bocadillo"-noun-es
"bocadillo"-noun-es "mòs"-noun-oc
"mancebo"-noun-es "mòsso"-noun-oc
"nedador"-noun-oc "nadador"-noun-es
"nadador"-noun-es "nedador"-noun-oc
"nivolositat"-noun-oc "nubosidad"-noun-es
"nubosidad"-noun-es "nivolositat"-noun-oc
"nomentament"-noun-oc "nombramiento"-noun-es
"nombramiento"-noun-es "nomentament"-noun-oc
"numeral"-noun-oc "numeral"-noun-es
"numeral"-noun-es "numeral"-noun-oc
"numeral"-noun-es "numerau"-noun-oc
"numerau"-noun-oc "numeral"-noun-es
"nèxe"-noun-oc "nexo"-noun-es
"nexo"-noun-es "nèxe"-noun-oc
"nòces"-noun-oc "boda"-noun-es
"boda"-noun-es "nòces"-noun-oc
"oquei"-noun-oc "hockey"-noun-es
"hockey"-noun-es "oquei"-noun-oc
"ortalécia"-noun-oc "hortaliza"-noun-es
"hortaliza"-noun-es "ortalécia"-noun-oc
"ostiuatge"-noun-oc "veraneo"-noun-es
"veraneo"-noun-es "ostiuatge"-noun-oc
"pagesia"-noun-oc "campesinado"-noun-es
"campesinado"-noun-es "pagesia"-noun-oc
"pairastre"-noun-oc "padrastro"-noun-es
"padrastro"-noun-es "pairastre"-noun-oc
"palmera"-noun-oc "palmera"-noun-es
"palmera"-noun-es "palmera"-noun-oc
"panièira"-noun-oc "papelera"-noun-es
"papelera"-noun-es "panièira"-noun-oc
"papelera"-noun-es "panièra"-noun-oc
"papelera"-noun-es "paperèra"-noun-oc
"papelera"-noun-es "papèrera"-noun-oc
"panièra"-noun-oc "papelera"-noun-es
"paperèra"-noun-oc "papelera"-noun-es
"papèrera"-noun-oc "papelera"-noun-es
"pantalons"-noun-oc "pantalón"-noun-es
"pantalón"-noun-es "pantalons"-noun-oc
"pantèish"-noun-oc "gemido"-noun-es
"gemido"-noun-es "pantèish"-noun-oc
"paraulum"-noun-oc "verbosidad"-noun-es
"verbosidad"-noun-es "paraulum"-noun-oc
"paredèr"-noun-oc "albañil"-noun-es
"albañil"-noun-es "paredèr"-noun-oc
"parlaire"-noun-oc "hablante"-noun-es
"hablante"-noun-es "parlaire"-noun-oc
"hablante"-noun-es "parlant"-noun-oc
"parlant"-noun-oc "hablante"-noun-es
"parpalhòla"-noun-oc "mariposa"-noun-es
"mariposa"-noun-es "parpalhòla"-noun-oc
"pasca"-noun-oc "pascua"-noun-es
"pascua"-noun-es "pasca"-noun-oc
"pastisson"-noun-oc "tarta"-noun-es
"pastisson"-noun-oc "pastel"-noun-es
"tarta"-noun-es "pastisson"-noun-oc
"pastel"-noun-es "pastisson"-noun-oc
"pastièira"-noun-oc "patera"-noun-es
"patera"-noun-es "pastièira"-noun-oc
"patera"-noun-es "pastièra"-noun-oc
"patera"-noun-es "pastèra"-noun-oc
"pastièra"-noun-oc "patera"-noun-es
"pastèra"-noun-oc "patera"-noun-es
"pedriatre"-noun-oc "pediatra"-noun-es
"pediatra"-noun-es "pedriatre"-noun-oc
"pelhasson"-noun-oc "vello"-noun-es
"vello"-noun-es "pelhasson"-noun-oc
"percaça"-noun-oc "expulsión"-noun-es
"expulsión"-noun-es "percaça"-noun-oc
"persec"-noun-oc "melocotón"-noun-es
"melocotón"-noun-es "persec"-noun-oc
"pestanha"-noun-oc "pestaña"-noun-es
"pestaña"-noun-es "pestanha"-noun-oc
"petrolièira"-noun-oc "petrolera"-noun-es
"petrolera"-noun-es "petrolièira"-noun-oc
"petrolera"-noun-es "petrolièra"-noun-oc
"petrolièra"-noun-oc "petrolera"-noun-es
"pincelada"-noun-oc "pincelada"-noun-es
"pincelada"-noun-es "pincelada"-noun-oc
"pinha"-noun-oc "piña"-noun-es
"piña"-noun-es "pinha"-noun-oc
"pinson"-noun-oc "grosella"-noun-es
"grosella"-noun-es "pinson"-noun-oc
"pipòt"-noun-oc "muñeco"-noun-es
"muñeco"-noun-es "pipòt"-noun-oc
"plojat"-noun-oc "aguacero"-noun-es
"plojat"-noun-oc "chubasco"-noun-es
"aguacero"-noun-es "plojat"-noun-oc
"chubasco"-noun-es "plojat"-noun-oc
"plumalh"-noun-oc "plumero"-noun-es
"plumalh"-noun-oc "penacho"-noun-es
"plumero"-noun-es "plumalh"-noun-oc
"penacho"-noun-es "plumalh"-noun-oc
"poblant"-noun-oc "poblador"-noun-es
"poblador"-noun-es "poblant"-noun-oc
"poemari"-noun-oc "poemario"-noun-es
"poemario"-noun-es "poemari"-noun-oc
"poliesportiu"-noun-oc "polideportivo"-noun-es
"polideportivo"-noun-es "poliesportiu"-noun-oc
"polideportivo"-noun-es "pòliesportiu"-noun-oc
"pòliesportiu"-noun-oc "polideportivo"-noun-es
"pomul"-noun-oc "pómulo"-noun-es
"pómulo"-noun-es "pomul"-noun-oc
"popenc"-noun-oc "potranco"-noun-es
"popenc"-noun-oc "potro"-noun-es
"potranco"-noun-es "popenc"-noun-oc
"potro"-noun-es "popenc"-noun-oc
"porgiment"-noun-oc "suministro"-noun-es
"suministro"-noun-es "porgiment"-noun-oc
"suministro"-noun-es "subministre"-noun-oc
"subministre"-noun-oc "suministro"-noun-es
"portavotz"-noun-oc "portavoz"-noun-es
"portavoz"-noun-es "portavotz"-noun-oc
"portavoz"-noun-es "pòrtavotz"-noun-oc
"pòrtavotz"-noun-oc "portavoz"-noun-es
"potjat"-noun-oc "césped"-noun-es
"césped"-noun-es "potjat"-noun-oc
"prorròga"-noun-oc "prórroga"-noun-es
"prórroga"-noun-es "prorròga"-noun-oc
"prostíbol"-noun-oc "prostíbulo"-noun-es
"prostíbulo"-noun-es "prostíbol"-noun-oc
"provedidor"-noun-oc "proveedor"-noun-es
"proveedor"-noun-es "provedidor"-noun-oc
"abastecimiento"-noun-es "provediment"-noun-oc
"abastecimiento"-noun-es "provesiment"-noun-oc
"psiquiatre"-noun-oc "psiquiatra"-noun-es
"psiquiatra"-noun-es "psiquiatre"-noun-oc
"punt d'interrogacion"-noun-oc "interrogante"-noun-es
"interrogante"-noun-es "punt d'interrogacion"-noun-oc
"pursèra"-noun-oc "patilla"-noun-es
"patilla"-noun-es "pursèra"-noun-oc
"quòta"-noun-oc "cuota"-noun-es
"cuota"-noun-es "quòta"-noun-oc
"qüadratura"-noun-oc "cuadratura"-noun-es
"cuadratura"-noun-es "qüadratura"-noun-oc
"raflada"-noun-oc "hurto"-noun-es
"hurto"-noun-es "raflada"-noun-oc
"rambla"-noun-oc "rambla"-noun-es
"rambla"-noun-es "rambla"-noun-oc
"rebaisha"-noun-oc "rebaja"-noun-es
"rebaja"-noun-es "rebaisha"-noun-oc
"rebaja"-noun-es "rebaissa"-noun-oc
"rebaissa"-noun-oc "rebaja"-noun-es
"rebocada"-noun-oc "reflujo"-noun-es
"reflujo"-noun-es "rebocada"-noun-oc
"recaptacion"-noun-oc "recaudación"-noun-es
"recaudación"-noun-es "recaptacion"-noun-oc
"recaudación"-noun-es "recobrament"-noun-oc
"recobrament"-noun-oc "recaudación"-noun-es
"recaudador"-noun-oc "recaudador"-noun-es
"recaudador"-noun-es "recaudador"-noun-oc
"reclam"-noun-oc "reclamo"-noun-es
"reclamo"-noun-es "reclam"-noun-oc
"recorregut"-noun-oc "recorrido"-noun-es
"recorrido"-noun-es "recorregut"-noun-oc
"recuelhuda"-noun-oc "recogida"-noun-es
"recogida"-noun-es "recuelhuda"-noun-oc
"recogida"-noun-es "remassada"-noun-oc
"remassada"-noun-oc "recogida"-noun-es
"redicion"-noun-oc "reedición"-noun-es
"reedición"-noun-es "redicion"-noun-oc
"reducte"-noun-oc "reducto"-noun-es
"reducto"-noun-es "reducte"-noun-oc
"regost"-noun-oc "regusto"-noun-es
"regusto"-noun-es "regost"-noun-oc
"reinatge"-noun-oc "reinado"-noun-es
"reinado"-noun-es "reinatge"-noun-oc
"reiteracion"-noun-oc "reiteración"-noun-es
"reiteración"-noun-es "reiteracion"-noun-oc
"relheta"-noun-oc "bisagra"-noun-es
"bisagra"-noun-es "relheta"-noun-oc
"remoquet"-noun-oc "desengaño"-noun-es
"remoquet"-noun-oc "fiasco"-noun-es
"remoquet"-noun-oc "chiste"-noun-es
"desengaño"-noun-es "remoquet"-noun-oc
"fiasco"-noun-es "remoquet"-noun-oc
"chiste"-noun-es "remoquet"-noun-oc
"rendicion"-noun-oc "rendición"-noun-es
"rendición"-noun-es "rendicion"-noun-oc
"repoblacion"-noun-oc "repoblación"-noun-es
"repoblación"-noun-es "repoblacion"-noun-oc
"reportaire"-noun-oc "reportero"-noun-es
"reportero"-noun-es "reportaire"-noun-oc
"reposicion"-noun-oc "reposición"-noun-es
"reposición"-noun-es "reposicion"-noun-oc
"resplendença"-noun-oc "resplandor"-noun-es
"resplandor"-noun-es "resplendença"-noun-oc
"resplandor"-noun-es "resplendor"-noun-oc
"resplendor"-noun-oc "resplandor"-noun-es
"retruc"-noun-oc "rebote"-noun-es
"rebote"-noun-es "retruc"-noun-oc
"retòca"-noun-oc "retoque"-noun-es
"retoque"-noun-es "retòca"-noun-oc
"reunificacion"-noun-oc "reunificación"-noun-es
"reunificación"-noun-es "reunificacion"-noun-oc
"rosèr"-noun-oc "rosal"-noun-es
"rosal"-noun-es "rosèr"-noun-oc
"rèste"-noun-oc "resto"-noun-es
"resto"-noun-es "rèste"-noun-oc
"ròba"-noun-oc "ropa"-noun-es
"ropa"-noun-es "ròba"-noun-oc
"sacerdòt"-noun-oc "sacerdote"-noun-es
"sacerdote"-noun-es "sacerdòt"-noun-oc
"sagèth"-noun-oc "sello"-noun-es
"sello"-noun-es "sagèth"-noun-oc
"saile"-noun-oc "manto"-noun-es
"manto"-noun-es "saile"-noun-oc
"salarga"-noun-oc "salmuera"-noun-es
"salmuera"-noun-es "salarga"-noun-oc
"sanglot"-noun-oc "hipo"-noun-es
"hipo"-noun-es "sanglot"-noun-oc
"sarrada"-noun-oc "cordillera"-noun-es
"cordillera"-noun-es "sarrada"-noun-oc
"sarte"-noun-oc "sastre"-noun-es
"sastre"-noun-es "sarte"-noun-oc
"saumet"-noun-oc "burro"-noun-es
"burro"-noun-es "saumet"-noun-oc
"burro"-noun-es "somèr"-noun-oc
"somèr"-noun-oc "burro"-noun-es
"sautaire"-noun-oc "saltador"-noun-es
"saltador"-noun-es "sautaire"-noun-oc
"saüquèr"-noun-oc "saúco"-noun-es
"saúco"-noun-es "saüquèr"-noun-oc
"secader"-noun-oc "secador"-noun-es
"secador"-noun-es "secader"-noun-oc
"seisme"-noun-oc "sismo"-noun-es
"seisme"-noun-oc "seísmo"-noun-es
"sismo"-noun-es "seisme"-noun-oc
"seísmo"-noun-es "seisme"-noun-oc
"senhoret"-noun-oc "señorito"-noun-es
"señorito"-noun-es "senhoret"-noun-oc
"atardecer"-noun-es "ser"-noun-oc
"setmanèr"-noun-oc "semanario"-noun-es
"semanario"-noun-es "setmanèr"-noun-oc
"seu"-noun-oc "sebo"-noun-es
"sebo"-noun-es "seu"-noun-oc
"sindic"-noun-oc "síndico"-noun-es
"síndico"-noun-es "sindic"-noun-oc
"síndico"-noun-es "síndic"-noun-oc
"síndic"-noun-oc "síndico"-noun-es
"sinistralitat"-noun-oc "siniestralidad"-noun-es
"siniestralidad"-noun-es "sinistralitat"-noun-oc
"sollicitant"-noun-oc "solicitante"-noun-es
"solicitante"-noun-es "sollicitant"-noun-oc
"somièr"-noun-oc "somier"-noun-es
"somier"-noun-es "somièr"-noun-oc
"sospècha"-noun-oc "sospecha"-noun-es
"sospecha"-noun-es "sospècha"-noun-oc
"sospecha"-noun-es "sospèita"-noun-oc
"sospèita"-noun-oc "sospecha"-noun-es
"sudoku"-noun-oc "sudoku"-noun-es
"sudoku"-noun-es "sudoku"-noun-oc
"superacion"-noun-oc "superación"-noun-es
"superación"-noun-es "superacion"-noun-oc
"suslhèuament"-noun-oc "levantamiento"-noun-es
"levantamiento"-noun-es "suslhèuament"-noun-oc
"sòs"-noun-oc "dinero"-noun-es
"dinero"-noun-es "sòs"-noun-oc
"dinero"-noun-es "sòus"-noun-oc
"sòus"-noun-oc "dinero"-noun-es
"talhús"-noun-oc "talud"-noun-es
"talud"-noun-es "talhús"-noun-oc
"tanatòri"-noun-oc "tanatorio"-noun-es
"tanatorio"-noun-es "tanatòri"-noun-oc
"tanhença"-noun-oc "parentesco"-noun-es
"parentesco"-noun-es "tanhença"-noun-oc
"taulejada"-noun-oc "banquete"-noun-es
"banquete"-noun-es "taulejada"-noun-oc
"telenotícies"-noun-oc "telediario"-noun-es
"telediario"-noun-es "telenotícies"-noun-oc
"telenovèla"-noun-oc "telenovela"-noun-es
"telenovela"-noun-es "telenovèla"-noun-oc
"telesèra"-noun-oc "telesilla"-noun-es
"telesilla"-noun-es "telesèra"-noun-oc
"teletrabalh"-noun-oc "teletrabajo"-noun-es
"teletrabajo"-noun-es "teletrabalh"-noun-oc
"tempèri"-noun-oc "trifulca"-noun-es
"trifulca"-noun-es "tempèri"-noun-oc
"teniste"-noun-oc "tenista"-noun-es
"tenista"-noun-es "teniste"-noun-oc
"tennis"-noun-oc "tenis"-noun-es
"tenis"-noun-es "tennis"-noun-oc
"tiença"-noun-oc "solidez"-noun-es
"solidez"-noun-es "tiença"-noun-oc
"tinent"-noun-oc "teniente"-noun-es
"teniente"-noun-es "tinent"-noun-oc
"tint"-noun-oc "tinte"-noun-es
"tinte"-noun-es "tint"-noun-oc
"tipificacion"-noun-oc "tipificación"-noun-es
"tipificación"-noun-es "tipificacion"-noun-oc
"tirria"-noun-es "tissa"-noun-oc
"titolacion"-noun-oc "titulación"-noun-es
"titulación"-noun-es "titolacion"-noun-oc
"titolaritat"-noun-oc "titularidad"-noun-es
"titularidad"-noun-es "titolaritat"-noun-oc
"titularidad"-noun-es "titularitat"-noun-oc
"titularitat"-noun-oc "titularidad"-noun-es
"todon"-noun-oc "palomo"-noun-es
"palomo"-noun-es "todon"-noun-oc
"toja"-noun-oc "aulaga"-noun-es
"aulaga"-noun-es "toja"-noun-oc
"tragi-comèdia"-noun-oc "tragicomedia"-noun-es
"tragicomedia"-noun-es "tragi-comèdia"-noun-oc
"tramit"-noun-oc "trámite"-noun-es
"trámite"-noun-es "tramit"-noun-oc
"tramvia"-noun-oc "tranvía"-noun-es
"tranvía"-noun-es "tramvia"-noun-oc
"transcors"-noun-oc "transcurso"-noun-es
"transcurso"-noun-es "transcors"-noun-oc
"transferéncia"-noun-oc "trasferencia"-noun-es
"transferéncia"-noun-oc "transferencia"-noun-es
"trasferencia"-noun-es "transferéncia"-noun-oc
"transferencia"-noun-es "transferéncia"-noun-oc
"transportaire"-noun-oc "transportista"-noun-es
"transportista"-noun-es "transportaire"-noun-oc
"transportista"-noun-es "transportista"-noun-oc
"transportista"-noun-oc "transportista"-noun-es
"transvasament"-noun-oc "trasvase"-noun-es
"trasvase"-noun-es "transvasament"-noun-oc
"tarcums"-noun-oc "ruina"-noun-es
"ruina"-noun-es "tarcums"-noun-oc
"tremoladís"-noun-oc "temblor"-noun-es
"temblor"-noun-es "tremoladís"-noun-oc
"trinc"-noun-oc "herida"-noun-es
"herida"-noun-es "trinc"-noun-oc
"triènni"-noun-oc "trienio"-noun-es
"trienio"-noun-es "triènni"-noun-oc
"tron"-noun-oc "trueno"-noun-es
"trueno"-noun-es "tron"-noun-oc
"illustrador"-noun-oc "ilustrador"-noun-es
"ilustrador"-noun-es "illustrador"-noun-oc
"libretèr"-noun-oc "librero"-noun-es
"librero"-noun-es "libretèr"-noun-oc
"trèma"-noun-oc "diéresis"-noun-es
"diéresis"-noun-es "trèma"-noun-oc
"tuèu"-noun-oc "tubo"-noun-es
"tubo"-noun-es "tuèu"-noun-oc
"ubicacion"-noun-oc "ubicación"-noun-es
"ubicación"-noun-es "ubicacion"-noun-oc
"vacuna"-noun-oc "vacuna"-noun-es
"vacuna"-noun-es "vacuna"-noun-oc
"valencianisme"-noun-oc "valencianismo"-noun-es
"valencianismo"-noun-es "valencianisme"-noun-oc
"vantaria"-noun-oc "halago"-noun-es
"halago"-noun-es "vantaria"-noun-oc
"halago"-noun-es "vantatge"-noun-oc
"vantatge"-noun-oc "halago"-noun-es
"vaquèr"-noun-oc "vaquero"-noun-es
"vaquero"-noun-es "vaquèr"-noun-oc
"vellot"-noun-oc "terciopelo"-noun-es
"terciopelo"-noun-es "vellot"-noun-oc
"verdum"-noun-oc "verdor"-noun-es
"verdor"-noun-es "verdum"-noun-oc
"verdor"-noun-es "verdurèr"-noun-oc
"verdurèr"-noun-oc "verdor"-noun-es
"vertelha"-noun-oc "rótula"-noun-es
"rótula"-noun-es "vertelha"-noun-oc
"vesitant"-noun-oc "visitante"-noun-es
"visitante"-noun-es "vesitant"-noun-oc
"visitante"-noun-es "visitant"-noun-oc
"visitant"-noun-oc "visitante"-noun-es
"vessament"-noun-oc "derrame"-noun-es
"derrame"-noun-es "vessament"-noun-oc
"veta"-noun-oc "filón"-noun-es
"filón"-noun-es "veta"-noun-oc
"viatgèr"-noun-oc "viajero"-noun-es
"viajero"-noun-es "viatgèr"-noun-oc
"vibora"-noun-oc "víbora"-noun-es
"víbora"-noun-es "vibora"-noun-oc
"vice-president"-noun-oc "vicepresidente"-noun-es
"vicepresidente"-noun-es "vice-president"-noun-oc
"vigéncia"-noun-oc "vigencia"-noun-es
"vigencia"-noun-es "vigéncia"-noun-oc
"vinculacion"-noun-oc "vinculación"-noun-es
"vinculación"-noun-es "vinculacion"-noun-oc
"vira-vira"-noun-oc "torniquete"-noun-es
"torniquete"-noun-es "vira-vira"-noun-oc
"voleibal"-noun-oc "balonvolea"-noun-es
"voleibal"-noun-oc "voleibol"-noun-es
"balonvolea"-noun-es "voleibal"-noun-oc
"voleibol"-noun-es "voleibal"-noun-oc
"volumetria"-noun-oc "volumetría"-noun-es
"volumetría"-noun-es "volumetria"-noun-oc
"vèspa"-noun-oc "avispa"-noun-es
"avispa"-noun-es "vèspa"-noun-oc
"òrta"-noun-oc "huerta"-noun-es
"huerta"-noun-es "òrta"-noun-oc
"amstèr"-noun-oc "hámster"-noun-es
"hámster"-noun-es "amstèr"-noun-oc
"arrosada"-noun-oc "rocío"-noun-es
"rocío"-noun-es "arrosada"-noun-oc
"rocío"-noun-es "rosada"-noun-oc
"rosada"-noun-oc "rocío"-noun-es
"baralha"-noun-oc "pelea"-noun-es
"pelea"-noun-es "baralha"-noun-oc
"pelea"-noun-es "esgatussada"-noun-oc
"pelea"-noun-es "garguilh"-noun-oc
"esgatussada"-noun-oc "pelea"-noun-es
"garguilh"-noun-oc "pelea"-noun-es
"bauda"-noun-oc "balda"-noun-es
"balda"-noun-es "bauda"-noun-oc
"BOP"-noun-oc "BOP"-noun-es
"BOP"-noun-es "BOP"-noun-oc
"botonièra"-noun-oc "ojal"-noun-es
"ojal"-noun-es "botonièra"-noun-oc
"ojal"-noun-es "botonièira"-noun-oc
"botonièira"-noun-oc "ojal"-noun-es
"cançonièr"-noun-oc "cancionero"-noun-es
"cancionero"-noun-es "cançonièr"-noun-oc
"cardet"-noun-oc "cardo"-noun-es
"cardo"-noun-es "cardet"-noun-oc
"caudèr"-noun-oc "caldero"-noun-es
"caldero"-noun-es "caudèr"-noun-oc
"centresquèrra"-noun-oc "centroizquierda"-noun-es
"centroizquierda"-noun-es "centresquèrra"-noun-oc
"centroizquierda"-noun-es "centrequèrra"-noun-oc
"centrequèrra"-noun-oc "centroizquierda"-noun-es
"comissionat"-noun-oc "comisionado"-noun-es
"comisionado"-noun-es "comissionat"-noun-oc
"cubertadèr"-noun-oc "forro"-noun-es
"forro"-noun-es "cubertadèr"-noun-oc
"damnatjat"-noun-oc "damnificado"-noun-es
"damnificado"-noun-es "damnatjat"-noun-oc
"decimala"-noun-oc "décima"-noun-es
"décima"-noun-es "decimala"-noun-oc
"discapacitacion"-noun-oc "discapacidad"-noun-es
"discapacidad"-noun-es "discapacitacion"-noun-oc
"discipol"-noun-oc "discípulo"-noun-es
"discípulo"-noun-es "discipol"-noun-oc
"duoden"-noun-oc "duodeno"-noun-es
"duodeno"-noun-es "duoden"-noun-oc
"emboish"-noun-oc "funda"-noun-es
"funda"-noun-es "emboish"-noun-oc
"envejadura"-noun-oc "codicia"-noun-es
"codicia"-noun-es "envejadura"-noun-oc
"eslalom"-noun-oc "eslalon"-noun-es
"eslalon"-noun-es "eslalom"-noun-oc
"EUiA"-noun-oc "EUiA"-noun-es
"EUiA"-noun-es "EUiA"-noun-oc
"fòlc"-noun-oc "folk"-noun-es
"folk"-noun-es "fòlc"-noun-oc
"gahús"-noun-oc "búho"-noun-es
"búho"-noun-es "gahús"-noun-oc
"esturion"-noun-oc "esturión"-noun-es
"esturión"-noun-es "esturion"-noun-oc
"garròt"-noun-oc "garrote"-noun-es
"garrote"-noun-es "garròt"-noun-oc
"gotilh"-noun-oc "manantial"-noun-es
"manantial"-noun-es "gotilh"-noun-oc
"jihad"-noun-oc "yihad"-noun-es
"yihad"-noun-es "jihad"-noun-oc
"lauader"-noun-oc "lavadero"-noun-es
"lavadero"-noun-es "lauader"-noun-oc
"mambrusa"-noun-oc "estorbo"-noun-es
"estorbo"-noun-es "mambrusa"-noun-oc
"marchandisa"-noun-oc "mercadeo"-noun-es
"mercadeo"-noun-es "marchandisa"-noun-oc
"nadalet"-noun-oc "villancico"-noun-es
"villancico"-noun-es "nadalet"-noun-oc
"nevada"-noun-oc "nevada"-noun-es
"nevada"-noun-es "nevada"-noun-oc
"nevada"-noun-es "nheuada"-noun-oc
"nheuada"-noun-oc "nevada"-noun-es
"ombrèr"-noun-oc "umbría"-noun-es
"umbría"-noun-es "ombrèr"-noun-oc
"ostalèr"-noun-oc "hostelero"-noun-es
"hostelero"-noun-es "ostalèr"-noun-oc
