"l"-noun-oc "l"-noun-es
"sòs"-noun-oc "dinero"-noun-es
"sòus"-noun-oc "dinero"-noun-es
"t"-noun-oc "t"-noun-es
"talhèr"-noun-oc "taller"-noun-es
"talhús"-noun-oc "talud"-noun-es
"tanatòri"-noun-oc "tanatorio"-noun-es
"tancament"-noun-oc "cierre"-noun-es
"tanhença"-noun-oc "parentesco"-noun-es
"tantarra"-noun-oc "gresca"-noun-es
"tapet"-noun-oc "tapete"-noun-es
"tarcumèr"-noun-oc "vertedero"-noun-es
"tarde"-noun-oc "tarde"-noun-es
"tardor"-noun-oc "otoño"-noun-es
"targeta"-noun-oc "tarjeta"-noun-es
"tarifa fixa"-noun-oc "tarifa plana"-noun-es
"tarjeta"-noun-oc "tarjeta"-noun-es
"tarrissa"-noun-oc "barreño"-noun-es
"taulejada"-noun-oc "banquete"-noun-es
"taur"-noun-oc "tauro"-noun-es
"taure"-noun-oc "tauro"-noun-es
"tecnificacion"-noun-oc "tecnificación"-noun-es
"teishedura"-noun-oc "textura"-noun-es
"teishum"-noun-oc "trama"-noun-es
"telecentre"-noun-oc "telecentro"-noun-es
"telefonada"-noun-oc "llamada"-noun-es
"telenotícies"-noun-oc "telediario"-noun-es
"telenovèla"-noun-oc "telenovela"-noun-es
"teleret"-noun-oc "membrana"-noun-es
"telesquí"-noun-oc "teleesquí"-noun-es
"telesèra"-noun-oc "telesilla"-noun-es
"teletrabalh"-noun-oc "teletrabajo"-noun-es
"temença"-noun-oc "temor"-noun-es
"temporada"-noun-oc "temporada"-noun-es
"tempèri"-noun-oc "trifulca"-noun-es
"teniste"-noun-oc "tenista"-noun-es
"tennis"-noun-oc "tenis"-noun-es
"termiada"-noun-oc "delimitación"-noun-es
"termini"-noun-oc "plazo"-noun-es
"termièra"-noun-oc "frontera"-noun-es
"terraplen"-noun-oc "terraplén"-noun-es
"tesa"-noun-oc "antorcha"-noun-es
"tia"-noun-oc "tía"-noun-es
"tiença"-noun-oc "solidez"-noun-es
"tiera"-noun-oc "serie"-noun-es
"tinent"-noun-oc "teniente"-noun-es
"tint"-noun-oc "tinte"-noun-es
"tipificacion"-noun-oc "tipificación"-noun-es
"tirada"-noun-oc "querencia"-noun-es
"tissa"-noun-oc "obsesión"-noun-es
"tissa"-noun-oc "tirria"-noun-es
"titolacion"-noun-oc "titulación"-noun-es
"titolaritat"-noun-oc "titularidad"-noun-es
"titularitat"-noun-oc "titularidad"-noun-es
"todon"-noun-oc "palomo"-noun-es
"toja"-noun-oc "aulaga"-noun-es
"tonatge"-noun-oc "tonelaje"-noun-es
"toponímia"-noun-oc "toponimia"-noun-es
"topònim"-noun-oc "topónimo"-noun-es
"traductor"-noun-oc "traductor"-noun-es
"tragi-comèdia"-noun-oc "tragicomedia"-noun-es
"tramit"-noun-oc "trámite"-noun-es
"tramontana"-noun-oc "tramuntana"-noun-es
"tramvia"-noun-oc "tranvía"-noun-es
"transcors"-noun-oc "transcurso"-noun-es
"transferéncia"-noun-oc "trasferencia"-noun-es
"transferéncia"-noun-oc "transferencia"-noun-es
"transportaire"-noun-oc "transportista"-noun-es
"transportista"-noun-oc "transportista"-noun-es
"transvasament"-noun-oc "trasvase"-noun-es
"trapadèra"-noun-oc "trampa"-noun-es
"tarcums"-noun-oc "ruina"-noun-es
"traspàs"-noun-oc "traspaso"-noun-es
"trauèrs"-noun-oc "través"-noun-es
"trauès"-noun-oc "través"-noun-es
"trava"-noun-oc "traba"-noun-es
"traç"-noun-oc "trazo"-noun-es
"trebalh"-noun-oc "trabajo"-noun-es
"trelha"-noun-oc "parra"-noun-es
"tremoladís"-noun-oc "temblor"-noun-es
"trentia"-noun-oc "treintena"-noun-es
"trial"-noun-oc "trial"-noun-es
"tribunau"-noun-oc "tribunal"-noun-es
"trinc"-noun-oc "herida"-noun-es
"trincament"-noun-oc "rotura"-noun-es
"tringòla"-noun-oc "cencerro"-noun-es
"trionfador"-noun-oc "triunfador"-noun-es
"tristum"-noun-oc "tristeza"-noun-es
"triènni"-noun-oc "trienio"-noun-es
"tron"-noun-oc "trueno"-noun-es
"trovador"-noun-oc "trovador"-noun-es
"golejador"-noun-oc "goleador"-noun-es
"illustrador"-noun-oc "ilustrador"-noun-es
"libretèr"-noun-oc "librero"-noun-es
"truha"-noun-oc "patata"-noun-es
"trèma"-noun-oc "diéresis"-noun-es
"tuc"-noun-oc "cerro"-noun-es
"tutolatge"-noun-oc "tutela"-noun-es
"tutoratge"-noun-oc "tutela"-noun-es
"tuèu"-noun-oc "tubo"-noun-es
"ubicacion"-noun-oc "ubicación"-noun-es
"ucha"-noun-oc "arca"-noun-es
"uelh"-noun-oc "ojo"-noun-es
"uelhada"-noun-oc "mirada"-noun-es
"uet"-noun-oc "hueco"-noun-es
"uet"-noun-oc "vacío"-noun-es
"ueu"-noun-oc "huevo"-noun-es
"us"-noun-oc "uso"-noun-es
"usança"-noun-oc "costumbre"-noun-es
"v"-noun-oc "v"-noun-es
"va-e-ven"-noun-oc "vaivén"-noun-es
"vacuna"-noun-oc "vacuna"-noun-es
"vaishèra"-noun-oc "vajilla"-noun-es
"vaishèth"-noun-oc "navío"-noun-es
"vaishèth"-noun-oc "barco"-noun-es
"valeishon"-noun-oc "maleta"-noun-es
"valencianisme"-noun-oc "valencianismo"-noun-es
"valença"-noun-oc "valentía"-noun-es
"validesa"-noun-oc "validez"-noun-es
"vantadissa"-noun-oc "vanagloria"-noun-es
"vantaria"-noun-oc "halago"-noun-es
"vantatge"-noun-oc "halago"-noun-es
"vantoriada"-noun-oc "vanidad"-noun-es
"vantoriada"-noun-oc "fanfarronada"-noun-es
"vaquèr"-noun-oc "vaquero"-noun-es
"varat"-noun-oc "foso"-noun-es
"vea"-noun-oc "vena"-noun-es
"vedença"-noun-oc "vista"-noun-es
"vegada"-noun-oc "rebaño"-noun-es
"vegetau"-noun-oc "vegetal"-noun-es
"veishiga"-noun-oc "ampolla"-noun-es
"velatge"-noun-oc "velaje"-noun-es
"velatge"-noun-oc "velamen"-noun-es
"vellot"-noun-oc "terciopelo"-noun-es
"verdugalh"-noun-oc "verdura"-noun-es
"verdum"-noun-oc "verdor"-noun-es
"verdurèr"-noun-oc "verdor"-noun-es
"vertelha"-noun-oc "rótula"-noun-es
"vesitant"-noun-oc "visitante"-noun-es
"vessament"-noun-oc "derrame"-noun-es
"veta"-noun-oc "filón"-noun-es
"veude"-noun-oc "viudo"-noun-es
"viatgèr"-noun-oc "viajero"-noun-es
"vibora"-noun-oc "víbora"-noun-es
"vice-president"-noun-oc "vicepresidente"-noun-es
"vielhèr"-noun-oc "vejez"-noun-es
"vigéncia"-noun-oc "vigencia"-noun-es
"vinculacion"-noun-oc "vinculación"-noun-es
"vintea"-noun-oc "veintena"-noun-es
"violin"-noun-oc "violín"-noun-es
"vira-vira"-noun-oc "torniquete"-noun-es
"virabarquin"-noun-oc "berbiquí"-noun-es
"viscèra"-noun-oc "entraña"-noun-es
"visitant"-noun-oc "visitante"-noun-es
"viuenda"-noun-oc "vivienda"-noun-es
"viuença"-noun-oc "vivencia"-noun-es
"vivenda"-noun-oc "vivienda"-noun-es
"vocau"-noun-oc "vocal"-noun-es
"voleibal"-noun-oc "balonvolea"-noun-es
"voleibal"-noun-oc "voleibol"-noun-es
"volumetria"-noun-oc "volumetría"-noun-es
"voluntat"-noun-oc "voluntad"-noun-es
"vop"-noun-oc "zorro"-noun-es
"vrespe"-noun-oc "anochecer"-noun-es
"vèspa"-noun-oc "avispa"-noun-es
"w"-noun-oc "w"-noun-es
"x"-noun-oc "x"-noun-es
"xarxa"-noun-oc "red"-noun-es
"xicolate"-noun-oc "chocolate"-noun-es
"èish"-noun-oc "eje"-noun-es
"èrra"-noun-oc "erre"-noun-es
"èxit"-noun-oc "éxito"-noun-es
"òci"-noun-oc "ocio"-noun-es
"òrta"-noun-oc "huerta"-noun-es
"acreishement"-noun-oc "crecimiento"-noun-es
"adaigament"-noun-oc "riego"-noun-es
"AGAUR"-noun-oc "AGAUR"-noun-es
"Agbar"-noun-oc "Agbar"-noun-es
"alapor"-noun-oc "insulsez"-noun-es
"AMPA"-noun-oc "AMPA"-noun-es
"amstèr"-noun-oc "hámster"-noun-es
"anís"-noun-oc "anís"-noun-es
"apèl telefonic"-noun-oc "llamada"-noun-es
"apit"-noun-oc "apio"-noun-es
"arrosada"-noun-oc "rocío"-noun-es
"assagament"-noun-oc "riego"-noun-es
"ATM"-noun-oc "ATM"-noun-es
"aviram"-noun-oc "averío"-noun-es
"baralha"-noun-oc "pelea"-noun-es
"baronia"-noun-oc "baronía"-noun-es
"bauda"-noun-oc "balda"-noun-es
"belèc"-noun-oc "balido"-noun-es
"bilhèstres"-noun-oc "restos"-noun-es
"BNV"-noun-oc "BNV"-noun-es
"bonet"-noun-oc "barretina"-noun-es
"BOP"-noun-oc "BOP"-noun-es
"botonièra"-noun-oc "ojal"-noun-es
"botonièira"-noun-oc "ojal"-noun-es
"BTT"-noun-oc "BTT"-noun-es
"BTV"-noun-oc "BTV"-noun-es
"CAEI"-noun-oc "CAEI"-noun-es
"campanhard"-noun-oc "campesino"-noun-es
"campulament"-noun-oc "vuelco"-noun-es
"cançonièr"-noun-oc "cancionero"-noun-es
"CAOC"-noun-oc "CAOC"-noun-es
"caplhèua"-noun-oc "vuelco"-noun-es
"cardet"-noun-oc "cardo"-noun-es
"cargòlha"-noun-oc "caracol"-noun-es
"cargòlh"-noun-oc "caracol"-noun-es
"carrièira"-noun-oc "calle"-noun-es
"caudèr"-noun-oc "caldero"-noun-es
"CEC"-noun-oc "CEC"-noun-es
"CEGVA"-noun-oc "CEGVA"-noun-es
"centresquèrra"-noun-oc "centroizquierda"-noun-es
"centrequèrra"-noun-oc "centroizquierda"-noun-es
"CEVA"-noun-oc "CEVA"-noun-es
"Ciemen"-noun-oc "Ciemen"-noun-es
"clèsca"-noun-oc "caparazón"-noun-es
"clusca"-noun-oc "caparazón"-noun-es
"comissionat"-noun-oc "comisionado"-noun-es
"concienciacion"-noun-oc "concienciación"-noun-es
"CONC"-noun-oc "CONC"-noun-es
"consensus"-noun-oc "consenso"-noun-es
"COPE"-noun-oc "COPE"-noun-es
"coscolh"-noun-oc "caparazón"-noun-es
"crac"-noun-oc "crac"-noun-es
"cremason"-noun-oc "crema"-noun-es
"cria"-noun-oc "cría"-noun-es
"crovèl"-noun-oc "caparazón"-noun-es
"cruvèl"-noun-oc "caparazón"-noun-es
"CSD"-noun-oc "CSD"-noun-es
"cubertadèr"-noun-oc "forro"-noun-es
"damnatjat"-noun-oc "damnificado"-noun-es
"decimala"-noun-oc "décima"-noun-es
"descreishença"-noun-oc "menguado"-noun-es
"diboishet"-noun-oc "dibujito"-noun-es
"dinamizador"-noun-oc "dinamizador"-noun-es
"discapacitacion"-noun-oc "discapacidad"-noun-es
"discipol"-noun-oc "discípulo"-noun-es
"doblador"-noun-oc "doblador"-noun-es
"domaisèl"-noun-oc "doncel"-noun-es
"duoden"-noun-oc "duodeno"-noun-es
"DTE"-noun-oc "DTE"-noun-es
"DURSI"-noun-oc "DURSI"-noun-es
"ecomusèu"-noun-oc "ecomuseo"-noun-es
"eishame"-noun-oc "enjambre"-noun-es
"emboish"-noun-oc "funda"-noun-es
"EMD"-noun-oc "EMD"-noun-es
"ensem"-noun-oc "conjunto"-noun-es
"entrèga"-noun-oc "entrega"-noun-es
"entrega"-noun-oc "entrega"-noun-es
"envejadura"-noun-oc "codicia"-noun-es
"ERPV"-noun-oc "ERPV"-noun-es
"esgatussada"-noun-oc "pelea"-noun-es
"eslalom"-noun-oc "eslalon"-noun-es
"espleitacion"-noun-oc "explotación"-noun-es
"ETEVA"-noun-oc "ETEVA"-noun-es
"EUiA"-noun-oc "EUiA"-noun-es
"eurocongrès"-noun-oc "eurocongreso"-noun-es
"exalcalde"-noun-oc "exalcalde"-noun-es
"exbaile"-noun-oc "exalcalde"-noun-es
"exconse"-noun-oc "exalcalde"-noun-es
"excònsol"-noun-oc "exalcalde"-noun-es
"fàsti"-noun-oc "asco"-noun-es
"financiacion"-noun-oc "financiación"-noun-es
"fuèc"-noun-oc "fuego"-noun-es
"garguilh"-noun-oc "pelea"-noun-es
"francesitzacion"-noun-oc "francesización"-noun-es
"fòlc"-noun-oc "folk"-noun-es
"gahús"-noun-oc "búho"-noun-es
"esturion"-noun-oc "esturión"-noun-es
"garròt"-noun-oc "garrote"-noun-es
"generatritz"-noun-oc "generatriz"-noun-es
"gira"-noun-oc "gira"-noun-es
"gotilh"-noun-oc "manantial"-noun-es
"hàsti"-noun-oc "asco"-noun-es
"hustèr"-noun-oc "carpintero"-noun-es
"IC-V"-noun-oc "IC-V"-noun-es
"innivacion"-noun-oc "innivación"-noun-es
"JEC"-noun-oc "JEC"-noun-es
"jihad"-noun-oc "yihad"-noun-es
"lauader"-noun-oc "lavadero"-noun-es
"lesca"-noun-oc "laja"-noun-es
"liam"-noun-oc "vínculo"-noun-es
"licitador"-noun-oc "licitador"-noun-es
"magnetoscòpi"-noun-oc "magnetoscopio"-noun-es
"mambrusa"-noun-oc "estorbo"-noun-es
"mamografia"-noun-oc "mamografía"-noun-es
"marchandisa"-noun-oc "mercadeo"-noun-es
"mardan"-noun-oc "carnero"-noun-es
"MAT"-noun-oc "MAT"-noun-es
"morgueta"-noun-oc "caracol"-noun-es
"nadalet"-noun-oc "villancico"-noun-es
"nevada"-noun-oc "nevada"-noun-es
"nheuada"-noun-oc "nevada"-noun-es
"nomenclator"-noun-oc "nomenclátor"-noun-es
"obrador"-noun-oc "obrador"-noun-es
"ODP"-noun-oc "ODP"-noun-es
"OFEA"-noun-oc "OFEA"-noun-es
"OFE"-noun-oc "OFE"-noun-es
"OIT"-noun-oc "OIT"-noun-es
"ombrèr"-noun-oc "umbría"-noun-es
"obaga"-noun-oc "umbría"-noun-es
"ossardet"-noun-oc "osito"-noun-es
"ostalèr"-noun-oc "hostelero"-noun-es
"parraquet"-noun-oc "retal"-noun-es
"pelhon"-noun-oc "andrajo"-noun-es
"pensionista"-noun-oc "pensionista"-noun-es
"perrec"-noun-oc "andrajo"-noun-es
"PHN"-noun-oc "PHN"-noun-es
"PIMES"-noun-oc "PIMES"-noun-es
"plaç"-noun-oc "plazo"-noun-es
"platò"-noun-oc "plató"-noun-es
"poblet"-noun-oc "pueblecito"-noun-es
"poth"-noun-oc "gallo"-noun-es
"prèire"-noun-oc "capellán"-noun-es
"preprogramacion"-noun-oc "preprogramación"-noun-es
"procèssus"-noun-oc "proceso"-noun-es
"promiei"-noun-oc "promedio"-noun-es
"PSAN"-noun-oc "PSAN"-noun-es
"PSIB"-noun-oc "PSIB"-noun-es
"PTOP"-noun-oc "PTOP"-noun-es
"rechauchets"-noun-oc "sobras"-noun-es
"reconoissença"-noun-oc "reconocimiento"-noun-es
"reencontre"-noun-oc "reencuentro"-noun-es
"regidoria"-noun-oc "regidoría"-noun-es
"burèu del conselhièr"-noun-oc "regidoría"-noun-es
"remontador"-noun-oc "remontador"-noun-es
"restaurador"-noun-oc "restaurador"-noun-es
"RFEDI"-noun-oc "RFEDI"-noun-es
"romango"-noun-oc "curva"-noun-es
"rosada"-noun-oc "rocío"-noun-es
"rotulacion"-noun-oc "rotulación"-noun-es
"saldo"-noun-oc "saldo"-noun-es
"semençalha"-noun-oc "siembra"-noun-es
"SEPC"-noun-oc "SEPC"-noun-es
"seriositat"-noun-oc "seriedad"-noun-es
"simplifacion"-noun-oc "simplifación"-noun-es
"solana"-noun-oc "solana"-noun-es
"solta"-noun-oc "saldo"-noun-es
"sosorde"-noun-oc "suborden"-noun-es
"superclassa"-noun-oc "superclase"-noun-es
"superorde"-noun-oc "superorden"-noun-es
"superordinador"-noun-oc "superordenador"-noun-es
"superòrdre"-noun-oc "superorden"-noun-es
"tast"-noun-oc "cata"-noun-es
"telèr"-noun-oc "telar"-noun-es
"templèr"-noun-oc "templario"-noun-es
"terçon"-noun-oc "tercenco"-noun-es
"TESVA"-noun-oc "TESVA"-noun-es
"TIC"-noun-oc "TIC"-noun-es
"timbre"-noun-oc "timbre"-noun-es
"tòia"-noun-oc "rifa"-noun-es
"trailer"-noun-oc "trailer"-noun-es
"transnacionalizacion"-noun-oc "transnacionalización"-noun-es
"tutorizacion"-noun-oc "tutorización"-noun-es
"UAPM-PSC"-noun-oc "UAPM-PSC"-noun-es
"UDA"-noun-oc "UDA"-noun-es
"uerdi"-noun-oc "cebada"-noun-es
"uòlh"-noun-oc "ojo"-noun-es
"urpa"-noun-oc "arpa"-noun-es
"usancièr"-noun-oc "usuario"-noun-es
"UV"-noun-oc "UV"-noun-es
"vedèla"-noun-oc "ternera"-noun-es
"vedèra"-noun-oc "ternera"-noun-es
"vitz"-noun-oc "caracol"-noun-es
"vitz"-noun-oc "tornillo"-noun-es
"XTEC"-noun-oc "XTEC"-noun-es
"ZP"-noun-oc "ZP"-noun-es
"neurider"-noun-oc "ganadero"-noun-es
"escala de cargòlh"-noun-oc "escalera de caracol"-noun-es
"escalièr en viseta"-noun-oc "escalera de caracol"-noun-es
"gran causa"-noun-oc "gran cosa"-noun-es
"grand causa"-noun-oc "gran cosa"-noun-es
"règne animau"-noun-oc "reino animal"-noun-es
"règne minerau"-noun-oc "reino mineral"-noun-es
"règne vegetau"-noun-oc "reino vegetal"-noun-es
"règne animal"-noun-oc "reino animal"-noun-es
"règne mineral"-noun-oc "reino mineral"-noun-es
"règne vegetal"-noun-oc "reino vegetal"-noun-es
"taus de creissença"-noun-oc "tasa de crecimiento"-noun-es
"taus d'acreishement"-noun-oc "tasa de crecimiento"-noun-es
"vòta"-noun-oc "fiesta mayor"-noun-es
"adishatz"-interjection-oc "adiós"-interjection-es
"adiu"-interjection-oc "adiós"-interjection-es
"ah"-interjection-oc "ah"-interjection-es
"a deman"-interjection-oc "hasta mañana"-interjection-es
"adieu"-interjection-oc "adiós"-interjection-es
"al còp que ben"-interjection-oc "hasta otra"-interjection-es
"a totara"-interjection-oc "hasta luego"-interjection-es
"andocien"-interjection-oc "que lo pase bien"-interjection-es
"creigui ben"-interjection-oc "ya lo creo"-interjection-es
"cresi ben"-interjection-oc "ya lo creo"-interjection-es
"entà deman"-interjection-oc "hasta mañana"-interjection-es
"entà dempús"-interjection-oc "hasta luego"-interjection-es
"entà despús"-interjection-oc "hasta luego"-interjection-es
"entà ua auta"-interjection-oc "hasta otra"-interjection-es
"gràcies per tot"-interjection-oc "gracias por todo"-interjection-es
"mercés per tot"-interjection-oc "gracias por todo"-interjection-es
"mèrci"-interjection-oc "gracias"-interjection-es
"se te platz"-interjection-oc "por favor"-interjection-es
"se vos plai"-interjection-oc "por favor"-interjection-es
"se vos platz"-interjection-oc "por favor"-interjection-es
"o cregas pas"-interjection-oc "no te lo vas a creer"-interjection-es
"o cregatz pas"-interjection-oc "no os lo vais a creer"-interjection-es
"no t'ac creigues"-interjection-oc "no te lo vas a creer"-interjection-es
"no vos ac creigatz"-interjection-oc "no os lo vais a creer"-interjection-es
"abans-darrièr"-adjective-oc "penúltimo"-adjective-es
"abans-darrèr"-adjective-oc "penúltimo"-adjective-es
"abertzale"-adjective-oc "abertzale"-adjective-es
"abissal"-adjective-oc "abismal"-adjective-es
"abitual"-adjective-oc "habitual"-adjective-es
"abituau"-adjective-oc "habitual"-adjective-es
"accidental"-adjective-oc "accidental"-adjective-es
"accidentau"-adjective-oc "accidental"-adjective-es
"acreditatiu"-adjective-oc "acreditativo"-adjective-es
"actual"-adjective-oc "actual"-adjective-es
"actuau"-adjective-oc "actual"-adjective-es
"acustic"-adjective-oc "acústico"-adjective-es
"addicional"-adjective-oc "adicional"-adjective-es
"addicionau"-adjective-oc "adicional"-adjective-es
"adeqüat"-adjective-oc "adecuado"-adjective-es
"adjunh"-adjective-oc "adjunto"-adjective-es
"adquisitiu"-adjective-oc "adquisitivo"-adjective-es
"afectuos"-adjective-oc "afectuoso"-adjective-es
"afectuos"-adjective-oc "cariñoso"-adjective-es
"aficionat"-adjective-oc "aficionado"-adjective-es
"agricola"-adjective-oc "agrícola"-adjective-es
"algerian"-adjective-oc "argelino"-adjective-es
"alièn"-adjective-oc "ajeno"-adjective-es
"altruïsta"-adjective-oc "altruista"-adjective-es
"alègre"-adjective-oc "alegre"-adjective-es
"amable"-adjective-oc "amable"-adjective-es
"amassa"-adjective-oc "junto"-adjective-es
"ambiental"-adjective-oc "ambiental"-adjective-es
"ambientau"-adjective-oc "ambiental"-adjective-es
"ampli"-adjective-oc "amplio"-adjective-es
"analfabèt"-adjective-oc "analfabeto"-adjective-es
"anautit"-adjective-oc "elevado"-adjective-es
"annal"-adjective-oc "anual"-adjective-es
"annau"-adjective-oc "anual"-adjective-es
"annaual"-adjective-oc "anual"-adjective-es
"annauau"-adjective-oc "anual"-adjective-es
"anomal"-adjective-oc "anómalo"-adjective-es
"anormal"-adjective-oc "anormal"-adjective-es
"anormau"-adjective-oc "anormal"-adjective-es
"antialcoolic"-adjective-oc "antialcohólico"-adjective-es
"antifranquista"-adjective-oc "antifranquista"-adjective-es
"antisocial"-adjective-oc "antisocial"-adjective-es
"antisociau"-adjective-oc "antisocial"-adjective-es
"antitransgenic"-adjective-oc "antitransgénico"-adjective-es
"anual"-adjective-oc "anual"-adjective-es
"anuau"-adjective-oc "anual"-adjective-es
"apertient"-adjective-oc "pertinente"-adjective-es
"ardit"-adjective-oc "osado"-adjective-es
"argaròt"-adjective-oc "molesto"-adjective-es
"argumental"-adjective-oc "argumental"-adjective-es
"argumentau"-adjective-oc "argumental"-adjective-es
"arpalhand"-adjective-oc "bribón"-adjective-es
"arric"-adjective-oc "rico"-adjective-es
"arridolent"-adjective-oc "risueño"-adjective-es
"arridolèr"-adjective-oc "risueño"-adjective-es
"artesanal"-adjective-oc "artesanal"-adjective-es
"artesanau"-adjective-oc "artesanal"-adjective-es
"artificial"-adjective-oc "artificial"-adjective-es
"artificiau"-adjective-oc "artificial"-adjective-es
"assistencial"-adjective-oc "asistencial"-adjective-es
"assistenciau"-adjective-oc "asistencial"-adjective-es
"assolit"-adjective-oc "logrado"-adjective-es
"atent"-adjective-oc "atento"-adjective-es
"aucupacional"-adjective-oc "ocupacional"-adjective-es
"aucupacionau"-adjective-oc "ocupacional"-adjective-es
"audiovisual"-adjective-oc "audiovisual"-adjective-es
"audiovisuau"-adjective-oc "audiovisual"-adjective-es
"aunorific"-adjective-oc "honorífico"-adjective-es
"austral"-adjective-oc "austral"-adjective-es
"autònom"-adjective-oc "autónomo"-adjective-es
"aventuraire"-adjective-oc "aventurero"-adjective-es
"avient"-adjective-oc "adecuado"-adjective-es
"baish"-adjective-oc "bajo"-adjective-es
"baishmedievau"-adjective-oc "bajomedieval"-adjective-es
"baptista"-adjective-oc "bautista"-adjective-es
"barat"-adjective-oc "barato"-adjective-es
"barceloniste"-adjective-oc "barcelonista"-adjective-es
"barlòca"-adjective-oc "charlatán"-adjective-es
"basilical"-adjective-oc "basilical"-adjective-es
"basilicau"-adjective-oc "basilical"-adjective-es
"basmedieval"-adjective-oc "bajomedieval"-adjective-es
"belic"-adjective-oc "bélico"-adjective-es
"benvolut"-adjective-oc "querido"-adjective-es
"beròi"-adjective-oc "bonito"-adjective-es
"biennal"-adjective-oc "bienal"-adjective-es
"biennau"-adjective-oc "bienal"-adjective-es
"bilateral"-adjective-oc "bilateral"-adjective-es
"bilaterau"-adjective-oc "bilateral"-adjective-es
"binomial"-adjective-oc "binomial"-adjective-es
"binomiau"-adjective-oc "binomial"-adjective-es
"depenent"-adjective-oc "dependiente"-adjective-es
"blaugrana"-adjective-oc "azulgrana"-adjective-es
"eqüatorian"-adjective-oc "ecuatoriano"-adjective-es
"dessenhaire"-adjective-oc "diseñador"-adjective-es
"blu"-adjective-oc "azul"-adjective-es
"bon mercat"-adjective-oc "barato"-adjective-es
"dançaire"-adjective-oc "bailarín"-adjective-es
"baraire"-adjective-oc "bailarín"-adjective-es
"brutal"-adjective-oc "brutal"-adjective-es
"brutau"-adjective-oc "brutal"-adjective-es
"cabecièr"-adjective-oc "pionero"-adjective-es
"cadastral"-adjective-oc "catastral"-adjective-es
"cadastrau"-adjective-oc "catastral"-adjective-es
"calorific"-adjective-oc "calorífico"-adjective-es
"canari"-adjective-oc "canario"-adjective-es
"capaç"-adjective-oc "capaz"-adjective-es
"capinaut"-adjective-oc "orgulloso"-adjective-es
"cardinal"-adjective-oc "cardinal"-adjective-es
"cardinau"-adjective-oc "cardinal"-adjective-es
"catalanòfon"-adjective-oc "catalanohablante"-adjective-es
"catalanòfon"-adjective-oc "catalanófono"-adjective-es
"cautelar"-adjective-oc "cautelar"-adjective-es
"central"-adjective-oc "central"-adjective-es
"centrau"-adjective-oc "central"-adjective-es
"circulable"-adjective-oc "transitable"-adjective-es
"civiu"-adjective-oc "civil"-adjective-es
"collateral"-adjective-oc "colateral"-adjective-es
"collaterau"-adjective-oc "colateral"-adjective-es
"colloquial"-adjective-oc "coloquial"-adjective-es
"colloquiau"-adjective-oc "coloquial"-adjective-es
"colonial"-adjective-oc "colonial"-adjective-es
"coloniau"-adjective-oc "colonial"-adjective-es
"colossal"-adjective-oc "colosal"-adjective-es
"colossau"-adjective-oc "colosal"-adjective-es
"comarcal"-adjective-oc "comarcal"-adjective-es
"comarcau"-adjective-oc "comarcal"-adjective-es
"comercial"-adjective-oc "comercial"-adjective-es
"comerciau"-adjective-oc "comercial"-adjective-es
"competencial"-adjective-oc "competencial"-adjective-es
"competenciau"-adjective-oc "competencial"-adjective-es
"comtal"-adjective-oc "condal"-adjective-es
"comtau"-adjective-oc "condal"-adjective-es
"comunal"-adjective-oc "comunal"-adjective-es
"comunau"-adjective-oc "comunal"-adjective-es
"conceptual"-adjective-oc "conceptual"-adjective-es
"conceptuau"-adjective-oc "conceptual"-adjective-es
