"in order to"-preposition-en "per tal de"-preposition-ca
"sepia"-noun-en "sípia"-noun-ca
"squid"-noun-en "calamar"-noun-ca
"calamar"-noun-ca "squid"-noun-en
"acer"-noun-ca "steel"-noun-en
"steel"-noun-en "acer"-noun-ca
"estómac"-noun-ca "stomach"-noun-en
"stomach"-noun-en "estómac"-noun-ca
"polissó"-noun-ca "stowaway"-noun-en
"stowaway"-noun-en "polissó"-noun-ca
"tailor"-noun-en "sastre"-noun-ca
"sastre"-noun-ca "tailor"-noun-en
"submarí"-noun-ca "submarine"-noun-en
"submarine"-noun-en "submarí"-noun-ca
"suture"-noun-en "sutura"-noun-ca
"sutura"-noun-ca "suture"-noun-en
"symphony"-noun-en "simfonia"-noun-ca
"simfonia"-noun-ca "symphony"-noun-en
"adolescent"-noun-ca "teen"-noun-en
"adolescent"-noun-ca "teenager"-noun-en
"adolescent"-noun-ca "adolescent"-noun-en
"teen"-noun-en "adolescent"-noun-ca
"teenager"-noun-en "adolescent"-noun-ca
"adolescent"-noun-en "adolescent"-noun-ca
"tenor"-noun-en "tenor"-noun-ca
"tenor"-noun-ca "tenor"-noun-en
"tentacle"-noun-en "tentacle"-noun-ca
"tentacle"-noun-ca "tentacle"-noun-en
"terrorist"-noun-en "terrorista"-noun-ca
"terrorista"-noun-ca "terrorist"-noun-en
"testicle"-noun-en "testicle"-noun-ca
"testicle"-noun-ca "testicle"-noun-en
"thief"-noun-en "lladre"-noun-ca
"lladre"-noun-ca "thief"-noun-en
"terç"-noun-ca "third"-noun-en
"third"-noun-en "terç"-noun-ca
"tide"-noun-en "marea"-noun-ca
"marea"-noun-ca "tide"-noun-en
"gripau"-noun-ca "toad"-noun-en
"toad"-noun-en "gripau"-noun-ca
"brindis"-noun-ca "toast"-noun-en
"toast"-noun-en "brindis"-noun-ca
"toponym"-noun-en "topònim"-noun-ca
"topònim"-noun-ca "toponym"-noun-en
"tortuga"-noun-ca "turtle"-noun-en
"turtle"-noun-en "tortuga"-noun-ca
"totalitarianism"-noun-en "totalitarisme"-noun-ca
"totalitarisme"-noun-ca "totalitarianism"-noun-en
"turista"-noun-ca "tourist"-noun-en
"tourist"-noun-en "turista"-noun-ca
"torneig"-noun-ca "tournament"-noun-en
"tournament"-noun-en "torneig"-noun-ca
"towel"-noun-en "tovallola"-noun-ca
"tovallola"-noun-ca "towel"-noun-en
"joguina"-noun-ca "toy"-noun-en
"toy"-noun-en "joguina"-noun-ca
"toy"-noun-en "joguet"-noun-ca
"joguet"-noun-ca "toy"-noun-en
"tractor"-noun-en "tractor"-noun-ca
"tractor"-noun-ca "tractor"-noun-en
"tragèdia"-noun-ca "tragedy"-noun-en
"tragedy"-noun-en "tragèdia"-noun-ca
"transfusion"-noun-en "transfusió"-noun-ca
"transfusió"-noun-ca "transfusion"-noun-en
"traumatisme"-noun-ca "traumatism"-noun-en
"traumatism"-noun-en "traumatisme"-noun-ca
"trauma"-noun-en "trauma"-noun-ca
"trauma"-noun-ca "trauma"-noun-en
"bilió"-noun-ca "trillion"-noun-en
"trillion"-noun-en "bilió"-noun-ca
"trio"-noun-en "trio"-noun-ca
"trio"-noun-ca "trio"-noun-en
"trofeu"-noun-ca "trophy"-noun-en
"trophy"-noun-en "trofeu"-noun-ca
"tropic"-noun-en "tròpic"-noun-ca
"tròpic"-noun-ca "tropic"-noun-en
"tuberculosis"-noun-en "tuberculosi"-noun-ca
"tuberculosi"-noun-ca "tuberculosis"-noun-en
"tumor"-noun-en "tumor"-noun-ca
"tumor"-noun-ca "tumor"-noun-en
"twin"-noun-en "bessó"-noun-ca
"bessó"-noun-ca "twin"-noun-en
"tyranny"-noun-en "tirania"-noun-ca
"tirania"-noun-ca "tyranny"-noun-en
"tyrant"-noun-en "tirà"-noun-ca
"tirà"-noun-ca "tyrant"-noun-en
"umbrella"-noun-en "paraigua"-noun-ca
"paraigua"-noun-ca "umbrella"-noun-en
"uniform"-noun-en "uniforme"-noun-ca
"uniforme"-noun-ca "uniform"-noun-en
"urani"-noun-ca "uranium"-noun-en
"uranium"-noun-en "urani"-noun-ca
"orina"-noun-ca "urine"-noun-en
"urine"-noun-en "orina"-noun-ca
"utopia"-noun-ca "utopia"-noun-en
"utopia"-noun-en "utopia"-noun-ca
"vacuna"-noun-ca "vaccine"-noun-en
"vaccine"-noun-en "vacuna"-noun-ca
"vagina"-noun-en "vagina"-noun-ca
"vagina"-noun-ca "vagina"-noun-en
"vampire"-noun-en "vampir"-noun-ca
"vampir"-noun-ca "vampire"-noun-en
"veteran"-noun-en "veterà"-noun-ca
"veterà"-noun-ca "veteran"-noun-en
"vibració"-noun-ca "vibration"-noun-en
"vibration"-noun-en "vibració"-noun-ca
"vicepresident"-noun-ca "vice-president"-noun-en
"vice-president"-noun-en "vicepresident"-noun-ca
"vinegar"-noun-en "vinagre"-noun-ca
"vinagre"-noun-ca "vinegar"-noun-en
"violí"-noun-ca "violin"-noun-en
"violin"-noun-en "violí"-noun-ca
"vitamina"-noun-ca "vitamin"-noun-en
"vitamin"-noun-en "vitamina"-noun-ca
"vocació"-noun-ca "vocation"-noun-en
"vocation"-noun-en "vocació"-noun-ca
"vodka"-noun-en "vodka"-noun-ca
"vodka"-noun-ca "vodka"-noun-en
"volcano"-noun-en "volcà"-noun-ca
"volcà"-noun-ca "volcano"-noun-en
"armilla"-noun-ca "waistcoat"-noun-en
"armilla"-noun-ca "vest"-noun-en
"waistcoat"-noun-en "armilla"-noun-ca
"vest"-noun-en "armilla"-noun-ca
"watercolour"-noun-en "aquarel·la"-noun-ca
"aquarel·la"-noun-ca "watercolour"-noun-en
"watt"-noun-ca "watt"-noun-en
"watt"-noun-en "watt"-noun-ca
"whale"-noun-en "balena"-noun-ca
"balena"-noun-ca "whale"-noun-en
"blat"-noun-ca "wheat"-noun-en
"wheat"-noun-en "blat"-noun-ca
"vidu"-noun-ca "widower"-noun-en
"widower"-noun-en "vidu"-noun-ca
"llana"-noun-ca "wool"-noun-en
"wool"-noun-en "llana"-noun-ca
"yacht"-noun-en "iot"-noun-ca
"iot"-noun-ca "yacht"-noun-en
"yearbook"-noun-en "anuari"-noun-ca
"anuari"-noun-ca "yearbook"-noun-en
"anchor"-noun-en "àncora"-noun-ca
"àncora"-noun-ca "anchor"-noun-en
"zebra"-noun-en "zebra"-noun-ca
"zebra"-noun-ca "zebra"-noun-en
"holandès"-noun-ca "Dutch"-noun-en
"Dutch"-noun-en "holandès"-noun-ca
"Dutch"-noun-en "neerlandès"-noun-ca
"neerlandès"-noun-ca "Dutch"-noun-en
"israelià"-noun-ca "Israeli"-noun-en
"Israeli"-noun-en "israelià"-noun-ca
"Canarian"-noun-en "canari"-noun-ca
"canari"-noun-ca "Canarian"-noun-en
"Chilean"-noun-en "xilè"-noun-ca
"xilè"-noun-ca "Chilean"-noun-en
"Indian"-noun-en "indi"-noun-ca
"indi"-noun-ca "Indian"-noun-en
"Persian"-noun-en "persa"-noun-ca
"persa"-noun-ca "Persian"-noun-en
"nationalist"-noun-en "nacionalista"-noun-ca
"nacionalista"-noun-ca "nationalist"-noun-en
"afghan"-adjective-en "afgà"-adjective-ca
"afgà"-adjective-ca "afghan"-adjective-en
"marxista"-adjective-ca "marxist"-adjective-en
"marxist"-adjective-en "marxista"-adjective-ca
"shiite"-adjective-en "xiïta"-adjective-ca
"xiïta"-adjective-ca "shiite"-adjective-en
"somali"-adjective-en "somali"-adjective-ca
"somali"-adjective-ca "somali"-adjective-en
"admirable"-adjective-en "admirable"-adjective-ca
"admirable"-adjective-ca "admirable"-adjective-en
"anarquista"-adjective-ca "anarchist"-adjective-en
"anarchist"-adjective-en "anarquista"-adjective-ca
"aplicable"-adjective-ca "applicable"-adjective-en
"applicable"-adjective-en "aplicable"-adjective-ca
"audiovisual"-adjective-en "audiovisual"-adjective-ca
"audiovisual"-adjective-ca "audiovisual"-adjective-en
"cellular"-adjective-en "cel·lular"-adjective-ca
"cel·lular"-adjective-ca "cellular"-adjective-en
"infantil"-adjective-ca "childish"-adjective-en
"childish"-adjective-en "infantil"-adjective-ca
"plegable"-adjective-ca "collapsible"-adjective-en
"plegable"-adjective-ca "folding"-adjective-en
"collapsible"-adjective-en "plegable"-adjective-ca
"folding"-adjective-en "plegable"-adjective-ca
"capitalist"-adjective-en "capitalista"-adjective-ca
"capitalista"-adjective-ca "capitalist"-adjective-en
"colonialist"-adjective-en "colonialista"-adjective-ca
"colonialista"-adjective-ca "colonialist"-adjective-en
"comunista"-adjective-ca "communist"-adjective-en
"communist"-adjective-en "comunista"-adjective-ca
"continental"-adjective-ca "continental"-adjective-en
"continental"-adjective-en "continental"-adjective-ca
"convergent"-adjective-en "convergent"-adjective-ca
"convergent"-adjective-ca "convergent"-adjective-en
"dictatorial"-adjective-en "dictatorial"-adjective-ca
"dictatorial"-adjective-ca "dictatorial"-adjective-en
"dissident"-adjective-ca "dissident"-adjective-en
"dissident"-adjective-en "dissident"-adjective-ca
"documentary"-adjective-en "documental"-adjective-ca
"documental"-adjective-ca "documentary"-adjective-en
"existent"-adjective-ca "existent"-adjective-en
"existent"-adjective-en "existent"-adjective-ca
"feixista"-adjective-ca "fascist"-adjective-en
"fascist"-adjective-en "feixista"-adjective-ca
"fiscal"-adjective-ca "fiscal"-adjective-en
"fiscal"-adjective-en "fiscal"-adjective-ca
"fluvial"-adjective-en "fluvial"-adjective-ca
"fluvial"-adjective-ca "fluvial"-adjective-en
"governamental"-adjective-ca "governmental"-adjective-en
"governmental"-adjective-en "governamental"-adjective-ca
"governmental"-adjective-en "governatiu"-adjective-ca
"governatiu"-adjective-ca "governmental"-adjective-en
"homosexual"-adjective-en "homosexual"-adjective-ca
"homosexual"-adjective-ca "homosexual"-adjective-en
"immortal"-adjective-en "immortal"-adjective-ca
"immortal"-adjective-ca "immortal"-adjective-en
"imperialist"-adjective-en "imperialista"-adjective-ca
"imperialista"-adjective-ca "imperialist"-adjective-en
"irresponsable"-adjective-ca "irresponsible"-adjective-en
"irresponsible"-adjective-en "irresponsable"-adjective-ca
"insistent"-adjective-en "insistent"-adjective-ca
"insistent"-adjective-ca "insistent"-adjective-en
"insolvent"-adjective-en "insolvent"-adjective-ca
"insolvent"-adjective-ca "insolvent"-adjective-en
"insular"-adjective-en "insular"-adjective-ca
"insular"-adjective-ca "insular"-adjective-en
"intolerable"-adjective-ca "intolerable"-adjective-en
"intolerable"-adjective-en "intolerable"-adjective-ca
"irrefutable"-adjective-ca "irrefutable"-adjective-en
"irrefutable"-adjective-en "irrefutable"-adjective-ca
"judicial"-adjective-ca "judicial"-adjective-en
"judicial"-adjective-en "judicial"-adjective-ca
"manual"-adjective-ca "manual"-adjective-en
"manual"-adjective-en "manual"-adjective-ca
"naval"-adjective-en "naval"-adjective-ca
"naval"-adjective-ca "naval"-adjective-en
"optimista"-adjective-ca "optimistic"-adjective-en
"optimistic"-adjective-en "optimista"-adjective-ca
"potencial"-adjective-ca "potential"-adjective-en
"potential"-adjective-en "potencial"-adjective-ca
"presidencial"-adjective-ca "presidential"-adjective-en
"presidential"-adjective-en "presidencial"-adjective-ca
"escolar"-adjective-ca "school"-adjective-en
"school"-adjective-en "escolar"-adjective-ca
"sindical"-adjective-ca "sindical"-adjective-en
"sindical"-adjective-en "sindical"-adjective-ca
"solar"-adjective-ca "solar"-adjective-en
"solar"-adjective-en "solar"-adjective-ca
"stainless"-adjective-en "inoxidable"-adjective-ca
"inoxidable"-adjective-ca "stainless"-adjective-en
"territorial"-adjective-ca "territorial"-adjective-en
"territorial"-adjective-en "territorial"-adjective-ca
"terrorista"-adjective-ca "terrorist"-adjective-en
"terrorist"-adjective-en "terrorista"-adjective-ca
"tèxtil"-adjective-ca "textile"-adjective-en
"textile"-adjective-en "tèxtil"-adjective-ca
"teatral"-adjective-ca "theatrical"-adjective-en
"theatrical"-adjective-en "teatral"-adjective-ca
"transversal"-adjective-en "transversal"-adjective-ca
"transversal"-adjective-ca "transversal"-adjective-en
"tropical"-adjective-en "tropical"-adjective-ca
"tropical"-adjective-ca "tropical"-adjective-en
"universal"-adjective-en "universal"-adjective-ca
"universal"-adjective-ca "universal"-adjective-en
"unpopular"-adjective-en "impopular"-adjective-ca
"impopular"-adjective-ca "unpopular"-adjective-en
"audacity"-noun-en "audàcia"-noun-ca
"audàcia"-noun-ca "audacity"-noun-en
"Sevilla"-properNoun-ca "Seville"-properNoun-en
"Seville"-properNoun-en "Sevilla"-properNoun-ca
"blog"-noun-en "blog"-noun-ca
"blog"-noun-ca "blog"-noun-en
"Aruba"-properNoun-en "Aruba"-properNoun-ca
"Aruba"-properNoun-ca "Aruba"-properNoun-en
"Kurdistan"-properNoun-ca "Kurdistan"-properNoun-en
"Kurdistan"-properNoun-en "Kurdistan"-properNoun-ca
"Normandy"-properNoun-en "Normandia"-properNoun-ca
"Normandia"-properNoun-ca "Normandy"-properNoun-en
"abbey"-noun-en "abadia"-noun-ca
"abadia"-noun-ca "abbey"-noun-en
"birch"-noun-en "bedoll"-noun-ca
"bedoll"-noun-ca "birch"-noun-en
"fir"-noun-en "avet"-noun-ca
"avet"-noun-ca "fir"-noun-en
"aquarium"-noun-en "aquari"-noun-ca
"aquari"-noun-ca "aquarium"-noun-en
"godson"-noun-en "fillol"-noun-ca
"fillol"-noun-ca "godson"-noun-en
"admiral"-noun-en "almirall"-noun-ca
"almirall"-noun-ca "admiral"-noun-en
"amalgam"-noun-en "amalgama"-noun-ca
"amalgama"-noun-ca "amalgam"-noun-en
"jay"-noun-en "gaig"-noun-ca
"gaig"-noun-ca "jay"-noun-en
"atheist"-noun-en "ateu"-noun-ca
"ateu"-noun-ca "atheist"-noun-en
"llagosta"-noun-ca "lobster"-noun-en
"lobster"-noun-en "llagosta"-noun-ca
"cricket"-noun-en "grill"-noun-ca
"grill"-noun-ca "cricket"-noun-en
"biquini"-noun-ca "bikini"-noun-en
"bikini"-noun-en "biquini"-noun-ca
"cranc"-noun-ca "crab"-noun-en
"crab"-noun-en "cranc"-noun-ca
"carnestoltes"-noun-ca "carnival"-noun-en
"carnival"-noun-en "carnestoltes"-noun-ca
"carnival"-noun-en "carnaval"-noun-ca
"carnaval"-noun-ca "carnival"-noun-en
"celibacy"-noun-en "celibat"-noun-ca
"celibat"-noun-ca "celibacy"-noun-en
"cérvol"-noun-ca "deer"-noun-en
"deer"-noun-en "cérvol"-noun-ca
"clínica"-noun-ca "clinic"-noun-en
"clinic"-noun-en "clínica"-noun-ca
"equatorial"-adjective-en "equatorial"-adjective-ca
"equatorial"-adjective-ca "equatorial"-adjective-en
"emir"-noun-ca "emir"-noun-en
"emir"-noun-en "emir"-noun-ca
"trineu"-noun-ca "sled"-noun-en
"sled"-noun-en "trineu"-noun-ca
"evaporació"-noun-ca "vaporization"-noun-en
"vaporization"-noun-en "evaporació"-noun-ca
"expansionist"-adjective-en "expansionista"-adjective-ca
"expansionista"-adjective-ca "expansionist"-adjective-en
"pheasant"-noun-en "faisà"-noun-ca
"faisà"-noun-ca "pheasant"-noun-en
"gramatical"-adjective-ca "grammatical"-adjective-en
"grammatical"-adjective-en "gramatical"-adjective-ca
"papallona"-noun-ca "butterfly"-noun-en
"butterfly"-noun-en "papallona"-noun-ca
"melodrama"-noun-en "melodrama"-noun-ca
"melodrama"-noun-ca "melodrama"-noun-en
"nazi"-adjective-en "nazi"-adjective-ca
"nazi"-adjective-ca "nazi"-adjective-en
"oyster"-noun-en "ostra"-noun-ca
"ostra"-noun-ca "oyster"-noun-en
"patriarchy"-noun-en "patriarcat"-noun-ca
"patriarcat"-noun-ca "patriarchy"-noun-en
"parchment"-noun-en "pergamí"-noun-ca
"pergamí"-noun-ca "parchment"-noun-en
"potion"-noun-en "poció"-noun-ca
"poció"-noun-ca "potion"-noun-en
"potassium"-noun-en "potassi"-noun-ca
"potassi"-noun-ca "potassium"-noun-en
"trailer"-noun-en "remolc"-noun-ca
"remolc"-noun-ca "trailer"-noun-en
"fisherman"-noun-en "pescador"-noun-ca
"pescador"-noun-ca "fisherman"-noun-en
"jaw"-noun-en "mandíbula"-noun-ca
"mandíbula"-noun-ca "jaw"-noun-en
"lingüista"-noun-ca "linguist"-noun-en
"linguist"-noun-en "lingüista"-noun-ca
"espurna"-noun-ca "spark"-noun-en
"spark"-noun-en "espurna"-noun-ca
"spark"-noun-en "guspira"-noun-ca
"guspira"-noun-ca "spark"-noun-en
"oca"-noun-ca "goose"-noun-en
"goose"-noun-en "oca"-noun-ca
"jew"-noun-en "jueu"-noun-ca
"jueu"-noun-ca "jew"-noun-en
"pizza"-noun-en "pizza"-noun-ca
"pizza"-noun-ca "pizza"-noun-en
"rehabilitation"-noun-en "rehabilitació"-noun-ca
"rehabilitació"-noun-ca "rehabilitation"-noun-en
"injection"-noun-en "injecció"-noun-ca
"injecció"-noun-ca "injection"-noun-en
"gegant"-noun-ca "giant"-noun-en
"giant"-noun-en "gegant"-noun-ca
"Vaticà"-properNoun-ca "Vatican"-properNoun-en
"Vatican"-properNoun-en "Vaticà"-properNoun-ca
"hereu"-noun-ca "heir"-noun-en
"heir"-noun-en "hereu"-noun-ca
"casino"-noun-ca "casino"-noun-en
"casino"-noun-en "casino"-noun-ca
"congressman"-noun-en "congressista"-noun-ca
"congressista"-noun-ca "congressman"-noun-en
"gira-sol"-noun-ca "sunflower"-noun-en
"sunflower"-noun-en "gira-sol"-noun-ca
"secretion"-noun-en "secreció"-noun-ca
"secreció"-noun-ca "secretion"-noun-en
"liberalisme"-noun-ca "liberalism"-noun-en
"liberalism"-noun-en "liberalisme"-noun-ca
"multiplication"-noun-en "multiplicació"-noun-ca
"multiplicació"-noun-ca "multiplication"-noun-en
"egipci"-noun-ca "Egyptian"-noun-en
"Egyptian"-noun-en "egipci"-noun-ca
"teòric"-noun-ca "theorist"-noun-en
"theorist"-noun-en "teòric"-noun-ca
"Potter"-properNoun-ca "Potter"-properNoun-en
"Potter"-properNoun-en "Potter"-properNoun-ca
"teenage"-adjective-en "adolescent"-adjective-ca
"adolescent"-adjective-ca "teenage"-adjective-en
"adolescent"-adjective-ca "adolescent"-adjective-en
"adolescent"-adjective-en "adolescent"-adjective-ca
"Algiers"-properNoun-en "Alger"-properNoun-ca
"Alger"-properNoun-ca "Algiers"-properNoun-en
"tolerance"-noun-en "tolerància"-noun-ca
"tolerància"-noun-ca "tolerance"-noun-en
"vagabond"-noun-en "vagabund"-noun-ca
"vagabund"-noun-ca "vagabond"-noun-en
"Alps"-properNoun-ca "Alps"-properNoun-en
"Alps"-properNoun-en "Alps"-properNoun-ca
"munició"-noun-ca "ammunition"-noun-en
"ammunition"-noun-en "munició"-noun-ca
"autograph"-noun-en "autògraf"-noun-ca
"autògraf"-noun-ca "autograph"-noun-en
"rendibilitat"-noun-ca "profitability"-noun-en
"profitability"-noun-en "rendibilitat"-noun-ca
"tàndem"-noun-ca "tandem"-noun-en
"tandem"-noun-en "tàndem"-noun-ca
"gin"-noun-en "ginebra"-noun-ca
"ginebra"-noun-ca "gin"-noun-en
"paradoxa"-noun-ca "paradox"-noun-en
"paradox"-noun-en "paradoxa"-noun-ca
"wig"-noun-en "perruca"-noun-ca
"perruca"-noun-ca "wig"-noun-en
"cyclone"-noun-en "cicló"-noun-ca
"cicló"-noun-ca "cyclone"-noun-en
"sturgeon"-noun-en "esturió"-noun-ca
"esturió"-noun-ca "sturgeon"-noun-en
"smallpox"-noun-en "verola"-noun-ca
"verola"-noun-ca "smallpox"-noun-en
"crucible"-noun-en "gresol"-noun-ca
"gresol"-noun-ca "crucible"-noun-en
"Lapland"-properNoun-en "Lapònia"-properNoun-ca
"Lapònia"-properNoun-ca "Lapland"-properNoun-en
"soprano"-noun-en "soprano"-noun-ca
"soprano"-noun-ca "soprano"-noun-en
"Índia"-properNoun-ca "India"-properNoun-en
"India"-properNoun-en "Índia"-properNoun-ca
"invasor"-noun-ca "invader"-noun-en
"invader"-noun-en "invasor"-noun-ca
"en gaèlic"-adverb-ca "in Gaelic"-adverb-en
"in Gaelic"-adverb-en "en gaèlic"-adverb-ca
"en català"-adverb-ca "in Catalan"-adverb-en
"in Catalan"-adverb-en "en català"-adverb-ca
"en portuguès"-adverb-ca "in Portuguese"-adverb-en
"in Portuguese"-adverb-en "en portuguès"-adverb-ca
"en aragonès"-adverb-ca "in Aragonese"-adverb-en
"in Aragonese"-adverb-en "en aragonès"-adverb-ca
"en asturià"-adverb-ca "in Asturian"-adverb-en
"in Asturian"-adverb-en "en asturià"-adverb-ca
"en occità"-adverb-ca "in Occitan"-adverb-en
"in Occitan"-adverb-en "en occità"-adverb-ca
"en gascó"-adverb-ca "in Gascon"-adverb-en
"in Gascon"-adverb-en "en gascó"-adverb-ca
"en francès"-adverb-ca "in French"-adverb-en
"in French"-adverb-en "en francès"-adverb-ca
"en italià"-adverb-ca "in Italian"-adverb-en
"in Italian"-adverb-en "en italià"-adverb-ca
"en friülà"-adverb-ca "in Friulian"-adverb-en
"in Friulian"-adverb-en "en friülà"-adverb-ca
"en sard"-adverb-ca "in Sardinian"-adverb-en
"in Sardinian"-adverb-en "en sard"-adverb-ca
"en romanx"-adverb-ca "in Romansh"-adverb-en
"in Romansh"-adverb-en "en romanx"-adverb-ca
"en romanès"-adverb-ca "in Romanian"-adverb-en
"in Romanian"-adverb-en "en romanès"-adverb-ca
"en anglès"-adverb-ca "in English"-adverb-en
"in English"-adverb-en "en anglès"-adverb-ca
"in Scottish Gaelic"-adverb-en "en escocès"-adverb-ca
"en escocès"-adverb-ca "in Scottish Gaelic"-adverb-en
"en escocès"-adverb-ca "in Scots"-adverb-en
"in Scots"-adverb-en "en escocès"-adverb-ca
"en alemany"-adverb-ca "in German"-adverb-en
"in German"-adverb-en "en alemany"-adverb-ca
"en flamenc"-adverb-ca "in Flemish"-adverb-en
"in Flemish"-adverb-en "en flamenc"-adverb-ca
"en irlandès"-adverb-ca "in Irish"-adverb-en
"in Irish"-adverb-en "en irlandès"-adverb-ca
"en bretó"-adverb-ca "in Breton"-adverb-en
"in Breton"-adverb-en "en bretó"-adverb-ca
"en gal·lès"-adverb-ca "in Welsh"-adverb-en
"in Welsh"-adverb-en "en gal·lès"-adverb-ca
"en basc"-adverb-ca "in Basque"-adverb-en
"in Basque"-adverb-en "en basc"-adverb-ca
"en danès"-adverb-ca "in Danish"-adverb-en
"in Danish"-adverb-en "en danès"-adverb-ca
"en suec"-adverb-ca "in Swedish"-adverb-en
"in Swedish"-adverb-en "en suec"-adverb-ca
"en noruec"-adverb-ca "in Norvegian"-adverb-en
"in Norvegian"-adverb-en "en noruec"-adverb-ca
"en islandès"-adverb-ca "in Icelandic"-adverb-en
"in Icelandic"-adverb-en "en islandès"-adverb-ca
"en lituà"-adverb-ca "in Lithuanian"-adverb-en
"in Lithuanian"-adverb-en "en lituà"-adverb-ca
"en letó"-adverb-ca "in Latvian"-adverb-en
"in Latvian"-adverb-en "en letó"-adverb-ca
"en estonià"-adverb-ca "in Estonian"-adverb-en
"in Estonian"-adverb-en "en estonià"-adverb-ca
"en finès"-adverb-ca "in Finnish"-adverb-en
"in Finnish"-adverb-en "en finès"-adverb-ca
"en hongarès"-adverb-ca "in Hungarian"-adverb-en
"in Hungarian"-adverb-en "en hongarès"-adverb-ca
"en polonès"-adverb-ca "in Polish"-adverb-en
"in Polish"-adverb-en "en polonès"-adverb-ca
"en rus"-adverb-ca "in Russian"-adverb-en
"in Russian"-adverb-en "en rus"-adverb-ca
"en bielorús"-adverb-ca "in Belarussian"-adverb-en
"in Belarussian"-adverb-en "en bielorús"-adverb-ca
"en ucraïnès"-adverb-ca "in Ukrainian"-adverb-en
"in Ukrainian"-adverb-en "en ucraïnès"-adverb-ca
"en txec"-adverb-ca "in Czech"-adverb-en
"in Czech"-adverb-en "en txec"-adverb-ca
"en eslovè"-adverb-ca "in Slovene"-adverb-en
"in Slovene"-adverb-en "en eslovè"-adverb-ca
"en croat"-adverb-ca "in Croatian"-adverb-en
"in Croatian"-adverb-en "en croat"-adverb-ca
"en eslovac"-adverb-ca "in Slovak"-adverb-en
"in Slovak"-adverb-en "en eslovac"-adverb-ca
"en serbi"-adverb-ca "in Serbian"-adverb-en
"in Serbian"-adverb-en "en serbi"-adverb-ca
"en serbocroat"-adverb-ca "in Serbocroatian"-adverb-en
"in Serbocroatian"-adverb-en "en serbocroat"-adverb-ca
"en macedoni"-adverb-ca "in Macedonian"-adverb-en
"in Macedonian"-adverb-en "en macedoni"-adverb-ca
"en búlgar"-adverb-ca "in Bulgarian"-adverb-en
"in Bulgarian"-adverb-en "en búlgar"-adverb-ca
"en grec"-adverb-ca "in Greek"-adverb-en
"in Greek"-adverb-en "en grec"-adverb-ca
"en albanès"-adverb-ca "in Albanian"-adverb-en
"in Albanian"-adverb-en "en albanès"-adverb-ca
"in Latin"-adverb-en "en llatí"-adverb-ca
"en llatí"-adverb-ca "in Latin"-adverb-en
