"-"-punctuation-isl "-"-punctuation-eng
"handlóð"-noun-isl "dumbbell"-noun-eng
"háttaratviksorð"-noun-isl "adverb of manner"-noun-eng
"hávaðamaður"-noun-isl "noisy man"-noun-eng
"heiðafura"-noun-isl "mountain pine"-noun-eng
"heilabólga"-noun-isl "encephalitis"-noun-eng
"heilahimna"-noun-isl "meninges"-noun-eng
"heill"-noun-isl "luck"-noun-eng
"heimaey"-noun-isl "home island"-noun-eng
"heimsyfirráð"-noun-isl "world domination"-noun-eng
"hildur"-noun-isl "battle"-noun-eng
"hindartré"-noun-isl "Japanese cedar"-noun-eng
"hjálmfura"-noun-isl "stone pine"-noun-eng
"hjartahnoð"-noun-isl "cardiac massage"-noun-eng
"hjartasjúkdómafræði"-noun-isl "cardiac studies"-noun-eng
"hjartastilling"-noun-isl "defibrillation"-noun-eng
"hjartastillir"-noun-isl "defibrillator"-noun-eng
"hjartastopp"-noun-isl "cardiac arrest"-noun-eng
"hnappaborð"-noun-isl "chest of drawers"-noun-eng
"hnotigða"-noun-isl "wood nuthatch"-noun-eng
"hór"-noun-isl "adultery"-noun-eng
"hrífa"-noun-isl "rake"-noun-eng
"hugbúnaðarverkfræði"-noun-isl "software engineering"-noun-eng
"hyggja"-noun-isl "opinion"-noun-eng
"íferðarfall"-noun-isl "illative"-noun-eng
"jarðfræðistofnun"-noun-isl "geological institute"-noun-eng
"jarðhneta"-noun-isl "peanut"-noun-eng
"jarðskjálftafræðingur"-noun-isl "earthquake scientist"-noun-eng
"jökulsá"-noun-isl "glacial river"-noun-eng
"jónhvolf"-noun-isl "ionosphere"-noun-eng
"keisaradæmi"-noun-isl "empire"-noun-eng
"keppnishjól"-noun-isl "racing bike"-noun-eng
"kippa"-noun-isl "bunch"-noun-eng
"kíví"-noun-isl "kiwi"-noun-eng
"kjarnasprengja"-noun-isl "atomic bomb"-noun-eng
"kjöltutölva"-noun-isl "laptop"-noun-eng
"kjörskrá"-noun-isl "electoral roll"-noun-eng
"kló"-noun-isl "toilet"-noun-eng
"knattspyrnudómari"-noun-isl "referee"-noun-eng
"krækja"-noun-isl "hook"-noun-eng
"kvaðrat"-noun-isl "square"-noun-eng
"kvak"-noun-isl "twittering"-noun-eng
"kynkvísl"-noun-isl "subgroup"-noun-eng
"læknisaðstoð"-noun-isl "medical assistance"-noun-eng
"landmótunarfræði"-noun-isl "geomorphology"-noun-eng
"lánþýðing"-noun-isl "loan translation"-noun-eng
"latínuskóli"-noun-isl "latin school"-noun-eng
"leikstjórn"-noun-isl "director"-noun-eng
"leyti"-noun-isl "respect"-noun-eng
"lindifura"-noun-isl "Swiss pine"-noun-eng
"lithimna"-noun-isl "iris"-noun-eng
"ljósbjalla"-noun-isl "glow-worm"-noun-eng
"lofðungur"-noun-isl "king"-noun-eng
"lofttóm"-noun-isl "vacuum"-noun-eng
"lystarleysi"-noun-isl "anorexia"-noun-eng
"málaflutningsmaður"-noun-isl "art dealer"-noun-eng
"málbein"-noun-isl "hyoid bone"-noun-eng
"megin"-noun-isl "main part"-noun-eng
"miðjarðarhafsfura"-noun-isl "maritime pine"-noun-eng
"morgunfrú"-noun-isl "pot marigold"-noun-eng
"mund"-noun-isl "time"-noun-eng
"nærgeimsryk"-noun-isl "interplanetary dust"-noun-eng
"nærverufall"-noun-isl "adessive case"-noun-eng
"næturljóð"-noun-isl "nocturne"-noun-eng
"nafnarými"-noun-isl "namespace"-noun-eng
"nafnháttarmerki"-noun-isl "infinitive particle"-noun-eng
"nasahol"-noun-isl "nostril"-noun-eng
"náttfiðrildi"-noun-isl "moth"-noun-eng
"navahómál"-noun-isl "Navajo"-noun-eng
"Neanderdalsmaður"-noun-isl "Neanderthal man"-noun-eng
"nefhol"-noun-isl "nasal cavity"-noun-eng
"nethimna"-noun-isl "retina"-noun-eng
"Nígeríumaður"-noun-isl "Nigerian"-noun-eng
"Bosníumaður"-noun-isl "Bosnian"-noun-eng
"Úkraínumaður"-noun-isl "Ukrainian"-noun-eng
"nýstirni"-noun-isl "nova"-noun-eng
"óminni"-noun-isl "forgetfulness"-noun-eng
"öndunarkerfi"-noun-isl "respitory system"-noun-eng
"öndunarstopp"-noun-isl "respitory arrest"-noun-eng
"öndunarvél"-noun-isl "respirator"-noun-eng
"opnunartími"-noun-isl "opening hours"-noun-eng
"orkufræði"-noun-isl "energy science"-noun-eng
"ó"-noun-isl "ó"-noun-eng
"persónubeyging"-noun-isl "inflection for person"-noun-eng
"piparmey"-noun-isl "spinster"-noun-eng
"pallbíll"-noun-isl "pickup truck"-noun-eng
"plebbi"-noun-isl "pleb"-noun-eng
"pokabjörn"-noun-isl "koala"-noun-eng
"prófkjörsdagur"-noun-isl "election day"-noun-eng
"púma"-noun-isl "puma"-noun-eng
"ráðamaður"-noun-isl "councillor"-noun-eng
"rafmagnsfiðla"-noun-isl "electric violin"-noun-eng
"rannsóknaráætlun"-noun-isl "research plan"-noun-eng
"rannsóknarverkefni"-noun-isl "research assignment"-noun-eng
"rás"-noun-isl "run"-noun-eng
"regnbogahimna"-noun-isl "iris"-noun-eng
"reiðstígvél"-noun-isl "riding boot"-noun-eng
"ríkisdalur"-noun-isl "US dollar"-noun-eng
"rímnaflæði"-noun-isl "rap"-noun-eng
"ritverk"-noun-isl "publication"-noun-eng
"rússi"-noun-isl "Russian"-noun-eng
"rútufyrirtæki"-noun-isl "bus company"-noun-eng
"sálnaflakk"-noun-isl "transmigration of souls"-noun-eng
"samvistarfall"-noun-isl "comitative case"-noun-eng
"sandlægja"-noun-isl "grey whale"-noun-eng
"sanngildi"-noun-isl "truth"-noun-eng
"setbein"-noun-isl "hip bone"-noun-eng
"silfurmáfur"-noun-isl "herring gull"-noun-eng
"silkitoppa"-noun-isl "waxwing"-noun-eng
"símakerfi"-noun-isl "telephone network"-noun-eng
"sjálfsmorðsflugmaður"-noun-isl "suicide pilot"-noun-eng
"sjálfstæðismaður"-noun-isl "conservative"-noun-eng
"sjávarspendýr"-noun-isl "marine mammal"-noun-eng
"sjóna"-noun-isl "retina"-noun-eng
"sjónhimna"-noun-isl "retina"-noun-eng
"sjónulos"-noun-isl "retinal detachment"-noun-eng
"sjónurof"-noun-isl "retinoschisis"-noun-eng
"sjöstirni"-noun-isl "Seven sisters"-noun-eng
"skáldamál"-noun-isl "poetic language"-noun-eng
"skáldverk"-noun-isl "work of fiction"-noun-eng
"skema"-noun-isl "schema"-noun-eng
"skemma"-noun-isl "storehouse"-noun-eng
"skerpa"-noun-isl "sharpness"-noun-eng
"skrölt"-noun-isl "rattle"-noun-eng
"skurnhimna"-noun-isl "amnion"-noun-eng
"skýringarrit"-noun-isl "commentary"-noun-eng
"slökkvibíll"-noun-isl "fire engine"-noun-eng
"smækkunarorð"-noun-isl "diminutive"-noun-eng
"smáslys"-noun-isl "little accident"-noun-eng
"smástirnabelti"-noun-isl "asteroid belt"-noun-eng
"snara"-noun-isl "snare"-noun-eng
"sósublettur"-noun-isl "sauce stain"-noun-eng
"spilari"-noun-isl "player"-noun-eng
"spurnarfornafn"-noun-isl "interrogative pronoun"-noun-eng
"steindafræði"-noun-isl "mineralogy"-noun-eng
"stjórnarflokkur"-noun-isl "governing party"-noun-eng
"stjórnarkreppa"-noun-isl "government crisis"-noun-eng
"stjórnmálasaga"-noun-isl "political history"-noun-eng
"stjörnuryk"-noun-isl "stardust"-noun-eng
"stóumaður"-noun-isl "stoic"-noun-eng
"sviftifall"-noun-isl "ablative case"-noun-eng
"tækisfall"-noun-isl "instrumental case"-noun-eng
"tangerína"-noun-isl "tangerine"-noun-eng
"taugahvot"-noun-isl "neuralgia"-noun-eng
"taugasjúkdómafræði"-noun-isl "neurology"-noun-eng
"tilgangsfall"-noun-isl "allative case"-noun-eng
"tilkoma"-noun-isl "appearance"-noun-eng
"timburhús"-noun-isl "wooden house"-noun-eng
"tungubein"-noun-isl "hyoid bone"-noun-eng
"umritun"-noun-isl "transcription"-noun-eng
"undirfyrirsögn"-noun-isl "subtitle"-noun-eng
"undirgrein"-noun-isl "subparagraph"-noun-eng
"undirtegund"-noun-isl "subspecies"-noun-eng
"unnur"-noun-isl "wave"-noun-eng
"únsa"-noun-isl "ounce"-noun-eng
"upplýsingarfræði"-noun-isl "information science"-noun-eng
"úrferðarfall"-noun-isl "elative case"-noun-eng
"útrýmingarhætta"-noun-isl "risk management"-noun-eng
"útsetning"-noun-isl "arrangement"-noun-eng
"útskolun"-noun-isl "eluvium"-noun-eng
"útskriftarhópur"-noun-isl "graduation group"-noun-eng
"vaða"-noun-isl "shoal"-noun-eng
"valdatími"-noun-isl "chosen time"-noun-eng
"vaxkaka"-noun-isl "honeycomb"-noun-eng
"veggmálverk"-noun-isl "decorating"-noun-eng
"verufall"-noun-isl "essive case"-noun-eng
"norður"-noun-isl "north"-noun-eng
"suður"-noun-isl "south"-noun-eng
"austur"-noun-isl "east"-noun-eng
"vestur"-noun-isl "west"-noun-eng
"norðaustur"-noun-isl "northeast"-noun-eng
"norðvestur"-noun-isl "northwest"-noun-eng
"suðaustur"-noun-isl "southeast"-noun-eng
"suðvestur"-noun-isl "southwest"-noun-eng
"norðnorðaustur"-noun-isl "north-northeast"-noun-eng
"norðnorðvestur"-noun-isl "north-northwest"-noun-eng
"suðsuðaustur"-noun-isl "south-southeast"-noun-eng
"suðsuðvestur"-noun-isl "south-southwest"-noun-eng
"austnorðaustur"-noun-isl "east-northeast"-noun-eng
"austsuðaustur"-noun-isl "east-southeast"-noun-eng
"vestnorðvestur"-noun-isl "west-northwest"-noun-eng
"vestsuðvestur"-noun-isl "west-southwest"-noun-eng
"vídeó"-noun-isl "video"-noun-eng
"viðlaga"-noun-isl "refrain"-noun-eng
"viðskiptasamning"-noun-isl "business deal"-noun-eng
"vinsældalisti"-noun-isl "popularity chart"-noun-eng
"yfirdrepsskapur"-noun-isl "hypocrisy"-noun-eng
"yfirumsjón"-noun-isl "supervision"-noun-eng
"ý"-noun-isl "ý"-noun-eng
"þekja"-noun-isl "roof"-noun-eng
"þéttleiki"-noun-isl "density"-noun-eng
"þjóðleikhús"-noun-isl "national theatre"-noun-eng
"þjóðskjalasafn"-noun-isl "national archive"-noun-eng
"þróunarbanki"-noun-isl "development bank"-noun-eng
"þvæla"-noun-isl "drivel"-noun-eng
"þvinga"-noun-isl "clamp"-noun-eng
"kaupstaðarréttindi"-noun-isl "consumer right"-noun-eng
"bókmenntaverðlaun"-noun-isl "literature"-noun-eng
"átök"-noun-isl "fight"-noun-eng
"sannindi"-noun-isl "truth"-noun-eng
"vitsmunir"-noun-isl "intellect"-noun-eng
"vínbúð"-noun-isl "off licence"-noun-eng
"nærliggjandi"-adjective-isl "neighbouring"-adjective-eng
"óalgengur"-adjective-isl "uncommon"-adjective-eng
"forngrískur"-adjective-isl "Ancient Greek"-adjective-eng
"amalegur"-adjective-isl "not bad"-adjective-eng
"andfélagslegur"-adjective-isl "anti-social"-adjective-eng
"andkannalegur"-adjective-isl "strange"-adjective-eng
"artarlegur"-adjective-isl "handsome"-adjective-eng
"aumlegur"-adjective-isl "unblessed"-adjective-eng
"auðvirðilegur"-adjective-isl "despicable"-adjective-eng
"breytanlegur"-adjective-isl "mutable"-adjective-eng
"brjóstumkennanlegur"-adjective-isl "pathetic"-adjective-eng
"bráðmyndarlegur"-adjective-isl "very handsome"-adjective-eng
"bráðskemmtilegur"-adjective-isl "very nice"-adjective-eng
"brúklegur"-adjective-isl "reasonable"-adjective-eng
"búskaparlegur"-adjective-isl "agricultural"-adjective-eng
"dauflegur"-adjective-isl "dullish"-adjective-eng
"draugalegur"-adjective-isl "weird"-adjective-eng
"dýrðlegur"-adjective-isl "splendorous"-adjective-eng
"efirminnilegur"-adjective-isl "memorable"-adjective-eng
"einmanalegur"-adjective-isl "solitary"-adjective-eng
"einstrengingslegur"-adjective-isl "pedantic"-adjective-eng
"eldlegur"-adjective-isl "flaming"-adjective-eng
"endurvinnanlegur"-adjective-isl "recycleable"-adjective-eng
"englalegur"-adjective-isl "angelic"-adjective-eng
"feikilegur"-adjective-isl "overwhelming"-adjective-eng
"finnanlegur"-adjective-isl "findable"-adjective-eng
"flytjanlegur"-adjective-isl "transportable"-adjective-eng
"forgengilegur"-adjective-isl "perishable"-adjective-eng
"forneskjulegur"-adjective-isl "primaeval"-adjective-eng
"framandlegur"-adjective-isl "exotic"-adjective-eng
"framseljanlegur"-adjective-isl "transferable"-adjective-eng
"frjálsmannlegur"-adjective-isl "permissive"-adjective-eng
"frækilegur"-adjective-isl "valiant"-adjective-eng
"frísklegur"-adjective-isl "fresh"-adjective-eng
"frýnilegur"-adjective-isl "loveable"-adjective-eng
"fullkomlegur"-adjective-isl "absolute"-adjective-eng
"fyrirsjáanlegur"-adjective-isl "predictable"-adjective-eng
"fólskulegur"-adjective-isl "malignant"-adjective-eng
"föðurlegur"-adjective-isl "fatherly"-adjective-eng
"gervilegur"-adjective-isl "promising"-adjective-eng
"geðslegur"-adjective-isl "attractive"-adjective-eng
"glettnislegur"-adjective-isl "rogueish"-adjective-eng
"greinanlegur"-adjective-isl "distinguishable"-adjective-eng
"grimmilegur"-adjective-isl "fierce"-adjective-eng
"grámyglulegur"-adjective-isl "ashen-faced"-adjective-eng
"guðfræðilegur"-adjective-isl "theological"-adjective-eng
"góðlátlegur"-adjective-isl "jovial"-adjective-eng
"heiftarlegur"-adjective-isl "virulent"-adjective-eng
"heimilislegur"-adjective-isl "homely"-adjective-eng
"hermannlegur"-adjective-isl "soldierly"-adjective-eng
"hjartanlegur"-adjective-isl "hearty"-adjective-eng
"hraustlegur"-adjective-isl "wholesome"-adjective-eng
"hryggilegur"-adjective-isl "sorry"-adjective-eng
"hugmyndafræðilegur"-adjective-isl "ideological"-adjective-eng
"hvatlegur"-adjective-isl "lively"-adjective-eng
"háalvarlegur"-adjective-isl "very serious"-adjective-eng
"hálfkindarlegur"-adjective-isl "half sheepish"-adjective-eng
"hálfvandræðalegur"-adjective-isl "half embarrassing"-adjective-eng
"hæðnislegur"-adjective-isl "sardonic"-adjective-eng
"hörkuduglegur"-adjective-isl "very hard-working"-adjective-eng
"illskiljanlegur"-adjective-isl "intangible"-adjective-eng
"illúðlegur"-adjective-isl "belligerent"-adjective-eng
"kaldhæðnislegur"-adjective-isl "ironic"-adjective-eng
"keisaralegur"-adjective-isl "imperial"-adjective-eng
"kraftalegur"-adjective-isl "husky"-adjective-eng
"kurteislegur"-adjective-isl "polite"-adjective-eng
"kyrkingslegur"-adjective-isl "scrubby"-adjective-eng
"kátlegur"-adjective-isl "antique"-adjective-eng
"kæruleysislegur"-adjective-isl "offhand"-adjective-eng
"landfræðilegur"-adjective-isl "geographical"-adjective-eng
"letilegur"-adjective-isl "lazy"-adjective-eng
"losaralegur"-adjective-isl "sloppy"-adjective-eng
"lágkúrulegur"-adjective-isl "banal"-adjective-eng
"læknisfræðilegur"-adjective-isl "medical"-adjective-eng
"lítilmótlegur"-adjective-isl "scurvy"-adjective-eng
"lögfræðilegur"-adjective-isl "legal"-adjective-eng
"makindalegur"-adjective-isl "snug"-adjective-eng
"menningarlegur"-adjective-isl "cultural"-adjective-eng
"nautnalegur"-adjective-isl "voluptuous"-adjective-eng
"nytsamlegur"-adjective-isl "useful"-adjective-eng
"nýtanlegur"-adjective-isl "workable"-adjective-eng
"ofboðslegur"-adjective-isl "formidable"-adjective-eng
"reiðilegur"-adjective-isl "angry"-adjective-eng
"rennilegur"-adjective-isl "rakish"-adjective-eng
"riddaralegur"-adjective-isl "knightly"-adjective-eng
"ruglingslegur"-adjective-isl "confusing"-adjective-eng
"ríkulegur"-adjective-isl "superabundant"-adjective-eng
"sagnfræðilegur"-adjective-isl "historical"-adjective-eng
"sallarólegur"-adjective-isl "unflappable"-adjective-eng
"samfélagslegur"-adjective-isl "sociological"-adjective-eng
"siðfræðilegur"-adjective-isl "ethical"-adjective-eng
"skiptanlegur"-adjective-isl "exchangeable"-adjective-eng
"skrautlegur"-adjective-isl "decorative"-adjective-eng
"skörulegur"-adjective-isl "emphatic"-adjective-eng
"smáborgaralegur"-adjective-isl "bourgeois"-adjective-eng
"sprenghlægilegur"-adjective-isl "screaming"-adjective-eng
"spámannlegur"-adjective-isl "prophetic"-adjective-eng
"stillanlegur"-adjective-isl "tuneable"-adjective-eng
"stundlegur"-adjective-isl "temporal"-adjective-eng
"stærðfræðilegur"-adjective-isl "mathematical"-adjective-eng
"sálfræðilegur"-adjective-isl "psychological"-adjective-eng
"síbreytilegur"-adjective-isl "protean"-adjective-eng
"tröllslegur"-adjective-isl "ogreish"-adjective-eng
"tölulegur"-adjective-isl "numerical"-adjective-eng
"uppsegjanlegur"-adjective-isl "terminable"-adjective-eng
"vanalegur"-adjective-isl "accustomed"-adjective-eng
"varfærnislegur"-adjective-isl "guarded"-adjective-eng
"vesældarlegur"-adjective-isl "measly"-adjective-eng
"yfirlætislegur"-adjective-isl "sounding"-adjective-eng
"yfirnáttúrlegur"-adjective-isl "supernatural"-adjective-eng
"ámátlegur"-adjective-isl "piteous"-adjective-eng
"ásættanlegur"-adjective-isl "acceptable"-adjective-eng
"ægilegur"-adjective-isl "formidable"-adjective-eng
"ævintýralegur"-adjective-isl "adventurous"-adjective-eng
"óalmennilegur"-adjective-isl "indecent"-adjective-eng
"óaðskiljanlegur"-adjective-isl "integral"-adjective-eng
"óbifanlegur"-adjective-isl "unswerving"-adjective-eng
"ódeilanlegur"-adjective-isl "infrangible"-adjective-eng
"óduglegur"-adjective-isl "inefficient"-adjective-eng
"ódóslegur"-adjective-isl "scrubby"-adjective-eng
"óendanlegur"-adjective-isl "unending"-adjective-eng
"ógildanlegur"-adjective-isl "voidable"-adjective-eng
"ógleymanlegur"-adjective-isl "unforgettable"-adjective-eng
"ógnarlegur"-adjective-isl "formidable"-adjective-eng
"ógnvænlegur"-adjective-isl "awesome"-adjective-eng
"ógreinilegur"-adjective-isl "indistinct"-adjective-eng
"óhreyfanlegur"-adjective-isl "irremoveable"-adjective-eng
"óhugnanlegur"-adjective-isl "morbid"-adjective-eng
"ókennilegur"-adjective-isl "unrecognisable"-adjective-eng
"ólaglegur"-adjective-isl "ugly"-adjective-eng
"óleyfilegur"-adjective-isl "unauthorised"-adjective-eng
"ólundarlegur"-adjective-isl "glum"-adjective-eng
"ólæknanlegur"-adjective-isl "incurable"-adjective-eng
"órannsakanlegur"-adjective-isl "unsearchable"-adjective-eng
"órjúfanlegur"-adjective-isl "indiscrete"-adjective-eng
"ósegjanlegur"-adjective-isl "unspeakable"-adjective-eng
"ósnertanlegur"-adjective-isl "untouchable"-adjective-eng
"ósveigjanlegur"-adjective-isl "uncompromising"-adjective-eng
"ósæmilegur"-adjective-isl "unworthy"-adjective-eng
"ótuktarlegur"-adjective-isl "stubborn"-adjective-eng
"óumbreytanlegur"-adjective-isl "unchangeable"-adjective-eng
"óumdeilanlegur"-adjective-isl "unquestionable"-adjective-eng
"óviðráðanlegur"-adjective-isl "unruly"-adjective-eng
"óviðurkvæmilegur"-adjective-isl "unmet"-adjective-eng
"óyfirstíganlegur"-adjective-isl "insurmountable"-adjective-eng
"óásjálegur"-adjective-isl "unsightly"-adjective-eng
"óútreiknanlegur"-adjective-isl "unpredictable"-adjective-eng
"óþekkjanlegur"-adjective-isl "unrecognisable"-adjective-eng
"þjóðhagslegur"-adjective-isl "economically advantageous"-adjective-eng
"þreklegur"-adjective-isl "bouncing"-adjective-eng
"þunglyndislegur"-adjective-isl "moody"-adjective-eng
"appelsínugulur"-adjective-isl "orange"-adjective-eng
"mjallahvítur"-adjective-isl "snow-white"-adjective-eng
"vatnslaus"-adjective-isl "waterless"-adjective-eng
"rafmagnslaus"-adjective-isl "electricity-less"-adjective-eng
"litlaus"-adjective-isl "colourless"-adjective-eng
"safírblár"-adjective-isl "sapphire blue"-adjective-eng
"nakinn"-adjective-isl "naked"-adjective-eng
"þeyttur"-adjective-isl "whipped"-adjective-eng
"útúr"-adjective-isl "pissed"-adjective-eng
"dreymandi"-adjective-isl "dreamy"-adjective-eng
"einkennandi"-adjective-isl "characteristic"-adjective-eng
"enskumælandi"-adjective-isl "English-speaking"-adjective-eng
"fljúgandi"-adjective-isl "flying"-adjective-eng
"nyrðri"-adjective-isl "northerly"-adjective-eng
"samfara"-adjective-isl "accompanying"-adjective-eng
"samferða"-adjective-isl "accompanying"-adjective-eng
"sjálfkrafa"-adjective-isl "automatic"-adjective-eng
"vestari"-adjective-isl "westerly"-adjective-eng
"arabískumælandi"-adjective-isl "Arabic-speaking"-adjective-eng
"finnskumælandi"-adjective-isl "Finnish-speaking"-adjective-eng
"frönskumælandi"-adjective-isl "French-speaking"-adjective-eng
"grískumælandi"-adjective-isl "Greek-speaking"-adjective-eng
"íslenskumælandi"-adjective-isl "Icelandic-speaking"-adjective-eng
