"ja"-coordinatingConjunction-sme "og"-coordinatingConjunction-nob
"čirsát"-verb-sme "glise"-verb-nob
"šlieddát"-verb-sme "ligge slapp"-verb-nob
"šluvggašit"-verb-sme "holde å slenge"-verb-nob
"šoavvat"-verb-sme "suse"-verb-nob
"šolgadit"-verb-sme "smelte"-verb-nob
"čorpmahallat"-verb-sme "slå med knyttneven"-verb-nob
"čoskkiidit"-verb-sme "kald"-adjective-nob
"čuskkodit"-verb-sme "sprette"-verb-nob
"čáhccet"-verb-sme "vanne"-verb-nob
"dollet"-verb-sme "dra"-verb-nob
"boahkuhit"-verb-sme "vaksinere"-verb-nob
"gearregastit"-verb-sme "prosedere i retten"-verb-nob
"johtáladdat"-verb-sme "bevege"-verb-nob
"guoggut"-verb-sme "huke"-verb-nob
"heađásmuvvat"-verb-sme "engstelig"-adjective-nob
"seksualiseret"-verb-sme "seksualisere"-verb-nob
"dievihit"-verb-sme "fylle opp"-verb-nob
"boahtalastit"-verb-sme "fylle på flaske"-verb-nob
"irgalit"-verb-sme "fri"-verb-nob
"dubbet"-verb-sme "dubbe"-verb-nob
"heakkahuhttit"-verb-sme "avlive"-verb-nob
"liŋket"-verb-sme "lenke"-verb-nob
"uhccánit"-verb-sme "redusere"-verb-nob
"abbonneret"-verb-sme "abonnere"-verb-nob
"abbrevieret"-verb-sme "abbreviere"-verb-nob
"abdiseret"-verb-sme "abdisere"-verb-nob
"abmet"-verb-sme "skrike"-verb-nob
"riehčut"-verb-sme "gnelle"-verb-nob
"abonneret"-verb-sme "abonnere"-verb-nob
"aborteret"-verb-sme "abortere"-verb-nob
"absenteret"-verb-sme "absentere"-verb-nob
"absolveret"-verb-sme "absolvere"-verb-nob
"absorberet"-verb-sme "absorbere"-verb-nob
"abstraheret"-verb-sme "abstrahere"-verb-nob
"adapteret"-verb-sme "adaptere"-verb-nob
"addit"-verb-sme "gi"-verb-nob
"addjot"-verb-sme "nedsnø"-verb-nob
"adhereret"-verb-sme "adherere"-verb-nob
"adjektiveret"-verb-sme "adjektivere"-verb-nob
"adopteret"-verb-sme "adoptere"-verb-nob
"adsorberet"-verb-sme "adsorbere"-verb-nob
"affekteret"-verb-sme "affektere"-verb-nob
"affikseret"-verb-sme "affiksere"-verb-nob
"affiseret"-verb-sme "affisere"-verb-nob
"afrikaniseret"-verb-sme "afrikanisere"-verb-nob
"ageret"-verb-sme "agere"-verb-nob
"agglutineret"-verb-sme "agglutinere"-verb-nob
"agiteret"-verb-sme "agitere"-verb-nob
"ahcit"-verb-sme "flø"-verb-nob
"ahkiduššat"-verb-sme "vantrives"-verb-nob
"ahtanuššat"-verb-sme "øke"-verb-nob
"aiddostahttit"-verb-sme "presisere"-verb-nob
"akkederet"-verb-sme "akkedere"-verb-nob
"akklimatiseret"-verb-sme "akklimatisere"-verb-nob
"akkommoderet"-verb-sme "akkommodere"-verb-nob
"akkompagneret"-verb-sme "akkompagnere"-verb-nob
"akkorderet"-verb-sme "akkordere"-verb-nob
"akkrediteret"-verb-sme "akkreditere"-verb-nob
"dáččaluvvat"-verb-sme "fornorske"-verb-nob
"akkumuleret"-verb-sme "akkumulere"-verb-nob
"akselereret"-verb-sme "akselerere"-verb-nob
"aksentueret"-verb-sme "aksentuere"-verb-nob
"aksepteret"-verb-sme "akseptere"-verb-nob
"aktiviseret"-verb-sme "aktivisere"-verb-nob
"aktualiseret"-verb-sme "aktualisere"-verb-nob
"akšoneret"-verb-sme "aksjonere"-verb-nob
"akšuneret"-verb-sme "aksjonere"-verb-nob
"albmadit"-verb-sme "anmelde"-verb-nob
"buohccindieđihit"-verb-sme "sykemelde"-verb-nob
"albmanit"-verb-sme "vise"-verb-nob
"aldat"-verb-sme "våge bort"-verb-nob
"alfabehtadit"-verb-sme "alfabetisere"-verb-nob
"alfabetiseret"-verb-sme "alfabetisere"-verb-nob
"alidit"-verb-sme "forhøye"-verb-nob
"alieneret"-verb-sme "alienere"-verb-nob
"alihastit"-verb-sme "blåne"-verb-nob
"uhcahastit"-verb-sme "forkjæle"-verb-nob
"alkoholiseret"-verb-sme "alkoholisere"-verb-nob
"allieret"-verb-sme "alliere"-verb-nob
"oainnusmahttit"-verb-sme "synliggjøre"-verb-nob
"allittereret"-verb-sme "allitterere"-verb-nob
"allokeret"-verb-sme "allokere"-verb-nob
"almmostahttit"-verb-sme "blottstille"-verb-nob
"almmuhit"-verb-sme "annonsere"-verb-nob
"savkkuhit"-verb-sme "hviske"-verb-nob
"almmuhit"-verb-sme "publisere"-verb-nob
"almmuhit"-verb-sme "lansere"-verb-nob
"almmustahttit"-verb-sme "utgi"-verb-nob
"almmáskit"-verb-sme "snø"-verb-nob
"altereret"-verb-sme "alterere"-verb-nob
"alterneret"-verb-sme "alternere"-verb-nob
"alumineret"-verb-sme "aluminere"-verb-nob
"amalgameret"-verb-sme "amalgamere"-verb-nob
"amašit"-verb-sme "føle fremmed"-verb-nob
"ambuleret"-verb-sme "ambulere"-verb-nob
"amerikaniseret"-verb-sme "amerikanisere"-verb-nob
"amortiseret"-verb-sme "amortisere"-verb-nob
"amputeret"-verb-sme "amputere"-verb-nob
"analyseret"-verb-sme "analysere"-verb-nob
"anašit"-verb-sme "ha samleie"-verb-nob
"anglifiseret"-verb-sme "anglifisere"-verb-nob
"angliseret"-verb-sme "anglisere"-verb-nob
"animaliseret"-verb-sme "animalisere"-verb-nob
"animeret"-verb-sme "animere"-verb-nob
"annekteret"-verb-sme "annektere"-verb-nob
"annonseret"-verb-sme "annonsere"-verb-nob
"annulleret"-verb-sme "annullere"-verb-nob
"anodiseret"-verb-sme "anodisere"-verb-nob
"anonymiseret"-verb-sme "anonymisere"-verb-nob
"antedateret"-verb-sme "antedatere"-verb-nob
"dateret"-verb-sme "datere"-verb-nob
"apokoperet"-verb-sme "apokopere"-verb-nob
"applauderet"-verb-sme "applaudere"-verb-nob
"applikeret"-verb-sme "applikere"-verb-nob
"appliseret"-verb-sme "applisere"-verb-nob
"apporteret"-verb-sme "apportere"-verb-nob
"approberet"-verb-sme "approbere"-verb-nob
"approprieret"-verb-sme "appropriere"-verb-nob
"apteret"-verb-sme "aptere"-verb-nob
"arkaiseret"-verb-sme "arkaisere"-verb-nob
"arkebuseret"-verb-sme "arkebusere"-verb-nob
"arkiveret"-verb-sme "arkivere"-verb-nob
"armeret"-verb-sme "armere"-verb-nob
"aromatiseret"-verb-sme "aromatisere"-verb-nob
"arrangeret"-verb-sme "arrangere"-verb-nob
"arresteret"-verb-sme "arrestere"-verb-nob
"arriveret"-verb-sme "arrivere"-verb-nob
"arronderet"-verb-sme "arrondere"-verb-nob
"artikuleret"-verb-sme "artikulere"-verb-nob
"arvat"-verb-sme "våge"-verb-nob
"arvit"-verb-sme "regne"-verb-nob
"arvvosmahttit"-verb-sme "stimulere"-verb-nob
"stimuleret"-verb-sme "stimulere"-verb-nob
"arvát"-verb-sme "begynne"-verb-nob
"asfalteret"-verb-sme "asfaltere"-verb-nob
"aspireret"-verb-sme "aspirere"-verb-nob
"assimileret"-verb-sme "assimilere"-verb-nob
"assisteret"-verb-sme "assistere"-verb-nob
"assorteret"-verb-sme "assortere"-verb-nob
"assosieret"-verb-sme "assosiere"-verb-nob
"assureret"-verb-sme "assurere"-verb-nob
"astat"-verb-sme "ha tid til"-verb-nob
"atnit"-verb-sme "anse"-verb-nob
"atnit"-verb-sme "inneha"-verb-nob
"atnit"-verb-sme "bruke"-verb-nob
"atomiseret"-verb-sme "atomisere"-verb-nob
"attakkeret"-verb-sme "attakkere"-verb-nob
"attesteret"-verb-sme "attestere"-verb-nob
"attraheret"-verb-sme "attrahere"-verb-nob
"aukšoneret"-verb-sme "auksjonere"-verb-nob
"automatiseret"-verb-sme "automatisere"-verb-nob
"avanseret"-verb-sme "avansere"-verb-nob
"averteret"-verb-sme "avertere"-verb-nob
"ađahuvvat"-verb-sme "mager"-adjective-nob
"ađaiduvvat"-verb-sme "fet"-adjective-nob
"badjelduolbmat"-verb-sme "overstyre"-verb-nob
"badjelgeahččat"-verb-sme "nedvurdere"-verb-nob
"badjánit"-verb-sme "stige"-verb-nob
"bagadallat"-verb-sme "veilede"-verb-nob
"bagadit"-verb-sme "oppdra"-verb-nob
"bagatelliseret"-verb-sme "bagatellisere"-verb-nob
"bahkkehit"-verb-sme "trenge inn"-verb-nob
"bahkket"-verb-sme "trenge"-verb-nob
"bahtit"-verb-sme "søke et stille sted"-verb-nob
"bahčit"-verb-sme "melke"-verb-nob
"baikit"-verb-sme "skite"-verb-nob
"bajidit"-verb-sme "løfte"-verb-nob
"bajidit"-verb-sme "øke"-verb-nob
"bajálastit"-verb-sme "gi mellomlegg"-verb-nob
"bajánastit"-verb-sme "tordne"-verb-nob
"bajásdoallat"-verb-sme "forsørge"-verb-nob
"bajásgeassit"-verb-sme "oppdra"-verb-nob
"bajásšaddat"-verb-sme "vokse opp"-verb-nob
"baladit"-verb-sme "frykte"-verb-nob
"balahit"-verb-sme "mistenke"-verb-nob
"baldalit"-verb-sme "skremme"-verb-nob
"balddáhallat"-verb-sme "skremme"-verb-nob
"šleŋggohallat"-verb-sme "slenge"-verb-nob
"geaivalit"-verb-sme "slenge"-verb-nob
"šleaŋgut"-verb-sme "slenge"-verb-nob
"oatnut"-verb-sme "kort"-adjective-nob
"baldit"-verb-sme "skremme"-verb-nob
"balkaniseret"-verb-sme "balkanisere"-verb-nob
"ballat"-verb-sme "frykte"-verb-nob
"ballotteret"-verb-sme "ballottere"-verb-nob
"ballát"-verb-sme "redd"-adjective-nob
"balsameret"-verb-sme "balsamere"-verb-nob
"balvet"-verb-sme "skye til"-verb-nob
"banaliseret"-verb-sme "banalisere"-verb-nob
"bandašeret"-verb-sme "bandasjere"-verb-nob
"barberet"-verb-sme "barbere"-verb-nob
"bardit"-verb-sme "stable"-verb-nob
"barduneret"-verb-sme "bardunere"-verb-nob
"bargat"-verb-sme "arbeide"-verb-nob
"bargat"-verb-sme "gjøre"-verb-nob
"barggahit"-verb-sme "sysselsette"-verb-nob
"barggastuvvat"-verb-sme "ha arbeidslyst"-verb-nob
"bargguhuvvat"-verb-sme "arbeidsløs"-adjective-nob
"barrikaderet"-verb-sme "barrikadere"-verb-nob
"basadit"-verb-sme "vaske"-verb-nob
"baseret"-verb-sme "basere"-verb-nob
"bassaladdat"-verb-sme "vaske"-verb-nob
"bassat"-verb-sme "vaske"-verb-nob
"bassit"-verb-sme "steike"-verb-nob
"bastit"-verb-sme "klare"-verb-nob
"basuhit"-verb-sme "helligholde"-verb-nob
"basuneret"-verb-sme "basunere"-verb-nob
"batnit"-verb-sme "spinne"-verb-nob
"beaggit"-verb-sme "forlyde"-verb-nob
"beaggit"-verb-sme "berømme"-verb-nob
"beaggit"-verb-sme "kjenne"-verb-nob
"beahkit"-verb-sme "krype"-verb-nob
"beahtahallat"-verb-sme "skuffe"-verb-nob
"oainnahallat"-verb-sme "se"-verb-nob
"birastit"-verb-sme "omringe"-verb-nob
"behtohallat"-verb-sme "skuffe"-verb-nob
"vuojáhallat"-verb-sme "påkjøre"-verb-nob
"cápmahallat"-verb-sme "slå"-verb-nob
"beahttit"-verb-sme "bedra"-verb-nob
"turistet"-verb-sme "selge til turister"-verb-nob
"beahttit"-verb-sme "skuffe"-verb-nob
"beaivádit"-verb-sme "datere"-verb-nob
"bealkit"-verb-sme "skjenne"-verb-nob
"bealuštit"-verb-sme "grunngi"-verb-nob
"bealuštit"-verb-sme "forsvare"-verb-nob
"bearrat"-verb-sme "innkreve"-verb-nob
"bearráigeahččat"-verb-sme "inspisere"-verb-nob
"beasadit"-verb-sme "fraskrive"-verb-nob
"beasahit"-verb-sme "miste"-verb-nob
"beaskidit"-verb-sme "klippe"-verb-nob
"beaskidit"-verb-sme "barbere"-verb-nob
"beassat"-verb-sme "slippe"-verb-nob
"ovdanboahtit"-verb-sme "framkomme"-verb-nob
"beassat"-verb-sme "komme"-verb-nob
"beassat"-verb-sme "få"-verb-nob
"beastit"-verb-sme "frelse"-verb-nob
"beavttálmahttit"-verb-sme "effektivisere"-verb-nob
"beaškalit"-verb-sme "smelle til"-verb-nob
"beaškit"-verb-sme "smelle"-verb-nob
"beaškkihit"-verb-sme "kollidere"-verb-nob
"beaškkihit"-verb-sme "smelle"-verb-nob
"behtostit"-verb-sme "kaste pinne"-verb-nob
"beitot"-verb-sme "fangstløs"-adjective-nob
"beroštit"-verb-sme "bry"-verb-nob
"bidjalit"-verb-sme "legge"-verb-nob
"bidjat"-verb-sme "legge"-verb-nob
"bidjat"-verb-sme "sette"-verb-nob
"biebmat"-verb-sme "fore"-verb-nob
"bieggaladdat"-verb-sme "blåse"-verb-nob
"bieggat"-verb-sme "blåse"-verb-nob
"bieguhit"-verb-sme "plage"-verb-nob
"biehkut"-verb-sme "sutre"-verb-nob
"biehtadit"-verb-sme "benekte"-verb-nob
"biehtadit"-verb-sme "nekte"-verb-nob
"biehttalit"-verb-sme "nekte"-verb-nob
"biehttalit"-verb-sme "avslå"-verb-nob
"biekkadit"-verb-sme "småblåse"-verb-nob
"biekkahit"-verb-sme "blåse"-verb-nob
"biekkastit"-verb-sme "blåse opp"-verb-nob
"bierggastit"-verb-sme "møblere"-verb-nob
"biertnástaddat"-verb-sme "leke"-verb-nob
"biestit"-verb-sme "miste"-verb-nob
"biestit"-verb-sme "slippe"-verb-nob
"bievlat"-verb-sme "bar"-adjective-nob
"bievvalastit"-verb-sme "halshugge"-verb-nob
"bieđganit"-verb-sme "ødelegge"-verb-nob
"biggehaddat"-verb-sme "værfast"-adjective-nob
"bigget"-verb-sme "bygge"-verb-nob
"biggohit"-verb-sme "lufte"-verb-nob
"bihcudit"-verb-sme "rimbelegge"-verb-nob
"bihcut"-verb-sme "rimbelegge"-verb-nob
"bihtit"-verb-sme "klare"-verb-nob
"čatnašuvvat"-verb-sme "knytte"-verb-nob
"biidnašuvvat"-verb-sme "pine"-verb-nob
"giksašuvvat"-verb-sme "pine"-verb-nob
"ordnašuvvat"-verb-sme "ordne"-verb-nob
"biigostit"-verb-sme "gjøre piketjeneste"-verb-nob
"biinnidit"-verb-sme "pine"-verb-nob
"bijahallat"-verb-sme "få i oppdrag"-verb-nob
"bilaidit"-verb-sme "tindre"-verb-nob
"bildadit"-verb-sme "legge på stillas"-verb-nob
"bilgádit"-verb-sme "flette sennegressknipper"-verb-nob
"bilidit"-verb-sme "ødelegge"-verb-nob
"bilistit"-verb-sme "ødelegge"-verb-nob
"bilkidit"-verb-sme "latterliggjøre"-verb-nob
"billahuvvat"-verb-sme "ødelegge"-verb-nob
"billašuvvat"-verb-sme "ødelegge"-verb-nob
"billetteret"-verb-sme "billettere"-verb-nob
"billistit"-verb-sme "ødelegge"-verb-nob
"billostaddat"-verb-sme "leke med bjeller"-verb-nob
"bindit"-verb-sme "vare"-verb-nob
"bindit"-verb-sme "holde seg"-verb-nob
"binnudit"-verb-sme "redusere"-verb-nob
"birastahttit"-verb-sme "hegne"-verb-nob
"birastahttit"-verb-sme "omgi"-verb-nob
"birccostit"-verb-sme "kaste terning"-verb-nob
"birccustit"-verb-sme "spille terningspill"-verb-nob
"golfet"-verb-sme "spille golf"-verb-nob
"bircut"-verb-sme "kaste terning"-verb-nob
"birgehallat"-verb-sme "berge"-verb-nob
"birget"-verb-sme "greie"-verb-nob
"birračuohppat"-verb-sme "omskjære"-verb-nob
"bisihit"-verb-sme "stanse"-verb-nob
"bisohallat"-verb-sme "balansere"-verb-nob
"bissehit"-verb-sme "stanse"-verb-nob
"bissostit"-verb-sme "gå på jakt"-verb-nob
"bissut"-verb-sme "forbli"-verb-nob
"bissut"-verb-sme "bli"-verb-nob
"bistit"-verb-sme "vare"-verb-nob
"bisuhit"-verb-sme "beholde"-verb-nob
"bisuhit"-verb-sme "bevare"-verb-nob
"bisánit"-verb-sme "stoppe"-verb-nob
"bisánastit"-verb-sme "stoppe opp"-verb-nob
"časkilit"-verb-sme "undersøke"-verb-nob
"bivaldit"-verb-sme "mild"-adjective-nob
"bivastuddat"-verb-sme "svette oftere"-verb-nob
"bivastustit"-verb-sme "svette litt"-verb-nob
"bivastuvvat"-verb-sme "svette"-verb-nob
"almmustuvvat"-verb-sme "utgi"-verb-nob
"bivdalit"-verb-sme "be om"-verb-nob
"bivdaruššat"-verb-sme "opptre som jeger"-verb-nob
"bivdit"-verb-sme "fiske"-verb-nob
"bivdit"-verb-sme "jakte"-verb-nob
"bivdit"-verb-sme "be"-verb-nob
"bivdáladdat"-verb-sme "jakte"-verb-nob
"bivssastit"-verb-sme "slå ned på"-verb-nob
"bivuakkeret"-verb-sme "bivuakkere"-verb-nob
"bivvat"-verb-sme "holde varmen"-verb-nob
"biđget"-verb-sme "ødelegge"-verb-nob
"biđđit"-verb-sme "varme"-verb-nob
"liekkadallat"-verb-sme "varme opp"-verb-nob
"biškkádit"-verb-sme "hyle"-verb-nob
"biškut"-verb-sme "skrike"-verb-nob
"blameret"-verb-sme "blamere"-verb-nob
"blasoneret"-verb-sme "blasonere"-verb-nob
"bleahkahuvvat"-verb-sme "blekkete"-adjective-nob
"blogget"-verb-sme "blogge"-verb-nob
"blokkeret"-verb-sme "blokkere"-verb-nob
"bláđet"-verb-sme "bla"-verb-nob
"boagustit"-verb-sme "le"-verb-nob
"boahkkudit"-verb-sme "tørke litt"-verb-nob
"boahkkut"-verb-sme "tørke litt"-verb-nob
"boahtit"-verb-sme "komme"-verb-nob
"boahtit"-verb-sme "bli"-verb-nob
"boaibmut"-verb-sme "plukke"-verb-nob
"boaldit"-verb-sme "brenne"-verb-nob
"boalggahaddat"-verb-sme "baksnakke"-verb-nob
"boalohaddat"-verb-sme "fiske laks"-verb-nob
"boaluhit"-verb-sme "knappe"-verb-nob
"boalváruššat"-verb-sme "smughandle"-verb-nob
"boarskudit"-verb-sme "være i knipe"-verb-nob
"boarásmuvvat"-verb-sme "eldes"-verb-nob
"nanusmuvvat"-verb-sme "styrke"-verb-nob
"boatkanit"-verb-sme "bryte sammen"-verb-nob
"boatkkuhit"-verb-sme "strø"-verb-nob
"boazohuvvat"-verb-sme "reinfattig"-adjective-nob
"gieđahuvvat"-verb-sme "handløs"-adjective-nob
"boazuiduvvat"-verb-sme "reinrik"-adjective-nob
"boazzuhuhttit"-verb-sme "grade"-verb-nob
"bogostallat"-verb-sme "holde på å le"-verb-nob
"bogseret"-verb-sme "bogsere"-verb-nob
"bohccostaddat"-verb-sme "leke rein"-verb-nob
"bohciidahttit"-verb-sme "skape"-verb-nob
"bohciidit"-verb-sme "spire"-verb-nob
"bohciidit"-verb-sme "oppstå"-verb-nob
"bohkat"-verb-sme "bore"-verb-nob
"bohkket"-verb-sme "gjøre innsnitt på"-verb-nob
"bohkosit"-verb-sme "sette i å le"-verb-nob
"bohraidit"-verb-sme "fosse"-verb-nob
"bohraidit"-verb-sme "hvirvle"-verb-nob
"bohraidit"-verb-sme "putre"-verb-nob
"bohtanit"-verb-sme "hovne"-verb-nob
"bohtarastit"-verb-sme "heve"-verb-nob
"bohčit"-verb-sme "melke"-verb-nob
"boikohttet"-verb-sme "boikotte"-verb-nob
"bokstaveret"-verb-sme "bokstavere"-verb-nob
"boktit"-verb-sme "vekke"-verb-nob
"boktalit"-verb-sme "vekke"-verb-nob
"boktit"-verb-sme "vekke"-verb-nob
"bolohastit"-verb-sme "fiske med drivgarn"-verb-nob
"bolohastit"-verb-sme "sele"-verb-nob
"boltasit"-verb-sme "komme opp"-verb-nob
"boltut"-verb-sme "rote opp"-verb-nob
"bombarderet"-verb-sme "bombardere"-verb-nob
"bombet"-verb-sme "bombe"-verb-nob
"boniteret"-verb-sme "bonitere"-verb-nob
"bonjastit"-verb-sme "vri"-verb-nob
"bontet"-verb-sme "false"-verb-nob
"boradit"-verb-sme "spise"-verb-nob
"borahit"-verb-sme "fôre"-verb-nob
"borahit"-verb-sme "mate"-verb-nob
"bordit"-verb-sme "stable"-verb-nob
"boret"-verb-sme "reparere"-verb-nob
"borgaladdat"-verb-sme "fyke"-verb-nob
"borgat"-verb-sme "fyke"-verb-nob
"borggadit"-verb-sme "fyke"-verb-nob
"borggistit"-verb-sme "ryke"-verb-nob
"borgguhit"-verb-sme "røyke"-verb-nob
"borgalit"-verb-sme "røyke"-verb-nob
"suovastuhttit"-verb-sme "røyke"-verb-nob
"borgádit"-verb-sme "lide tap"-verb-nob
"borjjastallat"-verb-sme "seile"-verb-nob
"borjjastit"-verb-sme "seile"-verb-nob
"borralit"-verb-sme "spise"-verb-nob
"borrat"-verb-sme "spise"-verb-nob
"dietnut"-verb-sme "falle"-verb-nob
"boruhuvvat"-verb-sme "miste matlysten"-verb-nob
"boršut"-verb-sme "fosse"-verb-nob
"bosihastit"-verb-sme "puste"-verb-nob
"bosihastit"-verb-sme "puste ut"-verb-nob
"bosihit"-verb-sme "puste ut"-verb-nob
"bosodit"-verb-sme "blåse lenge"-verb-nob
"bossut"-verb-sme "blåse"-verb-nob
"bostit"-verb-sme "stikke"-verb-nob
"bosádit"-verb-sme "blåse"-verb-nob
"botaniseret"-verb-sme "botanisere"-verb-nob
"botkalit"-verb-sme "strø"-verb-nob
"botket"-verb-sme "bryte"-verb-nob
"botkkiidit"-verb-sme "så"-verb-nob
"botkkodit"-verb-sme "slite løs"-verb-nob
"botkkuhit"-verb-sme "sne"-verb-nob
"botnit"-verb-sme "spinne"-verb-nob
"máhccasit"-verb-sme "brette seg"-verb-nob
"nuollasit"-verb-sme "løsne"-verb-nob
"botnjasit"-verb-sme "vri seg"-verb-nob
"botnjat"-verb-sme "vri"-verb-nob
"bovdet"-verb-sme "invitere"-verb-nob
"bovret"-verb-sme "bore"-verb-nob
"boŋkit"-verb-sme "dundre"-verb-nob
"braveret"-verb-sme "bravere"-verb-nob
"breseret"-verb-sme "bresere"-verb-nob
"briketteret"-verb-sme "brikettere"-verb-nob
"briljeret"-verb-sme "briljere"-verb-nob
"broderet"-verb-sme "brodere"-verb-nob
"bronseret"-verb-sme "bronsere"-verb-nob
"brutaliseret"-verb-sme "brutalisere"-verb-nob
"buddet"-verb-sme "gro"-verb-nob
"buddostaddat"-verb-sme "bruke økenavn"-verb-nob
"buddáduvvat"-verb-sme "forgjeldet"-adjective-nob
"budjeteret"-verb-sme "budsjettere"-verb-nob
"budšetteret"-verb-sme "budsjettere"-verb-nob
"buhtadit"-verb-sme "kompensere"-verb-nob
"buhtistit"-verb-sme "rengjøre"-verb-nob
"buhttet"-verb-sme "erstatte"-verb-nob
"buikkihit"-verb-sme "smyge"-verb-nob
"buitit"-verb-sme "ro"-verb-nob
"bukseret"-verb-sme "buksere"-verb-nob
"buktit"-verb-sme "bringe"-verb-nob
"bulžut"-verb-sme "danne isskorpe"-verb-nob
"bumpet"-verb-sme "pumpe"-verb-nob
"buohcat"-verb-sme "være syk"-verb-nob
"buohtalastit"-verb-sme "sideordne"-verb-nob
"buohtastahttit"-verb-sme "sammenligne"-verb-nob
"buoidut"-verb-sme "feit"-adjective-nob
"buokčalit"-verb-sme "dykke"-verb-nob
"buokčat"-verb-sme "dykke"-verb-nob
"buolaštit"-verb-sme "sette i med kulde"-verb-nob
"buollit"-verb-sme "brenne"-verb-nob
"bullehit"-verb-sme "antenne"-verb-nob
"buollát"-verb-sme "ta fyr"-verb-nob
"veagalváldit"-verb-sme "voldta"-verb-nob
"buoridit"-verb-sme "forbedre"-verb-nob
"buorranaddat"-verb-sme "kjærtegne"-verb-nob
"buorrestit"-verb-sme "klemme"-verb-nob
"buorrestit"-verb-sme "omfavne"-verb-nob
"buorránit"-verb-sme "bedre"-verb-nob
"buorádahttit"-verb-sme "forbedre"-verb-nob
"buorástahttalit"-verb-sme "hilse på hverandre"-verb-nob
"buorástahttit"-verb-sme "håndhilse"-verb-nob
"buoskut"-verb-sme "fjerte"-verb-nob
"busket"-verb-sme "fjerte"-verb-nob
"buozahit"-verb-sme "plage"-verb-nob
"buozastit"-verb-sme "være syk"-verb-nob
"buođđut"-verb-sme "sperre"-verb-nob
"buoššodit"-verb-sme "herde"-verb-nob
"buoššudit"-verb-sme "herde"-verb-nob
"buressivdnidit"-verb-sme "velsigne"-verb-nob
"burgit"-verb-sme "rote"-verb-nob
"buvihit"-verb-sme "kvele"-verb-nob
"buvttadit"-verb-sme "produsere"-verb-nob
"buvttehit"-verb-sme "nå fram"-verb-nob
"buvttihit"-verb-sme "rekke"-verb-nob
"buvvánit"-verb-sme "kvele"-verb-nob
"buzzet"-verb-sme "sprette"-verb-nob
"buđaldit"-verb-sme "pusle"-verb-nob
"bušeteret"-verb-sme "budsjettere"-verb-nob
"buškkihit"-verb-sme "smette"-verb-nob
"byråkratiseret"-verb-sme "byråkratisere"-verb-nob
"báddat"-verb-sme "svulme opp"-verb-nob
"báddet"-verb-sme "spille inn"-verb-nob
"báddádaddat"-verb-sme "båndtrene"-verb-nob
"bággehallat"-verb-sme "tvinge"-verb-nob
"bággehallat"-verb-sme "tvinges"-verb-nob
"bágget"-verb-sme "tvinge"-verb-nob
"bággolotnut"-verb-sme "ekspropriere"-verb-nob
"báhccat"-verb-sme "gå av"-verb-nob
"báhcit"-verb-sme "igjen"-adverb-nob
"báhkadit"-verb-sme "varme opp"-verb-nob
"báhkkanit"-verb-sme "varm"-adjective-nob
"báhkket"-verb-sme "pakke"-verb-nob
"báhkkodit"-verb-sme "forsvare"-verb-nob
"báhtarit"-verb-sme "flykte"-verb-nob
"báhčalit"-verb-sme "skyte"-verb-nob
"báhčit"-verb-sme "skyte"-verb-nob
"báibmat"-verb-sme "gnåle"-verb-nob
"báidnit"-verb-sme "farge av"-verb-nob
"báidnit"-verb-sme "påvirke"-verb-nob
"báikut"-verb-sme "røske reinlav"-verb-nob
"báisat"-verb-sme "hovne"-verb-nob
"báisat"-verb-sme "svulme"-verb-nob
"báistit"-verb-sme "steike"-verb-nob
"báitit"-verb-sme "skinne"-verb-nob
"báittašit"-verb-sme "lyse"-verb-nob
"báittašit"-verb-sme "skinne"-verb-nob
"bájuhit"-verb-sme "referere"-verb-nob
"bákŋat"-verb-sme "sprette"-verb-nob
"bákŋat"-verb-sme "vake"-verb-nob
"bálddalastit"-verb-sme "sidestille"-verb-nob
"bálddastahttit"-verb-sme "gå ved"-verb-nob
"bálgat"-verb-sme "plage"-verb-nob
"bálkestit"-verb-sme "kaste"-verb-nob
"bálkkašit"-verb-sme "belønne"-verb-nob
"bálkut"-verb-sme "kaste"-verb-nob
"bállahastit"-verb-sme "kaste"-verb-nob
"bálkáhit"-verb-sme "lønne"-verb-nob
"bálkásit"-verb-sme "gå til spille"-verb-nob
"bállet"-verb-sme "ha ro til"-verb-nob
"bállet"-verb-sme "få være"-verb-nob
"báltut"-verb-sme "redd"-adjective-nob
"bálvalit"-verb-sme "tjene"-verb-nob
"bálvalit"-verb-sme "betjene"-verb-nob
"bánccardit"-verb-sme "sprelle"-verb-nob
"bántet"-verb-sme "pante"-verb-nob
"bárgidit"-verb-sme "flette"-verb-nob
"ruvdet"-verb-sme "flette"-verb-nob
"bállit"-verb-sme "raute"-verb-nob
"bárgut"-verb-sme "raute"-verb-nob
"bárgut"-verb-sme "skrike"-verb-nob
"bárgut"-verb-sme "gråte"-verb-nob
"bárgut"-verb-sme "knirke"-verb-nob
"bárket"-verb-sme "barke"-verb-nob
"bársat"-verb-sme "stoppe"-verb-nob
"bártašuvvat"-verb-sme "være uheldig"-verb-nob
