"'Ndrangheta"-properNoun-fra "'Ndrangheta"-properNoun-cat
"Vallgorguina"-properNoun-fra "Vallgorguina"-properNoun-cat
"Valli"-properNoun-fra "Valli"-properNoun-cat
"Vallibona"-properNoun-fra "Vallibona"-properNoun-cat
"Vallières"-properNoun-fra "Vallières"-properNoun-cat
"Vallipuram"-properNoun-fra "Vallipuram"-properNoun-cat
"Vallirana"-properNoun-fra "Vallirana"-properNoun-cat
"Vallmoll"-properNoun-fra "Vallmoll"-properNoun-cat
"Vallone"-properNoun-fra "Vallone"-properNoun-cat
"Vallribera"-properNoun-fra "Vallribera"-properNoun-cat
"Vallromanes"-properNoun-fra "Vallromanes"-properNoun-cat
"Valls"-properNoun-fra "Valls"-properNoun-cat
"Valls"-properNoun-fra "Valls"-properNoun-cat
"Valluzzi"-properNoun-fra "Valluzzi"-properNoun-cat
"Vallvé"-properNoun-fra "Vallvé"-properNoun-cat
"Vallverdu"-properNoun-fra "Vallverdu"-properNoun-cat
"Vallverdú"-properNoun-fra "Vallverdú"-properNoun-cat
"Valmaña"-properNoun-fra "Valmaña"-properNoun-cat
"valoir"-verb-fra "valer"-verb-cat
"valoir la peine"-verb-fra "valer la pena"-verb-cat
"valoir la peine"-verb-fra "valer la pena"-verb-cat
"Valois"-properNoun-fra "Valois"-properNoun-cat
"valorisation"-noun-fra "valorització"-noun-cat
"valoriser"-verb-fra "valoritzar"-verb-cat
"Valpiana"-properNoun-fra "Valpiana"-properNoun-cat
"Valquiria"-properNoun-fra "Valquiria"-properNoun-cat
"valuation"-noun-fra "valuació"-noun-cat
"valvaire"-adjective-fra "valvar"-adjective-cat
"valve"-noun-fra "vàlvula"-noun-cat
"valve"-noun-fra "valva"-noun-cat
"valve"-noun-fra "tovera"-noun-cat
"Valverde"-properNoun-fra "Valverde"-properNoun-cat
"valvulaire"-adjective-fra "valvular"-adjective-cat
"valvulopathie"-noun-fra "valvulopatia"-noun-cat
"vampire"-noun-fra "vampir"-noun-cat
"vampirique"-adjective-fra "vampíric"-adjective-cat
"vampiriser"-verb-fra "vampiritzar"-verb-cat
"vampirisme"-noun-fra "vampirisme"-noun-cat
"Van"-properNoun-fra "Van"-properNoun-cat
"van Basten"-properNoun-fra "van Basten"-properNoun-cat
"van Beethoven"-properNoun-fra "van Beethoven"-properNoun-cat
"van den Burg"-properNoun-fra "van den Burg"-properNoun-cat
"van der Waals"-properNoun-fra "van der Waals"-properNoun-cat
"van Dijk"-properNoun-fra "van Dijk"-properNoun-cat
"van Eyck"-properNoun-fra "van Eyck"-properNoun-cat
"van Gaal"-properNoun-fra "van Gaal"-properNoun-cat
"van Gogh"-properNoun-fra "van Gogh"-properNoun-cat
"van Hattem"-properNoun-fra "van Hattem"-properNoun-cat
"van Leeuwenhoek"-properNoun-fra "van Leeuwenhoek"-properNoun-cat
"van Nistelrooy"-properNoun-fra "van Nistelrooy"-properNoun-cat
"van Orden"-properNoun-fra "van Orden"-properNoun-cat
"Vanaclocha"-properNoun-fra "Vanaclocha"-properNoun-cat
"vanadate"-noun-fra "vanadat"-noun-cat
"vanadinite"-noun-fra "vanadinita"-noun-cat
"vanadique"-adjective-fra "vanàdic"-adjective-cat
"vanadium"-noun-fra "vanadi"-noun-cat
"Vanalli"-properNoun-fra "Vanalli"-properNoun-cat
"Vanasse"-properNoun-fra "Vanasse"-properNoun-cat
"Vancells"-properNoun-fra "Vancells"-properNoun-cat
"vancomycine"-noun-fra "vancomicina"-noun-cat
"Vancouver"-properNoun-fra "Vancouver"-properNoun-cat
"Vanda"-properNoun-fra "Vanda"-properNoun-cat
"Vandal"-properNoun-fra "Vandal"-properNoun-cat
"vandale"-noun-fra "vàndal"-noun-cat
"vandalisme"-noun-fra "vandalisme"-noun-cat
"Vandelac"-properNoun-fra "Vandelac"-properNoun-cat
"Vandellós"-properNoun-fra "Vandellós"-properNoun-cat
"Vandeputte"-properNoun-fra "Vandeputte"-properNoun-cat
"Vanderbilt"-properNoun-fra "Vanderbilt"-properNoun-cat
"Vandette"-properNoun-fra "Vandette"-properNoun-cat
"Vanegas"-properNoun-fra "Vanegas"-properNoun-cat
"Vanera"-properNoun-fra "Vanera"-properNoun-cat
"Vanesa"-properNoun-fra "Vanesa"-properNoun-cat
"Vanessa"-properNoun-fra "Vanessa"-properNoun-cat
"Vanhoutte"-properNoun-fra "Vanhoutte"-properNoun-cat
"Vani"-properNoun-fra "Vani"-properNoun-cat
"Vania"-properNoun-fra "Vania"-properNoun-cat
"Vanier"-properNoun-fra "Vanier"-properNoun-cat
"vanille"-noun-fra "vainilla"-noun-cat
"vanilline"-noun-fra "vanil·lina"-noun-cat
"Vanin"-properNoun-fra "Vanin"-properNoun-cat
"Vanina"-properNoun-fra "Vanina"-properNoun-cat
"Vaniria"-properNoun-fra "Vaniria"-properNoun-cat
"vanité"-noun-fra "vanitat"-noun-cat
"vaniteusement"-adverb-fra "vanitosament"-adverb-cat
"vaniteux"-adjective-fra "vanitós"-adjective-cat
"vaniteux"-adjective-fra "vanitós"-adjective-cat
"Vanna"-properNoun-fra "Vanna"-properNoun-cat
"vanneau"-noun-fra "fredeluga"-noun-cat
"vanner"-verb-fra "ventar"-verb-cat
"Vanni"-properNoun-fra "Vanni"-properNoun-cat
"Vannoni"-properNoun-fra "Vannoni"-properNoun-cat
"Vannucci"-properNoun-fra "Vannucci"-properNoun-cat
"Vano"-properNoun-fra "Vano"-properNoun-cat
"Vanotti"-properNoun-fra "Vanotti"-properNoun-cat
"vanter"-verb-fra "exalçar"-verb-cat
"vanter"-verb-fra "vanar"-verb-cat
"Vântu"-properNoun-fra "Vântu"-properNoun-cat
"Vanuatu"-properNoun-fra "Vanuatu"-properNoun-cat
"Vanucci"-properNoun-fra "Vanucci"-properNoun-cat
"Vanwinden"-properNoun-fra "Vanwinden"-properNoun-cat
"vapeur"-noun-fra "vapor"-noun-cat
"vaporeusement"-adverb-fra "vaporosament"-adverb-cat
"vaporeux"-adjective-fra "vaporós"-adjective-cat
"vaporisation"-noun-fra "vaporització"-noun-cat
"vaporiser"-verb-fra "vaporitzar"-verb-cat
"Vaqué"-properNoun-fra "Vaqué"-properNoun-cat
"Vaquèira"-properNoun-fra "Vaquèira"-properNoun-cat
"Vaquer"-properNoun-fra "Vaquer"-properNoun-cat
"Vaquero"-properNoun-fra "Vaquero"-properNoun-cat
"VAR"-noun-fra "VAR"-noun-cat
"Var"-properNoun-fra "Var"-properNoun-cat
"Vara"-properNoun-fra "Vara"-properNoun-cat
"varan"-noun-fra "varà"-noun-cat
"Varano"-properNoun-fra "Varano"-properNoun-cat
"Varas"-properNoun-fra "Varas"-properNoun-cat
"Varchi"-properNoun-fra "Varchi"-properNoun-cat
"Varea"-properNoun-fra "Varea"-properNoun-cat
"Varela"-properNoun-fra "Varela"-properNoun-cat
"Varella"-properNoun-fra "Varella"-properNoun-cat
"Varennes"-properNoun-fra "Varennes"-properNoun-cat
"Varese"-properNoun-fra "Varese"-properNoun-cat
"Varga"-properNoun-fra "Varga"-properNoun-cat
"Vargas"-properNoun-fra "Vargas"-properNoun-cat
"Vargiu"-properNoun-fra "Vargiu"-properNoun-cat
"variabilité"-noun-fra "variabilitat"-noun-cat
"variable"-adjective-fra "variable"-adjective-cat
"variable"-noun-fra "variable"-noun-cat
"variablement"-adverb-fra "variablement"-adverb-cat
"variance"-noun-fra "variància"-noun-cat
"variant"-adjective-fra "variant"-adjective-cat
"variante"-noun-fra "variant"-noun-cat
"Variati"-properNoun-fra "Variati"-properNoun-cat
"variation"-noun-fra "variació"-noun-cat
"varice"-noun-fra "variça"-noun-cat
"varié"-adjective-fra "variat"-adjective-cat
"varier"-verb-fra "variar"-verb-cat
"variétal"-adjective-fra "varietal"-adjective-cat
"variété"-noun-fra "varietat"-noun-cat
"Varin"-properNoun-fra "Varin"-properNoun-cat
"variole"-noun-fra "verola"-noun-cat
"varioleux"-adjective-fra "variolós"-adjective-cat
"varioleux"-noun-fra "variolós"-noun-cat
"variolite"-noun-fra "variolita"-noun-cat
"variscite"-noun-fra "variscita"-noun-cat
"varistance"-noun-fra "varistància"-noun-cat
"Varo"-properNoun-fra "Varo"-properNoun-cat
"Varó"-properNoun-fra "Varó"-properNoun-cat
"Varón"-properNoun-fra "Varón"-properNoun-cat
"Varona"-properNoun-fra "Varona"-properNoun-cat
"Varrica"-properNoun-fra "Varrica"-properNoun-cat
"Varró"-properNoun-fra "Varró"-properNoun-cat
"Varrão"-properNoun-fra "Varrão"-properNoun-cat
"Varsovie"-properNoun-fra "Varsòvia"-properNoun-cat
"Vartan"-properNoun-fra "Vartan"-properNoun-cat
"Vary"-properNoun-fra "Vary"-properNoun-cat
"Vasai"-properNoun-fra "Vasai"-properNoun-cat
"Vasallo"-properNoun-fra "Vasallo"-properNoun-cat
"Vasari"-properNoun-fra "Vasari"-properNoun-cat
"Vasco"-properNoun-fra "Vasco"-properNoun-cat
"Vasconcellos"-properNoun-fra "Vasconcellos"-properNoun-cat
"Vasconcelos"-properNoun-fra "Vasconcelos"-properNoun-cat
"vasculaire"-adjective-fra "vascular"-adjective-cat
"vascularité"-noun-fra "vascularitat"-noun-cat
"vasculeux"-adjective-fra "vasculós"-adjective-cat
"vase"-noun-fra "gerro"-noun-cat
"vase"-noun-fra "florer"-noun-cat
"vase"-noun-fra "vas"-noun-cat
"vase à fleurs"-noun-fra "gerro"-noun-cat
"vasectomie"-noun-fra "vasectomia"-noun-cat
"vaseline"-noun-fra "vaselina"-noun-cat
"Vasilache"-properNoun-fra "Vasilache"-properNoun-cat
"Vasile"-properNoun-fra "Vasile"-properNoun-cat
"Vasilescu"-properNoun-fra "Vasilescu"-properNoun-cat
"Vasiliu"-properNoun-fra "Vasiliu"-properNoun-cat
"vasoconstricteur"-adjective-fra "vasoconstrictor"-adjective-cat
"vasoconstriction"-noun-fra "vasoconstricció"-noun-cat
"vasodilatation"-noun-fra "vasodilatació"-noun-cat
"vasomoteur"-adjective-fra "vasomotor"-adjective-cat
"vasopressine"-noun-fra "vasopressina"-noun-cat
"Vasquez"-properNoun-fra "Vasquez"-properNoun-cat
"Vásquez"-properNoun-fra "Vásquez"-properNoun-cat
"vassal"-noun-fra "vassall"-noun-cat
"vassalité"-noun-fra "vassallatge"-noun-cat
"Vassalli"-properNoun-fra "Vassalli"-properNoun-cat
"Vassallo"-properNoun-fra "Vassallo"-properNoun-cat
"Vasseur"-properNoun-fra "Vasseur"-properNoun-cat
"Vassort"-properNoun-fra "Vassort"-properNoun-cat
"Vasta"-properNoun-fra "Vasta"-properNoun-cat
"vaste"-adjective-fra "vast"-adjective-cat
"vaste"-adjective-fra "vast"-adjective-cat
"vastement"-adverb-fra "vastament"-adverb-cat
"Vasty"-properNoun-fra "Vasty"-properNoun-cat
"Vatcher"-properNoun-fra "Vatcher"-properNoun-cat
"Vatican"-properNoun-fra "Vaticà"-properNoun-cat
"vaticaniste"-noun-fra "vaticanista"-noun-cat
"vaticiner"-verb-fra "vaticinar"-verb-cat
"Vatlles"-properNoun-fra "Vatlles"-properNoun-cat
"Vattimo"-properNoun-fra "Vattimo"-properNoun-cat
"Vattuone"-properNoun-fra "Vattuone"-properNoun-cat
"Vauban"-properNoun-fra "Vauban"-properNoun-cat
"Vaucluse"-properNoun-fra "Valclusa"-properNoun-cat
"Vaudeville"-properNoun-fra "Vaudeville"-properNoun-cat
"Vaudois"-properNoun-fra "Vaudois"-properNoun-cat
"Vaudreuil"-properNoun-fra "Vaudreuil"-properNoun-cat
"Vaudrin"-properNoun-fra "Vaudrin"-properNoun-cat
"Vaudry"-properNoun-fra "Vaudry"-properNoun-cat
"Vaugeois"-properNoun-fra "Vaugeois"-properNoun-cat
"Vaughan"-properNoun-fra "Vaughan"-properNoun-cat
"vautour"-noun-fra "voltor"-noun-cat
"Vautour"-properNoun-fra "Vautour"-properNoun-cat
"Vaz"-properNoun-fra "Vaz"-properNoun-cat
"Vazio"-properNoun-fra "Vazio"-properNoun-cat
"Vàzquez"-properNoun-fra "Vàzquez"-properNoun-cat
"Vázquez"-properNoun-fra "Vázquez"-properNoun-cat
"Vazzoler"-properNoun-fra "Vazzoler"-properNoun-cat
"Vañó"-properNoun-fra "Vañó"-properNoun-cat
"Ve"-adjective-fra "V"-adjective-cat
"Vea"-properNoun-fra "Vea"-properNoun-cat
"Veanella"-properNoun-fra "Veanella"-properNoun-cat
"veau"-noun-fra "vedell"-noun-cat
"veau"-noun-fra "vedell"-noun-cat
"Vecchi"-properNoun-fra "Vecchi"-properNoun-cat
"Vecchiali"-properNoun-fra "Vecchiali"-properNoun-cat
"Vecchio"-properNoun-fra "Vecchio"-properNoun-cat
"Vecellio"-properNoun-fra "Vecellio"-properNoun-cat
"Veciana"-properNoun-fra "Veciana"-properNoun-cat
"Veciana"-properNoun-fra "Veciana"-properNoun-cat
"Vecino"-properNoun-fra "Vecino"-properNoun-cat
"vecteur"-adjective-fra "vector"-adjective-cat
"vecteur"-noun-fra "vector"-noun-cat
"vectoriel"-adjective-fra "vectorial"-adjective-cat
"Vedani"-properNoun-fra "Vedani"-properNoun-cat
"Vedèl"-properNoun-fra "Vedèl"-properNoun-cat
"vedette"-noun-fra "estrella"-noun-cat
"vedette"-noun-fra "estel"-noun-cat
"vedette"-noun-fra "estela"-noun-cat
"vedette"-noun-fra "estrela"-noun-cat
"védique"-adjective-fra "vèdic"-adjective-cat
"védisme"-noun-fra "vedisme"-noun-cat
"Vedova"-properNoun-fra "Vedova"-properNoun-cat
"Vedovato"-properNoun-fra "Vedovato"-properNoun-cat
"Vedove"-properNoun-fra "Vedove"-properNoun-cat
"Veer"-properNoun-fra "Veer"-properNoun-cat
"Vega"-properNoun-fra "Vega"-properNoun-cat
"Vega"-properNoun-fra "Vega"-properNoun-cat
"Vega"-properNoun-fra "Vega"-properNoun-cat
"Véga"-properNoun-fra "Véga"-properNoun-cat
"végan"-adjective-fra "vegà"-adjective-cat
"végan"-noun-fra "vegà"-noun-cat
"véganisme"-noun-fra "veganisme"-noun-cat
"Vegara"-properNoun-fra "Vegara"-properNoun-cat
"Vegas"-properNoun-fra "Vegas"-properNoun-cat
"végétabilité"-noun-fra "vegetabilitat"-noun-cat
"végétal"-adjective-fra "vegetal"-adjective-cat
"végétal"-noun-fra "vegetal"-noun-cat
"végétalisme"-noun-fra "vegetalisme"-noun-cat
"végétaliste"-noun-fra "vegetalista"-noun-cat
"végétarien"-adjective-fra "vegetarià"-adjective-cat
"végétarien"-noun-fra "vegetarià"-noun-cat
"végétatif"-adjective-fra "vegetatiu"-adjective-cat
"végétation"-noun-fra "vegetació"-noun-cat
"véhémence"-noun-fra "vehemència"-noun-cat
"véhément"-adjective-fra "vehement"-adjective-cat
"véhémentement"-adverb-fra "vehementment"-adverb-cat
"véhicule"-noun-fra "vehicle"-noun-cat
"véhiculer"-verb-fra "transportar"-verb-cat
"véhiculer"-verb-fra "vehicular"-verb-cat
"Veiga"-properNoun-fra "Veiga"-properNoun-cat
"Veiga"-properNoun-fra "Veiga"-properNoun-cat
"veille"-noun-fra "vespra"-noun-cat
"veille"-noun-fra "vigília"-noun-cat
"veille"-noun-fra "revetlla"-noun-cat
"veille"-noun-fra "vetlla"-noun-cat
"veiller"-verb-fra "vetllar"-verb-cat
"veiller"-verb-fra "vetlar"-verb-cat
"Veillette"-properNoun-fra "Veillette"-properNoun-cat
"Veilleux"-properNoun-fra "Veilleux"-properNoun-cat
"veine"-noun-fra "vena"-noun-cat
"Veintimilla"-properNoun-fra "Veintimilla"-properNoun-cat
"Vela"-properNoun-fra "Vela"-properNoun-cat
"vélaire"-adjective-fra "velar"-adjective-cat
"Velarde"-properNoun-fra "Velarde"-properNoun-cat
"velarium"-noun-fra "velari"-noun-cat
"vélarium"-noun-fra "velari"-noun-cat
"Velasco"-properNoun-fra "Velasco"-properNoun-cat
"Velasquez"-properNoun-fra "Velasquez"-properNoun-cat
"Velásquez"-properNoun-fra "Velásquez"-properNoun-cat
"Velázquez"-properNoun-fra "Velázquez"-properNoun-cat
"Velculescu"-properNoun-fra "Velculescu"-properNoun-cat
"Velen"-properNoun-fra "Velen"-properNoun-cat
"vêler"-verb-fra "vedellar"-verb-cat
"Vélez"-properNoun-fra "Vélez"-properNoun-cat
"Vélez"-properNoun-fra "Vélez"-properNoun-cat
"Velho"-properNoun-fra "Velho"-properNoun-cat
"Velia"-properNoun-fra "Velia"-properNoun-cat
"Velilla"-properNoun-fra "Velilla"-properNoun-cat
"vélique"-adjective-fra "vèlic"-adjective-cat
"Veliz"-properNoun-fra "Veliz"-properNoun-cat
"Vella"-properNoun-fra "Vella"-properNoun-cat
"Vellia"-properNoun-fra "Vellia"-properNoun-cat
"Velliscig"-properNoun-fra "Velliscig"-properNoun-cat
"Velloso"-properNoun-fra "Velloso"-properNoun-cat
"Velluti"-properNoun-fra "Velluti"-properNoun-cat
"vélo"-noun-fra "bicicleta"-noun-cat
"vélo"-noun-fra "bici"-noun-cat
"Velo"-properNoun-fra "Velo"-properNoun-cat
"vélociste"-noun-fra "velocista"-noun-cat
"vélocité"-noun-fra "velocitat"-noun-cat
"vélodrome"-noun-fra "velòdrom"-noun-cat
"vélomoteur"-noun-fra "velomotor"-noun-cat
"Veloso"-properNoun-fra "Veloso"-properNoun-cat
"velours"-noun-fra "vellut"-noun-cat
"Veltri"-properNoun-fra "Veltri"-properNoun-cat
"Veltroni"-properNoun-fra "Veltroni"-properNoun-cat
"vélum"-noun-fra "velari"-noun-cat
"Vème"-adjective-fra "V"-adjective-cat
"vénal"-adjective-fra "venal"-adjective-cat
"vénalement"-adverb-fra "venalment"-adverb-cat
"vénalité"-noun-fra "venalitat"-noun-cat
"Venancia"-properNoun-fra "Venancia"-properNoun-cat
"Venancio"-properNoun-fra "Venancio"-properNoun-cat
"Venchiarutti"-properNoun-fra "Venchiarutti"-properNoun-cat
"vendange"-noun-fra "verema"-noun-cat
"Vendée"-properNoun-fra "Vendée"-properNoun-cat
"vendémiaire"-noun-fra "veremari"-noun-cat
"Vendette"-properNoun-fra "Vendette"-properNoun-cat
"vendeur"-noun-fra "dependent"-noun-cat
"vendeur"-noun-fra "venedor"-noun-cat
"Venditti"-properNoun-fra "Venditti"-properNoun-cat
"Vendola"-properNoun-fra "Vendola"-properNoun-cat
"vendre"-verb-fra "vendre"-verb-cat
"vendre"-verb-fra "adinerar"-verb-cat
"vendre aux enchères"-verb-fra "subastar"-verb-cat
"vendredi"-noun-fra "divendres"-noun-cat
"Vendrell"-properNoun-fra "Vendrell"-properNoun-cat
"Venecia"-properNoun-fra "Venecia"-properNoun-cat
"Venegas"-properNoun-fra "Venegas"-properNoun-cat
"Venegoni"-properNoun-fra "Venegoni"-properNoun-cat
"vénéneux"-adjective-fra "verinós"-adjective-cat
"Venera"-properNoun-fra "Venera"-properNoun-cat
"vénérable"-adjective-fra "venerable"-adjective-cat
"vénérablement"-adverb-fra "venerablement"-adverb-cat
"Venerada"-properNoun-fra "Venerada"-properNoun-cat
"Veneranda"-properNoun-fra "Veneranda"-properNoun-cat
"vénération"-noun-fra "veneració"-noun-cat
"vénéréologie"-noun-fra "venereologia"-noun-cat
"vénérer"-verb-fra "venerar"-verb-cat
"vénérer"-verb-fra "adorar"-verb-cat
"Vénétie"-properNoun-fra "Vèneto"-properNoun-cat
"Veneto"-properNoun-fra "Veneto"-properNoun-cat
"Veneziale"-properNoun-fra "Veneziale"-properNoun-cat
"Veneziani"-properNoun-fra "Veneziani"-properNoun-cat
"Venezuela"-properNoun-fra "Veneçuela"-properNoun-cat
"Vénézuéla"-properNoun-fra "Veneçuela"-properNoun-cat
"vénézuélien"-adjective-fra "veneçolà"-adjective-cat
"Vénézuélien"-noun-fra "veneçolà"-noun-cat
"vengeance"-noun-fra "venjança"-noun-cat
"venger"-verb-fra "venjar"-verb-cat
"véniel"-adjective-fra "venial"-adjective-cat
"véniellement"-adverb-fra "venialment"-adverb-cat
"Venier"-properNoun-fra "Venier"-properNoun-cat
"venimeux"-adjective-fra "verinós"-adjective-cat
"venimeux"-adjective-fra "metzinós"-adjective-cat
"venir"-verb-fra "acabar"-verb-cat
"venir"-verb-fra "venir"-verb-cat
"Venise"-properNoun-fra "Venècia"-properNoun-cat
"vénitien"-adjective-fra "venecià"-adjective-cat
"vénitien"-noun-fra "venecià"-noun-cat
"Venittelli"-properNoun-fra "Venittelli"-properNoun-cat
"Venne"-properNoun-fra "Venne"-properNoun-cat
"vent"-noun-fra "vent"-noun-cat
"vent du midi"-noun-fra "migjorn"-noun-cat
"Venta del Moro"-properNoun-fra "Venta del Moro"-properNoun-cat
"Ventafocs"-properNoun-fra "Ventafocs"-properNoun-cat
"Ventalló"-properNoun-fra "Ventalló"-properNoun-cat
"vente"-noun-fra "venda"-noun-cat
"Venteo"-properNoun-fra "Venteo"-properNoun-cat
"venter"-verb-fra "ventar"-verb-cat
"venteux"-adjective-fra "ventós"-adjective-cat
"ventilateur"-noun-fra "ventilador"-noun-cat
"ventilation"-noun-fra "ventilació"-noun-cat
"ventilatoire"-adjective-fra "ventilatori"-adjective-cat
"Vento"-properNoun-fra "Vento"-properNoun-cat
"Ventola"-properNoun-fra "Ventola"-properNoun-cat
"Ventós"-properNoun-fra "Ventós"-properNoun-cat
"Ventosa"-properNoun-fra "Ventosa"-properNoun-cat
"ventôse"-noun-fra "ventós"-noun-cat
"ventosité"-noun-fra "ventositat"-noun-cat
"ventral"-adjective-fra "ventral"-adjective-cat
"ventre"-noun-fra "ventre"-noun-cat
"ventre"-noun-fra "panxa"-noun-cat
"Ventre"-properNoun-fra "Ventre"-properNoun-cat
"Ventricelli"-properNoun-fra "Ventricelli"-properNoun-cat
"ventricule"-noun-fra "ventricle"-noun-cat
"Ventucci"-properNoun-fra "Ventucci"-properNoun-cat
"Ventura"-properNoun-fra "Ventura"-properNoun-cat
"Ventura"-properNoun-fra "Ventura"-properNoun-cat
"Venturi"-properNoun-fra "Venturi"-properNoun-cat
"Venturini"-properNoun-fra "Venturini"-properNoun-cat
"venue"-noun-fra "vinguda"-noun-cat
"Venus"-properNoun-fra "Venus"-properNoun-cat
"Vénus"-properNoun-fra "Venus"-properNoun-cat
"vénusté"-noun-fra "venustat"-noun-cat
"ver"-noun-fra "cuc"-noun-cat
"Vera"-properNoun-fra "Vera"-properNoun-cat
"Vera"-properNoun-fra "Vera"-properNoun-cat
"véracité"-noun-fra "veracitat"-noun-cat
"Veraldi"-properNoun-fra "Veraldi"-properNoun-cat
"Veralli"-properNoun-fra "Veralli"-properNoun-cat
"véranda"-noun-fra "solana"-noun-cat
"Veras"-properNoun-fra "Veras"-properNoun-cat
"vératrine"-noun-fra "veratrina"-noun-cat
"verbal"-adjective-fra "verbal"-adjective-cat
"verbalement"-adverb-fra "verbalment"-adverb-cat
"verbaliser"-verb-fra "verbalitzar"-verb-cat
"verbalisme"-noun-fra "verbalisme"-noun-cat
"verbe"-noun-fra "verb"-noun-cat
"verbeusement"-adverb-fra "verbosament"-adverb-cat
"verbeux"-adjective-fra "verbós"-adjective-cat
"verbomanie"-noun-fra "verbomania"-noun-cat
"verbosité"-noun-fra "verbositat"-noun-cat
"Vercellotti"-properNoun-fra "Vercellotti"-properNoun-cat
"Vercesi"-properNoun-fra "Vercesi"-properNoun-cat
"Vercher"-properNoun-fra "Vercher"-properNoun-cat
"Verd"-properNoun-fra "Verd"-properNoun-cat
"Verdaguer"-properNoun-fra "Verdaguer"-properNoun-cat
"Verdasco"-properNoun-fra "Verdasco"-properNoun-cat
"verdâtre"-adjective-fra "verdós"-adjective-cat
"Verde"-properNoun-fra "Verde"-properNoun-cat
"Verdeguer"-properNoun-fra "Verdeguer"-properNoun-cat
"Verdejo"-properNoun-fra "Verdejo"-properNoun-cat
"Verdelhos"-properNoun-fra "Verdelhos"-properNoun-cat
"Verdes"-properNoun-fra "Verdes"-properNoun-cat
"Verdet"-properNoun-fra "Verdet"-properNoun-cat
"verdeur"-noun-fra "verdor"-noun-cat
"Verdi"-properNoun-fra "Verdi"-properNoun-cat
"verdict"-noun-fra "veredicte"-noun-cat
"Verdier"-properNoun-fra "Verdier"-properNoun-cat
"Verdini"-properNoun-fra "Verdini"-properNoun-cat
"Verdon"-properNoun-fra "Verdon"-properNoun-cat
