"ac’h"-interjection-bre "arrg"-interjection-fra
"dizoleiñ"-verb-bre "découvrir"-verb-fra
"dizoloiñ"-verb-bre "découvrir"-verb-fra
"dizornañ"-verb-bre "destituer"-verb-fra
"dizurzhiañ"-verb-bre "désorganiser"-verb-fra
"dleata"-verb-bre "facturer"-verb-fra
"dluzheta"-verb-bre "pêcher des truites"-verb-fra
"doareañ"-verb-bre "qualifier"-verb-fra
"donaat"-verb-bre "approfondir"-verb-fra
"donet"-verb-bre "venir"-verb-fra
"donet a-benn"-verb-bre "réussir"-verb-fra
"donet a ober a-benn"-verb-bre "réussir"-verb-fra
"donet en-dro"-verb-bre "revenir"-verb-fra
"donet a ober en-dro"-verb-bre "revenir"-verb-fra
"donet war wel"-verb-bre "apparaître"-verb-fra
"donet a ober war wel"-verb-bre "apparaître"-verb-fra
"dont"-verb-bre "venir"-verb-fra
"dont a-benn"-verb-bre "réussir"-verb-fra
"dont a ober a-benn"-verb-bre "réussir"-verb-fra
"dont da"-verb-bre "venir en"-verb-fra
"dont a ober da"-verb-bre "venir en"-verb-fra
"dont da vezañ"-verb-bre "devenir"-verb-fra
"dont a ober da vezañ"-verb-bre "devenir"-verb-fra
"dont e darempred"-verb-bre "entrer en relation"-verb-fra
"dont a ober e darempred"-verb-bre "entrer en relation"-verb-fra
"dont en-dro"-verb-bre "revenir"-verb-fra
"dont a ober en-dro"-verb-bre "revenir"-verb-fra
"dont er-maez"-verb-bre "sortir"-verb-fra
"dont a ober er-maez"-verb-bre "sortir"-verb-fra
"dont war wel"-verb-bre "apparaître"-verb-fra
"dont a ober war wel"-verb-bre "apparaître"-verb-fra
"dont war-wel"-verb-bre "apparaître"-verb-fra
"dont a ober war-wel"-verb-bre "apparaître"-verb-fra
"doñvaat"-verb-bre "domestiquer"-verb-fra
"dorloiñ"-verb-bre "masser"-verb-fra
"dornañ"-verb-bre "battre"-verb-fra
"dornata"-verb-bre "manipuler"-verb-fra
"douarañ"-verb-bre "enterrer"-verb-fra
"dougen"-verb-bre "porter"-verb-fra
"dougen bri"-verb-bre "honorer"-verb-fra
"dougen a ober bri"-verb-bre "honorer"-verb-fra
"dougen a ober bri"-verb-bre "honorer"-verb-fra
"dougen bri da"-verb-bre "honorer"-verb-fra
"doujañ"-verb-bre "respecter"-verb-fra
"douraat"-verb-bre "arroser"-verb-fra
"doura"-verb-bre "abreuver"-verb-fra
"dourañ"-verb-bre "arroser"-verb-fra
"dousaat"-verb-bre "édulcorer"-verb-fra
"dozviñ"-verb-bre "pondre"-verb-fra
"drailhañ"-verb-bre "déchiqueter"-verb-fra
"drammañ"-verb-bre "droguer"-verb-fra
"drastañ"-verb-bre "endommager"-verb-fra
"dreistazasaat"-verb-bre "suradapter"-verb-fra
"dreistbevañ"-verb-bre "survivre"-verb-fra
"dreistsammañ"-verb-bre "surcharger"-verb-fra
"dreistwiriañ"-verb-bre "survérifier"-verb-fra
"dreklakaat"-verb-bre "postposer"-verb-fra
"dresañ"-verb-bre "arranger"-verb-fra
"droukkomz"-verb-bre "médire"-verb-fra
"drouklazhañ"-verb-bre "assassiner"-verb-fra
"drouktunañ"-verb-bre "menacer de chantage"-verb-fra
"droukziforc’hañ"-verb-bre "discriminer"-verb-fra
"duañ"-verb-bre "noircir"-verb-fra
"dudiañ"-verb-bre "divertir"-verb-fra
"ebarzhiñ"-verb-bre "introduire"-verb-fra
"ebatal"-verb-bre "ébattre"-verb-fra
"echuiñ"-verb-bre "finir"-verb-fra
"ec’hanalañ"-verb-bre "expirer"-verb-fra
"eeunaat"-verb-bre "simplifier"-verb-fra
"efedusaat"-verb-bre "rendre plus efficace"-verb-fra
"efreizhañ"-verb-bre "effrayer"-verb-fra
"ehanañ"-verb-bre "reposer"-verb-fra
"eilañ"-verb-bre "copier"-verb-fra
"eilañ"-verb-bre "accompagner"-verb-fra
"eilfeukañ"-verb-bre "riposter"-verb-fra
"eilgeriañ"-verb-bre "répliquer"-verb-fra
"eiliñ"-verb-bre "copier"-verb-fra
"eiliñ"-verb-bre "accompagner"-verb-fra
"eilpennañ"-verb-bre "intervertir"-verb-fra
"eilvadeziñ"-verb-bre "rebaptiser"-verb-fra
"elumiñ"-verb-bre "allumer"-verb-fra
"emarc’hantaouiñ"-verb-bre "autofinancer"-verb-fra
"embann"-verb-bre "éditer"-verb-fra
"embann"-verb-bre "déclarer"-verb-fra
"embann"-verb-bre "publier"-verb-fra
"embann"-verb-bre "annoncer"-verb-fra
"embann"-verb-bre "émettre"-verb-fra
"embann"-verb-bre "paraître"-verb-fra
"embann"-verb-bre "exprimer"-verb-fra
"embann"-verb-bre "affirmer"-verb-fra
"embann krenn-ha-krak"-verb-bre "déclarer carrément"-verb-fra
"embann a ober krenn-ha-krak"-verb-bre "déclarer carrément"-verb-fra
"embleustriñ"-verb-bre "s’exercer"-verb-fra
"embregata"-verb-bre "manipuler"-verb-fra
"emdreiñ"-verb-bre "évoluer"-verb-fra
"emellout"-verb-bre "mêler"-verb-fra
"emenvel"-verb-bre "autoproclamer"-verb-fra
"empennañ"-verb-bre "imaginer"-verb-fra
"empentiñ"-verb-bre "imaginer"-verb-fra
"emplegañ"-verb-bre "impliquer"-verb-fra
"emezelañ"-verb-bre "adhérer"-verb-fra
"emstrivañ"-verb-bre "porter candidat"-verb-fra
"emzigargañ"-verb-bre "démissionner"-verb-fra
"enaouiñ"-verb-bre "allumer"-verb-fra
"enbroadiñ"-verb-bre "immigrer"-verb-fra
"enbroañ"-verb-bre "immigrer"-verb-fra
"enbroiñ"-verb-bre "immigrer"-verb-fra
"endelc’her"-verb-bre "contenir"-verb-fra
"enderc’hel"-verb-bre "contenir"-verb-fra
"enebiñ"-verb-bre "opposer"-verb-fra
"enframmañ"-verb-bre "intégrer"-verb-fra
"enfredañ"-verb-bre "engager"-verb-fra
"engravañ"-verb-bre "graver"-verb-fra
"enkefiañ"-verb-bre "encaisser"-verb-fra
"enklask"-verb-bre "enquêter"-verb-fra
"enkontammiñ"-verb-bre "empoisonner"-verb-fra
"enkorfañ"-verb-bre "incarner"-verb-fra
"enlakaat"-verb-bre "insérer"-verb-fra
"enniñ"-verb-bre "éclabousser"-verb-fra
"enoeiñ"-verb-bre "ennuyer"-verb-fra
"enoriñ"-verb-bre "honorer"-verb-fra
"enporzhiañ"-verb-bre "importer"-verb-fra
"enrollañ"-verb-bre "enregistrer"-verb-fra
"ensammañ"-verb-bre "assumer"-verb-fra
"ensellout"-verb-bre "inspecter"-verb-fra
"ensoc’hañ"-verb-bre "insérer"-verb-fra
"enskrivañ"-verb-bre "inscrire"-verb-fra
"entoueziañ"-verb-bre "incorporer"-verb-fra
"envel"-verb-bre "nommer"-verb-fra
"eonenniñ"-verb-bre "écumer"-verb-fra
"eostiñ"-verb-bre "récolter"-verb-fra
"erbediñ"-verb-bre "conseiller"-verb-fra
"eren"-verb-bre "lier"-verb-fra
"ergerzhet"-verb-bre "explorer"-verb-fra
"ergerzhiñ"-verb-bre "explorer"-verb-fra
"erlec’hiañ"-verb-bre "remplacer"-verb-fra
"erounit"-verb-bre "exécuter"-verb-fra
"erruout"-verb-bre "arriver"-verb-fra
"ersaviñ"-verb-bre "réagir"-verb-fra
"erskrivañ"-verb-bre "prescrire"-verb-fra
"ervennañ"-verb-bre "sillonner"-verb-fra
"ervenniñ"-verb-bre "sillonner"-verb-fra
"erverkañ"-verb-bre "prescrire"-verb-fra
"esaeal"-verb-bre "essayer"-verb-fra
"esaeañ"-verb-bre "essayer"-verb-fra
"eskemm"-verb-bre "échanger"-verb-fra
"eskemmañ"-verb-bre "échanger"-verb-fra
"esmaeañ"-verb-bre "émouvoir"-verb-fra
"esperiñ"-verb-bre "espérer"-verb-fra
"espern"-verb-bre "épargner"-verb-fra
"eurediñ"-verb-bre "marier"-verb-fra
"evañ"-verb-bre "boire"-verb-fra
"eveshaat"-verb-bre "surveiller"-verb-fra
"evezhiañ"-verb-bre "surveiller"-verb-fra
"ezaouiñ"-verb-bre "égarer"-verb-fra
"ezporzhiañ"-verb-bre "exporter"-verb-fra
"eztennañ"-verb-bre "extraire"-verb-fra
"ezteuler"-verb-bre "exprimer"-verb-fra
"ezteurel"-verb-bre "exprimer"-verb-fra
"ezvaniñ"-verb-bre "réagir"-verb-fra
"ezvevennañ"-verb-bre "supprimer"-verb-fra
"ezvroañ"-verb-bre "émigrer"-verb-fra
"fachañ"-verb-bre "fâcher"-verb-fra
"faksañ"-verb-bre "faxer"-verb-fra
"fakturenniñ"-verb-bre "facturer"-verb-fra
"falc’hat"-verb-bre "faucher"-verb-fra
"fallgaloniñ"-verb-bre "décourager"-verb-fra
"faltaziañ"-verb-bre "imaginer"-verb-fra
"falvezout"-verb-bre "vouloir"-verb-fra
"falvezout da"-verb-bre "vouloir"-verb-fra
"falvezout a ober da"-verb-bre "vouloir"-verb-fra
"faot"-verb-bre "vouloir"-verb-fra
"faotañ"-verb-bre "vouloir"-verb-fra
"faoutañ"-verb-bre "fendre"-verb-fra
"fardañ"-verb-bre "préparer"-verb-fra
"fardañ koan"-verb-bre "préparer le dîner"-verb-fra
"fardañ a ober koan"-verb-bre "préparer le dîner"-verb-fra
"fardañ krampouezh"-verb-bre "faire des crêpes"-verb-fra
"fardañ a ober krampouezh"-verb-bre "faire des crêpes"-verb-fra
"fardañ lein"-verb-bre "préparer le petit-déjeuner"-verb-fra
"fardañ a ober lein"-verb-bre "préparer le petit-déjeuner"-verb-fra
"fardañ merenn"-verb-bre "préparer le déjeuner"-verb-fra
"fardañ a ober merenn"-verb-bre "préparer le déjeuner"-verb-fra
"fardiñ"-verb-bre "charger"-verb-fra
"farsal"-verb-bre "plaisanter"-verb-fra
"farsañ"-verb-bre "farcir"-verb-fra
"fellout"-verb-bre "vouloir"-verb-fra
"fellout da"-verb-bre "vouloir"-verb-fra
"fellout a ober da"-verb-bre "vouloir"-verb-fra
"feltrañ"-verb-bre "feutrer"-verb-fra
"feriñ"-verb-bre "repasser"-verb-fra
"feukiñ"-verb-bre "blesser"-verb-fra
"feurmiñ"-verb-bre "louer"-verb-fra
"fichañ"-verb-bre "arranger"-verb-fra
"filmañ"-verb-bre "filmer"-verb-fra
"fiñval"-verb-bre "bouger"-verb-fra
"fiñvaliñ"-verb-bre "finaliser"-verb-fra
"finvezekaat"-verb-bre "finaliser"-verb-fra
"fiziañ"-verb-bre "confier"-verb-fra
"fiziout"-verb-bre "confier"-verb-fra
"flamboesa"-verb-bre "cueillir des framboises"-verb-fra
"flamminañ"-verb-bre "flamber"-verb-fra
"flañchañ"-verb-bre "inciser"-verb-fra
"flapiñ"-verb-bre "bavarder"-verb-fra
"flastrañ"-verb-bre "écraser"-verb-fra
"flatrañ"-verb-bre "dénoncer"-verb-fra
"flemmañ"-verb-bre "piquer"-verb-fra
"flemmskeudenniñ"-verb-bre "caricaturer"-verb-fra
"flourañ"-verb-bre "caresser"-verb-fra
"flourikat"-verb-bre "caresser"-verb-fra
"fluañ"-verb-bre "couler"-verb-fra
"foetañ"-verb-bre "fouetter"-verb-fra
"folklorelaat"-verb-bre "folkloriser"-verb-fra
"fonnusaat"-verb-bre "étoffer"-verb-fra
"forsiñ"-verb-bre "forcer"-verb-fra
"fougasiñ"-verb-bre "vanter"-verb-fra
"fouzhañ"-verb-bre "baiser"-verb-fra
"frammañ"-verb-bre "structurer"-verb-fra
"fraoñval"-verb-bre "bourdonner"-verb-fra
"frazenniñ"-verb-bre "formuler"-verb-fra
"frealziñ"-verb-bre "réconforter"-verb-fra
"freskaat"-verb-bre "rafraîchir"-verb-fra
"freskañ"-verb-bre "changer"-verb-fra
"freuzañ"-verb-bre "saccager"-verb-fra
"freuziñ"-verb-bre "saccager"-verb-fra
"friañ"-verb-bre "nasaliser"-verb-fra
"frifurchal"-verb-bre "mettre son nez partout"-verb-fra
"frikañ"-verb-bre "écraser"-verb-fra
"fringal"-verb-bre "crâner"-verb-fra
"fritañ"-verb-bre "frire"-verb-fra
"fromañ"-verb-bre "émouvoir"-verb-fra
"frotañ"-verb-bre "frotter"-verb-fra
"fuloriñ"-verb-bre "mettre en colère"-verb-fra
"furchal"-verb-bre "fouiller"-verb-fra
"furmiñ"-verb-bre "former"-verb-fra
"gagouilhat"-verb-bre "bredouiller"-verb-fra
"gallekaat"-verb-bre "franciser"-verb-fra
"galoupat"-verb-bre "galoper"-verb-fra
"garanañ"-verb-bre "rayer"-verb-fra
"garanañ"-verb-bre "inscrire"-verb-fra
"garmiñ"-verb-bre "crier"-verb-fra
"gedal"-verb-bre "guetter"-verb-fra
"gelver"-verb-bre "appeler"-verb-fra
"genel"-verb-bre "naître"-verb-fra
"geriañ"-verb-bre "exprimer par des mots"-verb-fra
"gervel"-verb-bre "appeler"-verb-fra
"gevelliñ"-verb-bre "jumeler"-verb-fra
"glac’hariñ"-verb-bre "chagriner"-verb-fra
"glanaat"-verb-bre "purifier"-verb-fra
"glaouañ"-verb-bre "carboniser"-verb-fra
"glavañ"-verb-bre "pleuvoir"-verb-fra
"glebiañ"-verb-bre "mouiller"-verb-fra
"gloazañ"-verb-bre "blesser"-verb-fra
"goprañ"-verb-bre "salarier"-verb-fra
"goleiñ"-verb-bre "couvrir"-verb-fra
"goloiñ"-verb-bre "couvrir"-verb-fra
"goro"-verb-bre "traire"-verb-fra
"gorrekaat"-verb-bre "ralentir"-verb-fra
"gorren"-verb-bre "lever"-verb-fra
"gortoz"-verb-bre "attendre"-verb-fra
"gouarn"-verb-bre "gouverner"-verb-fra
"goudoriñ"-verb-bre "abriter"-verb-fra
"gouelañ"-verb-bre "pleurer"-verb-fra
"gouelañ dourek"-verb-bre "pleurer à chaudes larmes"-verb-fra
"gouelañ a ober dourek"-verb-bre "pleurer à chaudes larmes"-verb-fra
"goapaat"-verb-bre "railler"-verb-fra
"gouestlañ"-verb-bre "engager"-verb-fra
"gouestlañ"-verb-bre "consacrer"-verb-fra
"gouestlañ"-verb-bre "dédier"-verb-fra
"gouestlañ"-verb-bre "consacrer à"-verb-fra
"gouestlañ"-verb-bre "allouer"-verb-fra
"gouestlañ amzer"-verb-bre "consacrer du temps"-verb-fra
"gouestlañ a ober amzer"-verb-bre "consacrer du temps"-verb-fra
"goul"-verb-bre "demander"-verb-fra
"goulakaat"-verb-bre "supposer"-verb-fra
"goulaouiñ"-verb-bre "éclairer"-verb-fra
"goulenn"-verb-bre "demander"-verb-fra
"goulennata"-verb-bre "interroger"-verb-fra
"goull"-verb-bre "demander"-verb-fra
"goullonderiñ"-verb-bre "vider"-verb-fra
"gounit"-verb-bre "gagner"-verb-fra
"gourc’hemenn"-verb-bre "commander"-verb-fra
"gourdonañ"-verb-bre "entraîner"-verb-fra
"gouren"-verb-bre "lutter"-verb-fra
"gourlakaat"-verb-bre "imposer"-verb-fra
"gourvez"-verb-bre "étendre"-verb-fra
"gousailhañ"-verb-bre "sautiller"-verb-fra
"goustilhañ"-verb-bre "poignarder"-verb-fra
"goût"-verb-bre "savoir"-verb-fra
"gouwelout"-verb-bre "entrevoir"-verb-fra
"gouzañv"-verb-bre "souffrir"-verb-fra
"gouzañv"-verb-bre "supporter"-verb-fra
"gouzout"-verb-bre "savoir"-verb-fra
"gouzout en a-raok"-verb-bre "savoir à l’avance"-verb-fra
"gouzout a ober en a-raok"-verb-bre "savoir à l’avance"-verb-fra
"gouzout brezhoneg"-verb-bre "savoir le breton"-verb-fra
"gouzout a ober brezhoneg"-verb-bre "savoir le breton"-verb-fra
"gouzout galleg"-verb-bre "savoir le français"-verb-fra
"gouzout a ober galleg"-verb-bre "savoir le français"-verb-fra
"gouzout lenn"-verb-bre "savoir lire"-verb-fra
"gouzout a ober lenn"-verb-bre "savoir lire"-verb-fra
"gouzout lenn ha skrivañ"-verb-bre "savoir lire et écrire"-verb-fra
"gouzout a ober lenn ha skrivañ"-verb-bre "savoir lire et écrire"-verb-fra
"goveliañ"-verb-bre "forger"-verb-fra
"grakal"-verb-bre "coasser"-verb-fra
"grataat"-verb-bre "octroyer"-verb-fra
"grognal"-verb-bre "grogner"-verb-fra
"gronnañ"-verb-bre "entourer"-verb-fra
"gwadañ"-verb-bre "saigner"-verb-fra
"gwalc’hañ"-verb-bre "laver"-verb-fra
"gwalc’hañ"-verb-bre "rassasier"-verb-fra
"gwalc’hiñ"-verb-bre "laver"-verb-fra
"gwallgas"-verb-bre "maltraiter"-verb-fra
"gwallgomz"-verb-bre "médire"-verb-fra
"gwallintent"-verb-bre "méprendre"-verb-fra
"gwallsammañ"-verb-bre "accabler"-verb-fra
"gwallskeiñ"-verb-bre "frapper violemment"-verb-fra
"gwallvrudañ"-verb-bre "diffamer"-verb-fra
"gwallziforc’hañ"-verb-bre "discriminer"-verb-fra
"gwanaat"-verb-bre "affaiblir"-verb-fra
"gwarediñ"-verb-bre "protéger"-verb-fra
"gwareziñ"-verb-bre "protéger"-verb-fra
"gwashaat"-verb-bre "redoubler"-verb-fra
"gwaskañ"-verb-bre "presser"-verb-fra
"gwastañ"-verb-bre "dévaster"-verb-fra
"gweañ"-verb-bre "fouler"-verb-fra
"gweladenniñ"-verb-bre "visiter"-verb-fra
"gweladuriñ"-verb-bre "contempler"-verb-fra
"gwelet"-verb-bre "voir"-verb-fra
"gweleviñ"-verb-bre "briller"-verb-fra
"gwellaat"-verb-bre "améliorer"-verb-fra
"gwelout"-verb-bre "voir"-verb-fra
"gweñviñ"-verb-bre "faner"-verb-fra
"gweredekaat"-verb-bre "activer"-verb-fra
"gwerzhañ"-verb-bre "vendre"-verb-fra
"gwerzaouiñ"-verb-bre "versifier"-verb-fra
"gwilioudiñ"-verb-bre "accoucher"-verb-fra
"gwintañ"-verb-bre "soulever"-verb-fra
"gwiriekaat"-verb-bre "valider"-verb-fra
"gwiriañ"-verb-bre "vérifier"-verb-fra
"gwiskañ"-verb-bre "vêtir"-verb-fra
"gwrac’henniñ"-verb-bre "flétrir"-verb-fra
"gwrac’heta"-verb-bre "pêcher des vieilles"-verb-fra
"gwriat"-verb-bre "coudre"-verb-fra
"gwrizienniñ"-verb-bre "enraciner"-verb-fra
"habaskaat"-verb-bre "calmer"-verb-fra
"hadañ"-verb-bre "semer"-verb-fra
"hañvalout"-verb-bre "paraître"-verb-fra
"harpañ"-verb-bre "aider"-verb-fra
"harpiñ"-verb-bre "aider"-verb-fra
"harzhal"-verb-bre "aboyer"-verb-fra
"hastañ"-verb-bre "dépêcher"-verb-fra
"hegasiñ"-verb-bre "agacer"-verb-fra
"hegaziñ"-verb-bre "agacer"-verb-fra
"hejañ"-verb-bre "secouer"-verb-fra
"heñchañ"-verb-bre "orienter"-verb-fra
"hentañ"-verb-bre "allonger"-verb-fra
"hentiñ"-verb-bre "hanter"-verb-fra
"heoliañ"-verb-bre "ensoleiller"-verb-fra
"herberc’hiañ"-verb-bre "héberger"-verb-fra
"herouezañ"-verb-bre "promouvoir"-verb-fra
"herrekaat"-verb-bre "accélérer"-verb-fra
"herzel"-verb-bre "arrêter"-verb-fra
"heskennañ"-verb-bre "scier"-verb-fra
"heskennat"-verb-bre "scier"-verb-fra
"heskiñ"-verb-bre "tarir"-verb-fra
"hetiñ"-verb-bre "souhaiter"-verb-fra
"heugiñ"-verb-bre "écoeurer"-verb-fra
"heuliañ"-verb-bre "suivre"-verb-fra
"hinnoal"-verb-bre "braire"-verb-fra
"hiraat"-verb-bre "rallonger"-verb-fra
"hirisiñ"-verb-bre "hérisser"-verb-fra
"hirvoudiñ"-verb-bre "gémir"-verb-fra
"hizivaat"-verb-bre "mettre à jour"-verb-fra
"holeniñ"-verb-bre "saler"-verb-fra
"hollegañ"-verb-bre "généraliser"-verb-fra
"horellañ"-verb-bre "vaciller"-verb-fra
"hual"-verb-bre "huer"-verb-fra
"huanadiñ"-verb-bre "soupirer"-verb-fra
"huchal"-verb-bre "crier"-verb-fra
"hudeal"-verb-bre "huer"-verb-fra
"hunvreal"-verb-bre "rêver"-verb-fra
"huñvreal"-verb-bre "rêver"-verb-fra
"ijinañ"-verb-bre "inventer"-verb-fra
"imbroudiñ"-verb-bre "inventer"-verb-fra
"implijout"-verb-bre "employer"-verb-fra
"ingalañ"-verb-bre "répartir"-verb-fra
"ingaliñ"-verb-bre "répartir"-verb-fra
"intent"-verb-bre "comprendre"-verb-fra
"interesañ"-verb-bre "intéresser"-verb-fra
"interiñ"-verb-bre "enterrer"-verb-fra
"isañ"-verb-bre "exciter"-verb-fra
"islinañ"-verb-bre "souligner"-verb-fra
"islinennañ"-verb-bre "souligner"-verb-fra
"ispilhañ"-verb-bre "suspendre"-verb-fra
"ispisializañ"-verb-bre "spécialiser"-verb-fra
"isprizañ"-verb-bre "sous-estimer"-verb-fra
"isprizout"-verb-bre "sous-estimer"-verb-fra
"isrannañ"-verb-bre "subdiviser"-verb-fra
"istitlañ"-verb-bre "sous-titrer"-verb-fra
"isurzhiañ"-verb-bre "subordonner"-verb-fra
"izelaat"-verb-bre "abaisser"-verb-fra
"jabliñ"-verb-bre "embarrasser"-verb-fra
"jahinañ"-verb-bre "torturer"-verb-fra
"jaojañ"-verb-bre "jauger"-verb-fra
"jaojiñ"-verb-bre "jauger"-verb-fra
"jardinat"-verb-bre "jardiner"-verb-fra
"jediñ"-verb-bre "calculer"-verb-fra
"jubenniñ"-verb-bre "traduire en simultané"-verb-fra
"juntañ"-verb-bre "joindre"-verb-fra
"kablusaat"-verb-bre "rendre coupable"-verb-fra
"kablusañ"-verb-bre "culpabiliser"-verb-fra
"kac’hat"-verb-bre "chier"-verb-fra
"kadarnaat"-verb-bre "confirmer"-verb-fra
"kaeañ"-verb-bre "clôturer"-verb-fra
"kaeliat"-verb-bre "clôturer"-verb-fra
"kaeraat"-verb-bre "embellir"-verb-fra
"kafeta"-verb-bre "prendre le café"-verb-fra
"kaletaat"-verb-bre "durcir"-verb-fra
"kalonekaat"-verb-bre "encourager"-verb-fra
"kambrañ"-verb-bre "chambrer"-verb-fra
"kammañ"-verb-bre "courber"-verb-fra
"kammañ"-verb-bre "fausser"-verb-fra
"kampiñ"-verb-bre "camper"-verb-fra
"kanal"-verb-bre "chanter"-verb-fra
"kanañ"-verb-bre "chanter"-verb-fra
"kaniñ"-verb-bre "chanter"-verb-fra
"kannañ"-verb-bre "battre"-verb-fra
"kannañ an dilhad"-verb-bre "laver le linge"-verb-fra
"kannañ a ober an dilhad"-verb-bre "laver le linge"-verb-fra
"kantkementiñ"-verb-bre "multiplier par cent"-verb-fra
"kantren"-verb-bre "vagabonder"-verb-fra
"kantvedenniñ"-verb-bre "diviser par cent"-verb-fra
"kaotañ"-verb-bre "coller"-verb-fra
"kaougantañ"-verb-bre "ratifier"-verb-fra
"kaout"-verb-bre "avoir"-verb-fra
"kaozeal"-verb-bre "causer"-verb-fra
"kareziñ"-verb-bre "blâmer"-verb-fra
"kariñ"-verb-bre "aimer"-verb-fra
"kargañ"-verb-bre "charger"-verb-fra
"karout"-verb-bre "aimer"-verb-fra
"karrezañ"-verb-bre "carreler"-verb-fra
"kartennaouiñ"-verb-bre "cartographier"-verb-fra
"kas"-verb-bre "envoyer"-verb-fra
"kas da benn"-verb-bre "réaliser"-verb-fra
"kas a ober da benn"-verb-bre "réaliser"-verb-fra
"kas en-dro"-verb-bre "renvoyer"-verb-fra
"kas a ober en-dro"-verb-bre "renvoyer"-verb-fra
"kas en-dro da"-verb-bre "renvoyer"-verb-fra
"kas a ober en-dro da"-verb-bre "renvoyer"-verb-fra
"kas keloù"-verb-bre "tenir informé"-verb-fra
"kas a ober keloù"-verb-bre "tenir informé"-verb-fra
"kas kemenn"-verb-bre "prévenir"-verb-fra
"kas a ober kemenn"-verb-bre "prévenir"-verb-fra
"kas war-raok"-verb-bre "promouvoir"-verb-fra
"kas a ober war-raok"-verb-bre "promouvoir"-verb-fra
"kasaat"-verb-bre "haïr"-verb-fra
"kastizañ"-verb-bre "punir"-verb-fra
"kastrañ"-verb-bre "piquer"-verb-fra
"katekizañ"-verb-bre "catéchiser"-verb-fra
"kavout"-verb-bre "trouver"-verb-fra
"kavout da"-verb-bre "penser"-verb-fra
"kavout a ober da"-verb-bre "penser"-verb-fra
"kavout da"-verb-bre "trouver"-verb-fra
"kavout abeg"-verb-bre "trouver à redire"-verb-fra
"kavout a ober abeg"-verb-bre "trouver à redire"-verb-fra
"kavout a ober da"-verb-bre "trouver"-verb-fra
"kavout gwell"-verb-bre "préférer"-verb-fra
"kavout a ober gwell"-verb-bre "préférer"-verb-fra
"kavout gwelloc’h"-verb-bre "préférer"-verb-fra
"kavout a ober gwelloc’h"-verb-bre "préférer"-verb-fra
"kavout labour"-verb-bre "trouver du travail"-verb-fra
"kavout a ober labour"-verb-bre "trouver du travail"-verb-fra
"kavout mat"-verb-bre "aimer bien"-verb-fra
"kavout a ober mat"-verb-bre "aimer bien"-verb-fra
"kazarc’hiñ"-verb-bre "grêler"-verb-fra
"kedanavout"-verb-bre "reconnaître"-verb-fra
"kefleuniañ"-verb-bre "accomplir"-verb-fra
"kefluniañ"-verb-bre "configurer"-verb-fra
"kefrediañ"-verb-bre "missionner"-verb-fra
"kefridiañ"-verb-bre "missionner"-verb-fra
"keginañ"-verb-bre "cuisiner"-verb-fra
"kehentiñ"-verb-bre "communiquer"-verb-fra
"keinañ"-verb-bre "relier"-verb-fra
"kejañ"-verb-bre "mélanger"-verb-fra
"kejañ gant"-verb-bre "rencontrer"-verb-fra
"kejañ a ober gant"-verb-bre "rencontrer"-verb-fra
"kejañ ouzh"-verb-bre "rencontrer"-verb-fra
"kejañ a ober ouzh"-verb-bre "rencontrer"-verb-fra
"kelaouiñ"-verb-bre "informer"-verb-fra
"kelc’hiañ"-verb-bre "encercler"-verb-fra
"kelenn"-verb-bre "enseigner"-verb-fra
"kemberiñ"-verb-bre "confluer"-verb-fra
"kemenn"-verb-bre "annoncer"-verb-fra
"kemer ar gaoz"-verb-bre "prendre la parole"-verb-fra
"kemer a ober ar gaoz"-verb-bre "prendre la parole"-verb-fra
"kemer e-karg"-verb-bre "prendre en charge"-verb-fra
"kemer a ober e-karg"-verb-bre "prendre en charge"-verb-fra
"kemer e kont"-verb-bre "prendre en compte"-verb-fra
"kemer a ober e kont"-verb-bre "prendre en compte"-verb-fra
"kemer harp war"-verb-bre "baser sur"-verb-fra
"kemer a ober harp war"-verb-bre "baser sur"-verb-fra
"kemer penn an hent"-verb-bre "prendre la route"-verb-fra
"kemer a ober penn an hent"-verb-bre "prendre la route"-verb-fra
"kemer perzh"-verb-bre "participer"-verb-fra
"kemer a ober perzh"-verb-bre "participer"-verb-fra
"kemer perzh e"-verb-bre "participer à"-verb-fra
"kemer a ober perzh e"-verb-bre "participer à"-verb-fra
"kemer skouer diwar"-verb-bre "prendre exemple sur"-verb-fra
"kemer a ober skouer diwar"-verb-bre "prendre exemple sur"-verb-fra
"kemer"-verb-bre "prendre"-verb-fra
"kemerout"-verb-bre "prendre"-verb-fra
